train_loss,val_loss,train_accuracy,val_accuracy,epochs
1.9245424827237552,1.78907327138247,0.078811426229988,0.06455221575074065,1
1.7563839709565285,1.7129126729663715,0.13499868293967865,0.14622784167959338,2
1.6818528136659354,1.654745092407836,0.23673183676256818,0.13048815783911052,3
1.570304582107082,1.532510535342126,0.33055531165549606,0.4040529685889243,4
1.4961151420400385,1.4780138313968645,0.38255236534277715,0.3193464779205406,5
1.4617057341463706,1.4339646100997925,0.3999180495800041,0.4085163396779869,6
1.423272501365671,1.393790183467992,0.42489829367518367,0.4292006907249685,7
1.3693665093399314,1.3585363563007602,0.43742256173110505,0.40951470392158773,8
1.3467310053132446,1.3629809382949614,0.44852733144066886,0.3842222677502333,9
1.3120924206857527,1.3182358535970506,0.4575077316318865,0.4295340208063011,10
1.2621402780661422,1.2534215217719658,0.47350513653525333,0.4406184655109056,11
1.2318839531266288,1.223222112249019,0.4826684617711047,0.5389654735075755,12
1.2114548683538569,1.2200729106111257,0.4914561809153081,0.4564313193692419,13
1.1827222672145763,1.1808556305886109,0.50062926215354,0.5374549191390002,14
1.156383710816856,1.1421062739538075,0.5140047414171569,0.5318452177702331,15
1.1161770909168895,1.1142680499448554,0.5201412669144692,0.5235916397563601,16
1.1113866645745123,1.0923234657717624,0.5240412288660599,0.560534368770386,17
1.0915778170289767,1.063896242200634,0.5318192017638852,0.5155689537988247,18
1.0580478961696935,1.068304374169391,0.5397800997063443,0.5205526450148454,19
1.0368058887611464,1.0353299329512924,0.5491068379820685,0.572511487692803,20
1.020084553703982,1.0076966130991347,0.5525872918312992,0.5808105937177849,21
1.002398585782069,0.9804419563237126,0.5581506521887591,0.5819796880030439,22
0.9757509145248546,0.9993893030330464,0.569657856996517,0.6048445055820594,23
0.958803335044268,0.9339985866812422,0.5736578179725076,0.6125436174606427,24
0.9567837744169914,0.944508688645236,0.580660188681086,0.5707781712698737,25
0.9416083516401893,0.9750526171803673,0.588577184612833,0.4956130509295844,26
0.9140852902191557,0.9429093264849134,0.6009477956312621,0.6301288117514301,27
0.879364951012584,0.8594227948174897,0.607937971336865,0.6321678162489471,28
0.8544554916883675,0.8489681309005385,0.6237987922069053,0.6598065709928034,29
0.8415185783835089,0.860791000743674,0.6264621808567721,0.6568131042623975,30
0.8022293059455321,0.8092881540292115,0.6440961551594618,0.6430766529107033,31
0.7817766478334027,0.7859416692060559,0.6583886986468425,0.6960549978374194,32
0.7510883672704709,0.7609428518549376,0.6693324943171286,0.6928176310475019,33
0.7437143226278558,0.7537837579424885,0.6768885181607984,0.6987769225015691,34
0.7117813670270601,0.6924268797461482,0.6940883503575574,0.7201978517282758,35
0.698991043960557,0.7336011915754359,0.7019175422678803,0.693230635148275,36
0.6901799642042572,0.6739419337963304,0.710793065433508,0.6934306331970745,37
0.6748275382725636,0.6298563076855735,0.7260880381654813,0.7433618533802923,38
0.6478788703866071,0.6305265901439797,0.7370415898381479,0.7389895383134474,39
0.6329099087418986,0.6854067330625212,0.7414683759182837,0.6344669808099433,40
0.6048202992192517,0.588051775826789,0.7590560092096662,0.7926296654016384,41
0.5812114465251547,0.5837620490675361,0.7742656169208105,0.7350659993561038,42
