hand,connectedness,suited,pair,flop_equity,turn_equity,river_equity,equity_delta,high_card,low_card,hand_type,dominates_count,combos_dominated,blocks_count,combos_blocked,blocked_by_count,combos_blocked_by_count,dominated_by_count,combos_dominated_by_count,dom_ratio,block_ratio,dom_block_ratio,block_ratio_cat,dom_block_pc1,dom_block_pc2,BB_play10,BB_play2,BB_play3,BB_play4,BB_play5,BB_play6,BB_play7,BB_play8,BB_play9,D_play10,D_play3,D_play4,D_play5,D_play6,D_play7,D_play8,D_play9,SB_play10,SB_play2,SB_play3,SB_play4,SB_play5,SB_play6,SB_play7,SB_play8,SB_play9,pos3_play10,pos3_play4,pos3_play5,pos3_play6,pos3_play7,pos3_play8,pos3_play9,pos4_play10,pos4_play5,pos4_play6,pos4_play7,pos4_play8,pos4_play9,pos5_play10,pos5_play6,pos5_play7,pos5_play8,pos5_play9,pos6_play10,pos6_play7,pos6_play8,pos6_play9,pos7_play10,pos7_play8,pos7_play9,pos8_play10,pos8_play9,pos9_play10,ev_pc1,ev_pc2
76o,1,0,0,0.34254,0.38658,0.42385,0.08131,5,4,offsuit,16.0,128.0,48.0,101.0,48.0,155.0,29.0,348.0,0.367816091954023,0.6516129032258065,0.8258064516129032,0,1.7759783076765638,0.1035471747054425,-0.32,-0.04,-0.13,-0.22,-0.26,-0.23,-0.32,-0.3,-0.3,-0.05,-0.01,-0.05,-0.05,-0.08,-0.08,-0.06,-0.03,-0.25,-0.17,-0.18,-0.21,-0.22,-0.3,-0.24,-0.23,-0.24,-0.07,-0.07,-0.08,-0.04,-0.1,-0.1,-0.1,-0.07,-0.04,-0.09,-0.07,-0.05,-0.05,-0.04,-0.05,-0.06,-0.04,-0.05,-0.01,-0.04,-0.05,-0.05,-0.05,-0.04,-0.03,-0.03,-0.02,-0.02,-2.681048815609206,-0.5745994691276719
76s,1,1,0,0.34768,0.4044,0.456,0.10832000000000003,5,4,suited,16.0,128.0,48.0,101.0,48.0,51.0,29.0,116.0,1.103448275862069,1.9803921568627447,2.5098039215686274,2,0.5019348307229754,-0.3073631516620433,-0.1,0.04,-0.12,-0.04,-0.17,-0.14,-0.06,-0.14,-0.03,0.12,0.09,0.05,0.0,0.02,0.03,-0.01,0.06,-0.17,-0.03,-0.1,-0.11,-0.1,-0.16,-0.29,-0.07,-0.12,-0.04,0.02,0.02,-0.03,-0.2,0.08,0.05,-0.02,0.03,-0.19,-0.05,-0.04,-0.11,-0.04,-0.15,-0.12,-0.07,0.1,-0.03,0.29,0.13,0.0,0.0,0.0,-0.06,0.03,-0.08,0.0,-0.896109352090653,0.1466837318866945
77o,0,0,1,0.78511,0.72607,0.6632,-0.12190999999999996,5,5,pair,10.0,80.0,25.0,101.0,25.0,77.0,0.0,0.0,80.0,1.3116883116883118,1.0389610389610389,1,-2.666163592941212,-4.859435881810708,-0.01,0.3,0.25,0.16,0.15,-0.05,-0.06,-0.03,0.04,0.15,0.41,0.36,0.28,0.13,0.19,0.29,0.16,-0.06,0.3,0.25,0.15,0.18,0.07,-0.09,0.03,0.01,0.03,0.33,0.17,0.03,0.21,0.05,0.0,0.11,0.3,0.16,0.01,0.24,0.19,0.07,0.09,0.03,0.06,0.03,0.14,0.28,0.13,0.05,0.11,0.24,0.03,0.19,0.16,0.16,3.348305636363396,1.9548561507257007
82o,6,0,0,0.32291,0.35145,0.36666,0.04375000000000001,6,0,offsuit,10.0,80.0,48.0,101.0,48.0,155.0,35.0,420.0,0.1904761904761904,0.6516129032258065,0.5161290322580645,0,2.769008695199574,-0.377423212435757,-0.4,-0.18,-0.27,-0.32,-0.37,-0.33,-0.36,-0.36,-0.41,-0.01,-0.02,-0.01,-0.01,-0.02,-0.02,-0.02,-0.01,-0.27,-0.23,-0.25,-0.26,-0.26,-0.25,-0.27,-0.26,-0.28,-0.08,-0.03,-0.04,-0.09,-0.08,-0.04,-0.09,0.02,-0.01,-0.03,-0.01,-0.01,-0.02,-0.01,-0.03,-0.01,0.0,-0.01,-0.01,-0.02,-0.01,-0.01,-0.02,-0.01,-0.01,-0.01,-0.01,-0.01,-2.7083466192265053,-1.653156110006627
82s,6,1,0,0.33138,0.37027,0.39944,0.06806000000000001,6,0,suited,10.0,80.0,48.0,101.0,48.0,51.0,35.0,140.0,0.5714285714285714,1.9803921568627447,1.568627450980392,2,1.317548805206982,-0.8109962925958871,-0.35,-0.14,-0.15,-0.22,-0.32,-0.3,-0.15,-0.28,-0.31,-0.03,-0.06,-0.08,-0.08,-0.11,-0.1,-0.06,-0.08,-0.26,-0.22,-0.22,-0.27,-0.25,-0.22,-0.34,-0.25,-0.23,-0.15,-0.1,-0.11,-0.26,-0.28,-0.11,-0.1,-0.08,-0.08,-0.12,-0.06,-0.06,-0.1,-0.09,-0.12,-0.09,-0.09,-0.03,-0.08,-0.1,-0.04,-0.06,-0.06,-0.06,-0.06,-0.06,-0.07,0.05,-3.4368470641140845,-0.8215337479819104
83o,5,0,0,0.32916,0.35296,0.37224,0.04308000000000001,6,1,offsuit,12.0,96.0,48.0,101.0,48.0,155.0,33.0,396.0,0.2424242424242424,0.6516129032258065,0.6193548387096774,0,2.437998566025237,-0.2170997500553571,-0.41,-0.16,-0.29,-0.33,-0.38,-0.34,-0.29,-0.38,-0.39,-0.01,-0.02,-0.01,-0.02,0.04,-0.02,-0.02,-0.02,-0.29,-0.23,-0.26,-0.25,-0.25,-0.24,-0.28,-0.28,-0.27,-0.08,-0.03,-0.03,-0.08,-0.08,-0.08,-0.08,-0.04,-0.02,-0.03,-0.03,-0.03,-0.02,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.01,-0.01,-0.02,-0.01,-0.01,0.0,-0.01,-0.01,-0.01,-2.745854982723214,-1.5733824792618352
83s,5,1,0,0.34244,0.37638,0.40757,0.06512999999999997,6,1,suited,12.0,96.0,48.0,101.0,48.0,51.0,33.0,132.0,0.7272727272727273,1.9803921568627447,1.8823529411764703,2,1.04567748037898,-0.6431185789512726,-0.31,-0.14,-0.25,-0.22,-0.29,-0.37,-0.28,-0.31,-0.34,-0.12,-0.06,-0.08,-0.1,-0.09,-0.15,-0.06,-0.09,-0.25,-0.19,-0.26,-0.25,-0.24,-0.29,-0.31,-0.25,-0.29,-0.12,-0.11,-0.09,-0.11,-0.19,-0.09,-0.13,-0.07,-0.08,-0.16,-0.12,0.07,-0.17,-0.07,-0.09,-0.14,-0.12,-0.1,-0.09,-0.03,-0.08,-0.06,-0.11,-0.05,-0.05,-0.05,-0.08,-0.08,-3.6357430424649695,-0.819218672414481
84o,4,0,0,0.35141,0.37433,0.39439,0.04298000000000002,6,2,offsuit,14.0,112.0,48.0,101.0,48.0,155.0,31.0,372.0,0.3010752688172043,0.6516129032258065,0.7225806451612903,0,2.1069884368509,-0.0567762876749573,-0.38,-0.13,-0.25,-0.29,-0.34,-0.35,-0.36,-0.3,-0.35,-0.02,-0.02,-0.01,-0.01,-0.03,-0.02,-0.04,-0.02,-0.28,-0.22,-0.25,-0.26,-0.26,-0.33,-0.27,-0.3,-0.29,-0.08,-0.03,-0.05,-0.07,-0.11,-0.07,-0.07,-0.03,-0.02,-0.02,-0.04,-0.03,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.02,-0.03,-0.02,-0.01,-0.02,-0.06,-0.02,-0.02,-0.02,-0.01,-2.8066074002853068,-1.3652622410292363
84s,4,1,0,0.3522,0.38916,0.42425,0.07205,6,2,suited,14.0,112.0,48.0,101.0,48.0,51.0,31.0,124.0,0.9032258064516128,1.9803921568627447,2.196078431372549,2,0.7738061555509776,-0.4752408653066579,-0.3,-0.05,-0.15,-0.18,-0.28,-0.17,-0.02,-0.29,-0.28,-0.14,-0.08,-0.04,-0.07,0.19,0.1,-0.08,-0.08,-0.2,-0.17,-0.19,-0.2,-0.22,-0.14,-0.26,-0.19,-0.15,-0.12,-0.08,-0.1,-0.12,-0.11,-0.11,-0.16,-0.1,-0.07,-0.09,-0.07,-0.04,-0.11,-0.08,-0.12,-0.06,-0.11,-0.09,-0.1,-0.07,-0.08,-0.1,-0.08,0.13,-0.13,-0.09,-0.07,-0.14,-2.752137729446895,-0.162794269736363
85o,3,0,0,0.35812,0.38818,0.41464,0.056520000000000015,6,3,offsuit,16.0,128.0,48.0,101.0,48.0,155.0,29.0,348.0,0.367816091954023,0.6516129032258065,0.8258064516129032,0,1.7759783076765638,0.1035471747054425,-0.36,-0.13,-0.22,-0.27,-0.3,-0.27,-0.32,-0.34,-0.35,-0.02,-0.02,-0.01,-0.02,-0.07,0.0,-0.02,-0.03,-0.25,-0.21,-0.21,-0.23,-0.25,-0.32,-0.29,-0.25,-0.26,-0.07,-0.03,-0.04,-0.07,-0.08,-0.06,-0.05,-0.03,-0.02,-0.03,-0.01,-0.02,-0.03,-0.03,-0.02,-0.04,-0.03,-0.02,-0.02,-0.02,-0.02,-0.03,-0.02,-0.03,-0.03,0.0,-0.02,-0.02,-2.604822194661954,-1.2161362326010792
85s,3,1,0,0.36398,0.40858,0.44719,0.08320999999999995,6,3,suited,16.0,128.0,48.0,101.0,48.0,51.0,29.0,116.0,1.103448275862069,1.9803921568627447,2.5098039215686274,2,0.5019348307229754,-0.3073631516620433,-0.27,-0.1,-0.12,-0.17,-0.2,-0.12,-0.2,-0.25,-0.26,-0.03,-0.02,0.0,-0.05,-0.22,-0.05,-0.02,-0.1,-0.23,-0.13,-0.09,-0.16,-0.2,-0.29,-0.34,-0.19,-0.22,-0.1,-0.09,-0.09,-0.08,-0.11,-0.07,-0.12,-0.1,-0.04,-0.11,0.0,-0.11,-0.08,-0.05,-0.07,-0.08,-0.12,-0.12,-0.1,-0.04,-0.14,0.01,-0.1,-0.1,-0.11,-0.05,-0.09,-0.11,-2.8510304150466665,-0.0186829259339073
86o,2,0,0,0.37272,0.40874,0.4384,0.06568000000000002,6,4,offsuit,18.0,144.0,48.0,101.0,48.0,155.0,27.0,324.0,0.4444444444444444,0.6516129032258065,0.9290322580645162,0,1.4449681785022268,0.2638706370858424,-0.3,-0.06,-0.21,-0.23,-0.27,-0.31,-0.3,-0.35,-0.31,-0.02,-0.03,-0.03,-0.03,-0.05,-0.01,-0.05,-0.04,-0.25,-0.18,-0.21,-0.21,-0.24,-0.22,-0.26,-0.26,-0.23,-0.09,-0.04,-0.06,-0.08,-0.08,-0.09,-0.09,-0.03,-0.04,-0.08,-0.03,-0.03,-0.05,-0.05,-0.05,0.01,-0.02,-0.04,-0.04,-0.04,-0.03,-0.03,-0.03,-0.01,-0.03,-0.03,-0.04,-0.03,-2.6071973719384114,-0.8736369587428919
86s,2,1,0,0.38239,0.42487,0.46061,0.07822000000000001,6,4,suited,18.0,144.0,48.0,101.0,48.0,51.0,27.0,108.0,1.3333333333333333,1.9803921568627447,2.823529411764706,2,0.2300635058949732,-0.1394854380174287,-0.22,0.07,-0.09,-0.07,-0.13,-0.13,-0.06,-0.17,-0.29,0.0,-0.07,0.05,0.01,-0.1,-0.04,-0.05,-0.05,-0.17,0.0,-0.13,-0.17,-0.15,-0.09,-0.17,-0.19,-0.19,-0.05,-0.04,-0.05,-0.14,-0.23,0.01,-0.09,-0.09,-0.01,0.07,-0.03,-0.05,-0.03,-0.08,-0.24,-0.06,-0.13,-0.04,-0.07,-0.01,0.05,-0.08,-0.02,0.0,-0.08,-0.04,-0.07,-0.02,-1.8709970745627984,0.4145798249210561
87o,1,0,0,0.38814,0.42384,0.45408,0.06594,6,5,offsuit,20.0,160.0,48.0,101.0,48.0,155.0,25.0,300.0,0.5333333333333333,0.6516129032258065,1.032258064516129,0,1.11395804932789,0.4241940994662423,-0.31,-0.05,-0.18,-0.19,-0.27,-0.25,-0.21,-0.26,-0.28,-0.08,-0.05,-0.03,-0.03,-0.05,-0.09,-0.04,-0.07,-0.23,-0.13,-0.19,-0.2,-0.22,-0.15,-0.24,-0.22,-0.23,-0.12,-0.07,-0.1,-0.09,-0.12,-0.11,-0.12,-0.08,-0.07,-0.03,-0.1,-0.06,-0.06,-0.08,-0.02,-0.04,-0.07,-0.06,-0.07,-0.04,-0.05,-0.06,-0.06,-0.07,-0.08,-0.08,-0.04,-0.09,-2.797427687190004,-0.3194806105318427
87s,1,1,0,0.39101,0.44079,0.48122,0.09020999999999996,6,5,suited,20.0,160.0,48.0,101.0,48.0,51.0,25.0,100.0,1.6,1.9803921568627447,3.1372549019607843,2,-0.0418078189330289,0.0283922756271858,-0.19,0.04,-0.04,-0.04,-0.09,-0.21,0.15,-0.11,-0.11,0.02,0.08,0.08,0.0,-0.14,0.02,0.02,0.02,-0.17,0.0,-0.12,-0.11,-0.03,-0.04,-0.28,-0.07,-0.13,0.11,0.12,0.06,0.04,-0.06,-0.05,-0.01,-0.02,0.02,0.1,-0.22,-0.04,-0.04,-0.09,0.05,-0.05,0.0,0.0,-0.05,0.14,-0.02,-0.03,-0.02,-0.05,-0.01,-0.07,-0.02,0.0,-0.7187500530634223,0.4881881383723604
88o,0,0,1,0.81055,0.7539,0.69372,-0.11682999999999999,6,6,pair,12.0,96.0,25.0,101.0,25.0,77.0,0.0,0.0,96.0,1.3116883116883118,1.2467532467532467,1,-2.8156126583551324,-4.684725306710655,0.07,0.4,0.4,0.28,0.26,0.46,0.32,0.14,0.15,0.26,0.46,0.5,0.38,0.13,0.17,0.27,0.18,0.1,0.36,0.33,0.29,0.17,0.03,-0.05,0.07,-0.07,0.21,0.37,0.32,0.16,0.25,0.12,0.17,0.09,0.39,0.35,0.23,0.15,0.17,0.14,0.33,0.32,0.19,0.2,0.19,0.19,0.25,0.24,0.15,0.24,0.2,0.26,0.25,0.23,5.7004517963191335,2.3827306156433723
92o,7,0,0,0.35667,0.37987,0.39098,0.03431000000000001,7,0,offsuit,12.0,96.0,48.0,101.0,48.0,155.0,33.0,396.0,0.2424242424242424,0.6516129032258065,0.6193548387096774,0,2.437998566025237,-0.2170997500553571,-0.39,-0.15,-0.28,-0.32,-0.36,-0.38,-0.37,-0.4,-0.42,-0.01,-0.01,-0.01,-0.01,-0.03,-0.02,-0.02,-0.02,-0.26,-0.23,-0.25,-0.25,-0.25,-0.32,-0.27,-0.26,-0.28,-0.08,-0.04,-0.04,-0.1,-0.07,-0.07,-0.08,-0.02,-0.02,-0.06,-0.02,-0.02,-0.02,0.01,-0.02,-0.01,-0.02,-0.02,-0.01,-0.01,-0.02,-0.01,-0.01,-0.01,-0.02,-0.02,-0.01,-0.02,-2.8202505707684167,-1.5883998550460414
92s,7,1,0,0.36593,0.40173,0.42554,0.059609999999999996,7,0,suited,12.0,96.0,48.0,101.0,48.0,51.0,33.0,132.0,0.7272727272727273,1.9803921568627447,1.8823529411764703,2,1.04567748037898,-0.6431185789512726,-0.34,-0.13,-0.2,-0.24,-0.31,-0.2,-0.37,-0.31,-0.24,-0.09,-0.06,-0.06,-0.03,-0.13,0.0,-0.09,-0.04,-0.22,-0.2,-0.19,-0.16,-0.25,-0.31,-0.29,-0.28,-0.31,-0.11,-0.1,-0.12,-0.13,-0.14,-0.07,-0.12,-0.06,-0.11,-0.05,-0.17,-0.05,-0.09,-0.1,-0.11,-0.09,-0.07,-0.06,-0.08,-0.05,-0.05,-0.07,-0.1,-0.08,-0.1,-0.11,-0.06,-0.08,-3.3798889174113795,-0.6516852538181394
93o,6,0,0,0.37153,0.3896,0.40277,0.03123999999999999,7,1,offsuit,14.0,112.0,48.0,101.0,48.0,155.0,31.0,372.0,0.3010752688172043,0.6516129032258065,0.7225806451612903,0,2.1069884368509,-0.0567762876749573,-0.41,-0.14,-0.26,-0.31,-0.35,-0.3,-0.35,-0.38,-0.4,-0.02,-0.02,-0.01,-0.02,-0.02,-0.01,-0.01,-0.02,-0.26,-0.24,-0.23,-0.26,-0.26,-0.29,-0.3,-0.27,-0.28,-0.08,-0.03,-0.04,-0.1,-0.08,-0.07,-0.08,-0.03,-0.02,-0.04,-0.03,-0.03,-0.02,-0.02,0.0,-0.01,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01,0.0,-0.02,-0.02,-0.01,-0.02,-2.7826536613188773,-1.4703495277370933
93s,6,1,0,0.37509,0.40417,0.43298,0.05789,7,1,suited,14.0,112.0,48.0,101.0,48.0,51.0,31.0,124.0,0.9032258064516128,1.9803921568627447,2.196078431372549,2,0.7738061555509776,-0.4752408653066579,-0.37,-0.16,-0.19,-0.24,-0.24,-0.31,0.02,-0.32,-0.32,-0.09,-0.08,-0.09,-0.09,0.0,-0.09,-0.08,-0.03,-0.17,-0.16,-0.2,-0.25,-0.28,-0.36,-0.28,-0.2,-0.29,-0.11,-0.05,-0.12,-0.05,-0.14,-0.19,-0.09,-0.07,-0.07,-0.07,-0.08,-0.06,-0.07,-0.06,-0.07,-0.07,-0.03,-0.06,-0.16,-0.08,-0.06,-0.02,-0.09,-0.09,-0.1,-0.04,-0.06,-0.09,-3.186912482509733,-0.6873749576550816
94o,5,0,0,0.38257,0.39644,0.40838,0.02581,7,2,offsuit,16.0,128.0,48.0,101.0,48.0,155.0,29.0,348.0,0.367816091954023,0.6516129032258065,0.8258064516129032,0,1.7759783076765638,0.1035471747054425,-0.42,-0.17,-0.27,-0.3,-0.34,-0.38,-0.36,-0.36,-0.38,-0.02,-0.01,-0.01,-0.02,-0.01,-0.01,-0.02,-0.02,-0.28,-0.22,-0.24,-0.25,-0.25,-0.27,-0.29,-0.28,-0.27,-0.08,-0.03,-0.04,-0.08,-0.07,-0.08,-0.08,-0.02,-0.02,-0.05,-0.03,-0.02,-0.02,-0.02,-0.04,-0.02,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01,-0.02,0.01,-0.01,-0.01,-0.02,0.01,-2.762815960914675,-1.5336034217111167
94s,5,1,0,0.38301,0.40935,0.437,0.05398999999999998,7,2,suited,16.0,128.0,48.0,101.0,48.0,51.0,29.0,116.0,1.103448275862069,1.9803921568627447,2.5098039215686274,2,0.5019348307229754,-0.3073631516620433,-0.38,-0.1,-0.22,-0.2,-0.29,-0.21,-0.38,-0.3,-0.34,-0.08,-0.07,-0.06,-0.09,-0.2,-0.06,-0.04,-0.07,-0.29,-0.18,-0.24,-0.21,-0.25,-0.2,-0.24,-0.24,-0.28,-0.1,-0.09,-0.12,-0.15,-0.12,-0.05,-0.15,-0.1,-0.08,-0.08,-0.06,-0.12,-0.12,-0.08,-0.1,-0.06,-0.02,-0.09,-0.04,-0.17,-0.09,-0.09,-0.08,-0.13,-0.08,-0.07,-0.06,-0.11,-3.482881774269573,-0.588038612052727
95o,4,0,0,0.39261,0.41214,0.42986,0.037250000000000005,7,3,offsuit,18.0,144.0,48.0,101.0,48.0,155.0,27.0,324.0,0.4444444444444444,0.6516129032258065,0.9290322580645162,0,1.4449681785022268,0.2638706370858424,-0.39,-0.11,-0.21,-0.28,-0.32,-0.25,-0.35,-0.38,-0.4,-0.02,-0.01,-0.02,-0.02,0.05,-0.01,-0.02,0.01,-0.27,-0.21,-0.24,-0.25,-0.26,-0.3,-0.26,-0.27,-0.28,-0.08,-0.03,-0.04,-0.07,-0.08,-0.08,-0.09,-0.04,-0.02,-0.02,-0.02,-0.03,-0.04,-0.02,-0.02,-0.02,0.0,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,-0.01,-0.01,-0.02,-0.02,-0.02,-2.63159055902455,-1.2293068779141527
95s,4,1,0,0.39896,0.42974,0.45808,0.059120000000000006,7,3,suited,18.0,144.0,48.0,101.0,48.0,51.0,27.0,108.0,1.3333333333333333,1.9803921568627447,2.823529411764706,2,0.2300635058949732,-0.1394854380174287,-0.29,-0.05,-0.17,-0.2,-0.23,-0.15,-0.29,-0.26,-0.27,-0.08,-0.02,-0.05,-0.02,-0.03,-0.06,-0.03,-0.04,-0.23,-0.12,-0.15,-0.2,-0.2,-0.3,-0.18,-0.23,-0.17,-0.11,-0.09,-0.11,0.07,-0.09,-0.11,-0.07,-0.09,-0.1,-0.14,-0.13,-0.04,-0.05,-0.1,-0.14,-0.1,-0.09,-0.08,-0.1,-0.06,-0.11,-0.08,-0.08,-0.01,-0.04,-0.07,-0.06,-0.08,-2.787412223164344,-0.1575204632831168
96o,3,0,0,0.40666,0.42679,0.44235,0.03569,7,4,offsuit,20.0,160.0,48.0,101.0,48.0,155.0,25.0,300.0,0.5333333333333333,0.6516129032258065,1.032258064516129,0,1.11395804932789,0.4241940994662423,-0.34,-0.08,-0.19,-0.25,-0.31,-0.26,-0.35,-0.34,-0.34,-0.03,-0.01,-0.02,-0.03,-0.06,-0.07,-0.05,-0.03,-0.29,-0.19,-0.23,-0.23,-0.26,-0.26,-0.28,-0.3,-0.25,-0.09,-0.04,-0.05,-0.08,-0.07,-0.07,-0.09,-0.04,-0.03,-0.04,-0.03,-0.04,-0.03,-0.02,-0.03,-0.05,-0.02,-0.03,-0.02,-0.04,-0.03,-0.04,-0.04,0.01,0.0,-0.04,-0.02,-0.02,-2.698608348792893,-0.9877901943164954
96s,3,1,0,0.41269,0.44417,0.47663,0.06394,7,4,suited,20.0,160.0,48.0,101.0,48.0,51.0,25.0,100.0,1.6,1.9803921568627447,3.1372549019607843,2,-0.0418078189330289,0.0283922756271858,-0.22,0.04,-0.11,-0.15,-0.19,-0.14,-0.19,-0.22,-0.22,-0.03,0.0,-0.04,-0.03,-0.02,-0.04,-0.02,0.03,-0.18,-0.07,-0.07,-0.2,-0.12,-0.16,-0.11,-0.27,-0.22,-0.13,-0.04,-0.04,-0.07,-0.06,-0.03,-0.1,-0.09,-0.07,-0.09,0.01,-0.13,-0.1,-0.08,-0.08,0.04,-0.14,-0.06,-0.08,0.0,-0.05,-0.07,-0.07,-0.03,-0.02,-0.09,-0.1,-0.09,-2.127767947286015,0.3242029251807292
97o,2,0,0,0.41436,0.44185,0.46195,0.04759000000000002,7,5,offsuit,22.0,176.0,48.0,101.0,48.0,155.0,23.0,276.0,0.6376811594202898,0.6516129032258065,1.135483870967742,0,0.7829479201535533,0.584517561846642,-0.32,-0.05,-0.15,-0.2,-0.27,-0.26,-0.28,-0.27,-0.3,-0.06,-0.02,-0.02,-0.04,-0.02,-0.03,-0.04,-0.03,-0.22,-0.16,-0.19,-0.21,-0.2,-0.24,-0.22,-0.16,-0.25,-0.09,-0.03,-0.07,-0.05,-0.08,-0.09,-0.09,-0.03,-0.04,-0.06,-0.05,-0.04,-0.01,-0.03,-0.04,-0.03,-0.02,-0.04,-0.04,-0.02,-0.04,-0.04,-0.02,-0.05,-0.04,-0.03,-0.02,-0.04,-2.3983371453882625,-0.6299170861671651
97s,2,1,0,0.42186,0.45735,0.48617,0.06430999999999998,7,5,suited,22.0,176.0,48.0,101.0,48.0,51.0,23.0,92.0,1.9130434782608696,1.9803921568627447,3.450980392156863,2,-0.3136791437610311,0.1962699892718004,-0.13,0.05,0.03,-0.07,-0.09,-0.09,-0.08,-0.08,-0.17,0.04,0.13,0.06,0.02,0.0,0.09,-0.09,0.09,-0.17,-0.05,-0.05,-0.13,-0.17,-0.2,-0.06,-0.13,-0.17,0.03,0.0,-0.07,-0.11,-0.17,-0.01,-0.01,-0.07,-0.03,0.07,-0.02,-0.09,0.02,-0.05,-0.09,-0.09,-0.06,0.0,0.04,0.07,-0.01,-0.05,-0.07,0.01,-0.04,-0.01,-0.02,-0.13,-1.0482866491688183,0.5191134867070354
98o,1,0,0,0.43023,0.45963,0.48213,0.0519,7,6,offsuit,24.0,192.0,48.0,101.0,48.0,155.0,21.0,252.0,0.7619047619047619,0.6516129032258065,1.238709677419355,0,0.4519377909792164,0.744841024227042,-0.32,-0.04,-0.1,-0.15,-0.21,-0.2,-0.32,-0.3,-0.22,-0.09,-0.03,-0.04,-0.03,0.1,-0.06,-0.03,-0.06,-0.18,-0.1,-0.1,-0.15,-0.19,-0.19,-0.11,-0.17,-0.21,-0.1,-0.06,-0.08,-0.13,-0.09,-0.09,-0.14,-0.07,-0.05,-0.03,0.0,-0.05,-0.04,-0.08,-0.07,-0.08,-0.06,-0.06,-0.05,-0.05,-0.06,-0.05,-0.08,-0.04,-0.03,-0.05,-0.05,-0.04,-2.3381342052426293,-0.0558496222822058
98s,1,1,0,0.43374,0.47308,0.50663,0.07289000000000001,7,6,suited,24.0,192.0,48.0,101.0,48.0,51.0,21.0,84.0,2.2857142857142856,1.9803921568627447,3.764705882352941,2,-0.5855504685890335,0.3641477029164149,-0.18,0.08,0.05,0.03,-0.05,-0.07,-0.13,-0.01,-0.11,0.09,0.16,0.12,0.06,0.04,0.1,0.0,0.04,-0.03,0.03,-0.04,-0.06,-0.05,-0.08,-0.1,-0.11,-0.08,-0.11,0.09,-0.03,0.02,0.0,0.06,-0.03,-0.05,0.11,0.1,0.08,0.05,0.08,-0.15,-0.01,-0.04,0.0,0.0,-0.11,0.13,0.03,0.01,0.04,-0.08,-0.1,0.06,0.02,0.05,0.0097597046777736,0.852100601935868
99o,0,0,1,0.8327,0.77754,0.71846,-0.11424000000000001,7,7,pair,14.0,112.0,25.0,101.0,25.0,77.0,0.0,0.0,112.0,1.3116883116883118,1.4545454545454546,1,-2.9650617237690526,-4.5100147316106,0.16,0.47,0.44,0.47,0.39,0.14,0.25,0.23,0.19,0.23,0.62,0.64,0.62,0.39,0.33,0.41,0.31,0.18,0.53,0.46,0.44,0.4,0.14,0.27,0.3,0.19,0.31,0.59,0.46,0.26,0.45,0.29,0.32,0.15,0.53,0.45,0.43,0.37,0.31,0.31,0.46,0.35,0.28,0.23,0.35,0.65,0.38,0.34,0.25,0.2,0.33,0.27,0.33,0.27,8.777842529541914,2.575352163735899
A2o,1,0,0,0.62249,0.58654,0.55143,-0.07106000000000001,12,0,offsuit,22.0,176.0,48.0,101.0,48.0,155.0,23.0,276.0,0.6376811594202898,0.6516129032258065,1.135483870967742,0,0.7829479201535533,0.584517561846642,-0.35,-0.01,-0.13,-0.19,-0.26,-0.27,-0.23,-0.31,-0.33,-0.14,0.01,-0.04,-0.12,-0.09,-0.12,-0.12,-0.11,-0.27,-0.09,-0.12,-0.19,-0.2,-0.31,-0.29,-0.27,-0.27,-0.16,-0.08,-0.14,-0.22,-0.11,-0.16,-0.16,-0.14,-0.1,-0.07,-0.03,-0.1,-0.14,-0.16,-0.08,-0.14,-0.14,-0.14,-0.14,-0.12,-0.09,-0.13,-0.12,-0.14,-0.11,-0.09,-0.08,-0.06,-3.6121791830479855,0.3978817573908417
A2s,1,1,0,0.6281,0.59983,0.57355,-0.05454999999999999,12,0,suited,22.0,176.0,48.0,101.0,48.0,51.0,23.0,92.0,1.9130434782608696,1.9803921568627447,3.450980392156863,2,-0.3136791437610311,0.1962699892718004,-0.13,0.09,0.04,-0.04,-0.04,-0.13,-0.13,-0.02,-0.04,0.11,0.13,0.12,0.07,-0.1,0.27,0.11,0.06,-0.12,0.07,0.01,-0.04,-0.05,-0.05,-0.14,-0.05,-0.13,-0.01,0.06,-0.02,-0.01,-0.05,0.0,-0.07,-0.04,0.03,-0.14,0.02,0.0,0.07,0.06,0.09,-0.03,0.07,-0.05,0.03,-0.15,0.05,-0.07,0.03,0.02,-0.02,-0.1,0.05,0.0,-0.0968903673643692,0.7985031083859503
