hand,high_card_wins,one_pair_wins,two_pair_wins,three_of_a_kind_wins,straight_wins,flush_wins,full_house_wins,four_of_a_kind_wins,straight_flush_wins,tot_wins,tot_sims,tot_win_perc,high_card_win_perc,one_pair_win_perc,two_pair_win_perc,three_of_a_kind_win_perc,straight_win_perc,flush_win_perc,full_house_win_perc,four_of_a_kind_win_perc,straight_flush_win_perc,straight_win_potential,flush_win_potential,value_win_potential,highcard_win_potential
A4o,1251527760.0,5795459868.0,4146041028.0,883104912.0,792077976.0,391814100.0,482972688.0,30569796.0,3170880.0,13776739008.0,24165641364.0,0.5700961460316738,0.09084354136877033,0.42066993245895423,0.300945022301173,0.0641011571379258,0.05749386524198862,0.028440264403098433,0.03505711240661111,0.002218942812391848,0.00023016186908663254,0.05772402711107526,0.028670426272185065,0.1877716657401891,0.09084354136877033
A4s,383269860.0,1833328428.0,1345880328.0,289142100.0,245490492.0,520932396.0,160986276.0,10189884.0,4807068.0,4794026832.0,8072157224.0,0.5938966126361466,0.07994737481269067,0.38241930891220344,0.2807410920223235,0.06031299158986434,0.05120757571930085,0.10866280357940225,0.033580595528882096,0.0021255375401703636,0.001002720295162503,0.05221029601446336,0.10966552387456475,0.2578949445479449,0.07994737481269067
A5o,1286820000.0,5892271236.0,4177369260.0,881751504.0,874816560.0,398482452.0,485033544.0,30569652.0,3705480.0,14030819688.0,24187070244.0,0.5800958754597645,0.09171381491706901,0.4199520318146077,0.2977280980649147,0.06284390531752944,0.0623496402528924,0.028400511221793132,0.034569152393486305,0.0021787502569179905,0.0002640957607893108,0.06261373601368171,0.028664606982582445,0.19087015096419788,0.09171381491706901
A5s,394065360.0,1864223676.0,1356076620.0,288690012.0,271008768.0,520834992.0,161673228.0,10189836.0,4985280.0,4871747772.0,8078371152.0,0.6030606517495645,0.08088788222265132,0.3826601382597194,0.27835526046605846,0.05925799641336604,0.05562865334646475,0.10690926878305554,0.03318587816249531,0.002091618137245386,0.001023304208943763,0.056651957555408514,0.1079325729919993,0.25912002326051453,0.08088788222265132
A6o,1406305800.0,6103403496.0,4258064376.0,884368368.0,484478928.0,405030156.0,487115136.0,30569580.0,3705480.0,14063041320.0,24258602664.0,0.5797135768611145,0.10000011860876762,0.43400309770262413,0.3027840336317806,0.06288599655483341,0.034450508746709706,0.028801035763436126,0.03463796521078557,0.0021737531238370847,0.00026349065722577284,0.03471399940393548,0.029064526420661898,0.16347624071405345,0.10000011860876762
A6s,430631460.0,1931044320.0,1382372136.0,289526616.0,149413608.0,524763336.0,162371808.0,10189860.0,1064880.0,4881378024.0,8100500728.0,0.6026020104074732,0.08821924011677404,0.3955940946400262,0.2831930100892346,0.05931247581656257,0.030608899221774347,0.10750311355111718,0.03326351845763134,0.0020874965941789555,0.0002181515127007914,0.03082705073447514,0.10772126506381798,0.233211806666666,0.08821924011677404
A7o,1441242720.0,6270702648.0,4304588784.0,887187792.0,551564208.0,411324636.0,489177792.0,30569652.0,3705480.0,14390063712.0,24329316024.0,0.5914701300194677,0.10015540923548066,0.43576614902481675,0.29913618661815694,0.061652805001840706,0.038329518134102895,0.028583934319692608,0.0339941366341603,0.0021243583497484934,0.0002575026820006341,0.03858702081610353,0.02884143700169324,0.1651997578035463,0.10015540923548066
A7s,441221940.0,1984338408.0,1397519544.0,290442120.0,170104536.0,524602944.0,163059264.0,10189884.0,1235160.0,4982713800.0,8122255736.0,0.613464284055387,0.08855052842890555,0.3982445084443742,0.280473573256405,0.05828994633406398,0.034138933687100394,0.10528458287128592,0.03272499094770404,0.0020450470183537334,0.00024788901180718023,0.034386822698907575,0.1055324718830931,0.2329792788821224,0.08855052842890555
A8o,1492403400.0,6456503400.0,4358977044.0,890819472.0,551564208.0,417500076.0,491239296.0,30569724.0,3705480.0,14693282100.0,24416523252.0,0.6017761803493643,0.10157045851586828,0.43941873272820375,0.2966646263464852,0.060627670927246406,0.03753852980199707,0.02841435107272595,0.033432918027211905,0.0020805238606287973,0.00025218871963262723,0.03779071852162969,0.02866653979235858,0.16259837112907535,0.10157045851586828
A8s,456798420.0,2043249096.0,1415239644.0,291614280.0,170104536.0,524602944.0,163746432.0,10189908.0,1235160.0,5076780420.0,8149320236.0,0.6229698027539876,0.08997797466292623,0.4024694642987927,0.27876715692186665,0.05744079039762764,0.033506380407920026,0.1033337864945516,0.03225399139874559,0.002007159490266077,0.00024329592730347002,0.033749676335223494,0.10357708242185508,0.22902870004371786,0.08997797466292623
A9o,1554575760.0,6655696200.0,4421776716.0,895409712.0,485321688.0,423661392.0,493299648.0,30569796.0,3705480.0,14964016392.0,24504814860.0,0.6106561701237844,0.10388760071334197,0.4447800661029909,0.2954939770290516,0.0598375254706818,0.032432581954364915,0.028312010686281797,0.03296572491485145,0.0020428870965647364,0.0002476260318707622,0.03268020798623568,0.02855963671815256,0.15608598218648623,0.10388760071334197
A9s,475774020.0,2106160416.0,1435710204.0,293088600.0,149654700.0,524763336.0,164433312.0,10189932.0,1065240.0,5160839760.0,8176917796.0,0.6311473208798295,0.09218926417510007,0.4081042066688775,0.2781931373122114,0.056790873894522934,0.028998129560217155,0.10168177281288036,0.03186173561800338,0.00197447168946784,0.00020640826871943027,0.029204537828936585,0.10188818108159979,0.2217198001125305,0.09218926417510007
AAo,0.0,3606533280.0,4246761744.0,1354571172.0,86066064.0,228618960.0,1059855264.0,105586704.0,1057320.0,10689050508.0,12517020528.0,0.8539612509294112,0.0,0.3374044567663671,0.3973001849716772,0.12672511660284505,0.008051796923925622,0.021388144796293633,0.09915335915072841,0.009878024612286733,9.89161758763017e-05,0.008150713099801924,0.021487060972169934,0.26539427443783203,0.0
AJo,1502530560.0,6995936388.0,4532413548.0,910429488.0,831440088.0,436715688.0,497403216.0,30570300.0,3207600.0,15740646876.0,24653314044.0,0.638479956402895,0.09545545185254939,0.4444503738068611,0.28794328363408234,0.05783939473212791,0.05282121469021131,0.027744456212016735,0.03159992215811652,0.0019421247576941068,0.00020377815634061875,0.053024992846551926,0.027948234368357354,0.17235466886284784,0.09545545185254939
AJs,459690660.0,2214196548.0,1471759908.0,297937620.0,257835792.0,520932396.0,165796452.0,10190052.0,4807440.0,5403146868.0,8223313040.0,0.6570523147687444,0.08507832032523607,0.40979758686803847,0.2723893952830453,0.05514149944072925,0.0477195601561427,0.09641277735484276,0.030685164784604556,0.0018859476244020544,0.0008897481629588751,0.048609308319101575,0.09730252551780164,0.23362444568663904,0.08507832032523607
AKo,1547169120.0,7385032944.0,4708933524.0,934313376.0,667062360.0,450759600.0,501522336.0,30570876.0,2138400.0,16227502536.0,24742614732.0,0.6558523709708305,0.09534240506619385,0.455093624395783,0.290182270103082,0.057575919272067094,0.041106902218634785,0.027777509139191917,0.03090570067004425,0.0018838928499428584,0.00013177628506025828,0.041238678503695045,0.027909285424252174,0.1595134767200014,0.09534240506619385
AKs,473191020.0,2337863400.0,1529268084.0,305608332.0,207136560.0,521138688.0,167169492.0,10190244.0,4451040.0,5556016860.0,8251845696.0,0.6733059565926232,0.08516731174930237,0.42078047257761564,0.27524540017324567,0.05500493243643613,0.03728148513933775,0.09379717541029924,0.030088010208089974,0.0018340916265686062,0.0008011206791046347,0.03808260581844239,0.09459829608940387,0.21960793617894095,0.08516731174930237
AQo,1523522160.0,7197169416.0,4617705804.0,921677424.0,749251224.0,443680284.0,499463640.0,30570588.0,2673000.0,15985713540.0,24706188372.0,0.6470327716806741,0.09530523340029776,0.4502250961767203,0.28886454098188474,0.057656320544825675,0.046870051945144514,0.027754800115103277,0.031244375720247016,0.0019123693117298285,0.00016721180404687773,0.04703726374919139,0.027922011919150155,0.1657723412451441,0.09530523340029776
AQs,466034460.0,2278048800.0,1499549916.0,301556172.0,232486176.0,521030296.0,166483260.0,10190148.0,4629240.0,5480008468.0,8240075944.0,0.6650434419831119,0.08504265325890734,0.4157016934011059,0.27364007277661745,0.05502841350718876,0.04242441911496696,0.0950783742475049,0.030380109989275293,0.0018595131849712316,0.0008447505194621535,0.04326916963442911,0.09592312476696706,0.22646033108283145,0.08504265325890734
ATo,1483370280.0,6788001276.0,4452206580.0,900495984.0,913628952.0,429865356.0,495341064.0,30570012.0,3742200.0,15497221704.0,24590141412.0,0.6302209265229093,0.09571846543417044,0.43801407798456826,0.2872906295746442,0.05810693046790266,0.05895437062529618,0.027738220708880167,0.03196321724378165,0.0019726124194319006,0.00024147554132455224,0.059195846166620734,0.02797969625020472,0.17921830254794166,0.09571846543417044
ATs,453907440.0,2148336900.0,1445622768.0,294731676.0,283185408.0,520834992.0,165109068.0,10189956.0,4985640.0,5326903848.0,8203442616.0,0.6493498031680508,0.08521036852775571,0.4032993576196422,0.27138142704467305,0.05532888980353152,0.05316135152436113,0.0977744308629766,0.03099531598678858,0.0019129228329934744,0.0009359357972777886,0.054097287321638925,0.09871036666025439,0.2410447826052069,0.08521036852775571
J2o,708554520.0,4226860908.0,3525677136.0,778904856.0,484845408.0,355833096.0,472611240.0,27683676.0,3194664.0,10584165504.0,24013410612.0,0.4407606097698955,0.06694476949857038,0.39935703068915274,0.3331086550628451,0.07359152270489666,0.04580856259444977,0.03361938131688535,0.044652669104747966,0.002615574746023926,0.00030183428242809156,0.04611039687687786,0.03392121559931344,0.20089137903185983,0.06694476949857038
J2s,216858960.0,1341531720.0,1147303152.0,255905832.0,149526048.0,513660120.0,157537080.0,9227892.0,1064888.0,3792615692.0,8025192596.0,0.4725887443362238,0.057179260334083964,0.3537220295823213,0.3025097307961041,0.0674747595807817,0.0394255733095775,0.13543690205245293,0.04153784427256966,0.002433120766616287,0.00028077930549257453,0.03970635261507008,0.1357176813579455,0.28686975859298325,0.057179260334083964
J3o,723043440.0,4318749204.0,3559700976.0,777115992.0,566667792.0,363741660.0,474675552.0,27683532.0,3729240.0,10815107388.0,24008587572.0,0.4504682899635925,0.06685494781145303,0.3993255960446502,0.3291415284465597,0.07185467181419354,0.05239594686121669,0.03363273677740758,0.043890045190552666,0.002559709396017326,0.00034481765794926937,0.052740764519165956,0.03397755443535685,0.20502274535528636,0.06685494781145303
J3s,221319780.0,1370959032.0,1158403044.0,255312624.0,174763224.0,513582364.0,158225184.0,9227844.0,1243080.0,3863036176.0,8022816084.0,0.4815062610875625,0.0572916664293749,0.35489158515195846,0.2998685467138116,0.06609118122843072,0.04523986212859116,0.13294785257014896,0.04095876320884861,0.0023887542284305027,0.0003217883404051249,0.04556165046899628,0.1332696409105541,0.2882699900452602,0.0572916664293749
J4o,737349120.0,4407243456.0,3593716716.0,775327128.0,648856656.0,370963260.0,476738136.0,27683388.0,4263840.0,11042141700.0,24004123692.0,0.46001019831771994,0.06677591540054227,0.3991294058470559,0.3254546820387208,0.07021528513802716,0.058761848346865535,0.03359522727370905,0.043174426569802124,0.002507066903515647,0.0003861424817614865,0.05914799082862702,0.03398136975547053,0.20902613919544255,0.06677591540054227
J4s,225724380.0,1399295220.0,1169498724.0,254719416.0,200112840.0,513504604.0,158912712.0,9227796.0,1421280.0,3932416972.0,8020817248.0,0.4902763459646899,0.057400927116128826,0.3558359222746229,0.29739947018009155,0.06477426422825437,0.050888001304252334,0.13058244017770962,0.04041095161868811,0.0023465965246576605,0.0003614265755945883,0.051249427879846925,0.13094386675330422,0.2897251070047513,0.057400927116128826
J5o,773737560.0,4506949008.0,3628271916.0,773973720.0,731045520.0,377631612.0,478798992.0,27683244.0,4798440.0,11302890012.0,24024969876.0,0.47046427405892993,0.068454842892264,0.39874306511123114,0.32100391246379933,0.0684757366636578,0.06467775225839294,0.0334101819622307,0.042360758309748295,0.0024492182061941134,0.0004245321324816586,0.06510228439087459,0.03383471409471236,0.21222271166518722,0.068454842892264
J5s,236852340.0,1431111924.0,1180767960.0,254267328.0,225462456.0,513426844.0,159599664.0,9227748.0,1599480.0,4012315744.0,8026838216.0,0.49986254064548097,0.05903133130890509,0.3566797867640598,0.29428590254037595,0.06337171454670044,0.056192600579143256,0.12796272196867267,0.03977744379630757,0.0022998558909026875,0.00039864260493253944,0.056591243184075796,0.12836136457360522,0.29040162199159175,0.05903133130890509
J6o,826152120.0,4655497512.0,3687343140.0,775175568.0,664803000.0,384177300.0,480864528.0,27683316.0,4798440.0,11506494924.0,24098220252.0,0.47748318355771663,0.07179876456355355,0.4045973637279988,0.3204575471813766,0.06736852300548583,0.05777632583953678,0.033387865074245265,0.04179070439574289,0.0024058860828468915,0.00041702012921341643,0.05819334596875019,0.03380488520345868,0.20356334465628448,0.07179876456355355
J6s,252833820.0,1478434884.0,1200043140.0,254654136.0,205012620.0,513595600.0,160288272.0,9227772.0,1429560.0,4075519804.0,8049364880.0,0.5063156987859146,0.062037195783431406,0.3627598331258164,0.2944515540869643,0.06248384212243666,0.050303428730437354,0.126019655086922,0.039329528430381296,0.0022641951073193705,0.00035076752629123036,0.05065419625672858,0.12637042261321324,0.2811021845300791,0.062037195783431406
J7o,842403960.0,4791528816.0,3720990516.0,776936688.0,975358296.0,390469764.0,482911704.0,27683532.0,4798440.0,12013081716.0,24186283584.0,0.4966898562269004,0.07012388493770236,0.39885925437585695,0.30974487679078067,0.06467421985194793,0.0811913478205129,0.03250371330446713,0.04019881953827209,0.0023044488212486574,0.0003994345592113177,0.08159078237972422,0.03290314786367845,0.22167141845487137,0.07012388493770236
J7s,257697960.0,1521953580.0,1211014308.0,255231048.0,302014740.0,509997904.0,160966044.0,9227796.0,5171760.0,4233275140.0,8076438532.0,0.5241512237389241,0.06087437066516777,0.3595215358480101,0.2860703044215548,0.06029162753640435,0.07134304528101143,0.12047360191192298,0.03802399765586699,0.0021798242955689386,0.0012216923844926366,0.07256473766550407,0.12169529429641562,0.29475548144976005,0.06087437066516777
J8o,842095800.0,4926588840.0,3755115180.0,779136864.0,1296340272.0,396643188.0,484957152.0,27683748.0,4798440.0,12513359484.0,24276545016.0,0.5154505913322012,0.06729574108989132,0.39370633012655804,0.3000884922071819,0.062264403495818244,0.10359650209502444,0.03169757797713406,0.03875515225308459,0.002212335387263298,0.0003834653680440849,0.10397996746306852,0.03208104334517815,0.2392929019444128,0.06729574108989132
J8s,257509020.0,1565040132.0,1222138152.0,255944772.0,402337680.0,506344412.0,161643240.0,9227820.0,8913960.0,4389099188.0,8104350024.0,0.5415732507853489,0.058670130013019885,0.35657433677481976,0.2784485152081735,0.058313736153369426,0.09166748409332143,0.11536408504605433,0.036828340640361945,0.0021024405247503375,0.0020309315461293693,0.09369841563945079,0.1173950165921837,0.30833794955011623,0.058670130013019885
J9o,820653120.0,5060048520.0,3792273060.0,782756952.0,1620063360.0,402802488.0,487000872.0,27683964.0,4798440.0,12998080776.0,24359452548.0,0.533594946371945,0.06313648408119417,0.38929197373069163,0.29175638506587476,0.06022096380915736,0.12463865919277312,0.030989381812716932,0.037467136909874514,0.002129850127652415,0.0003691652700650981,0.1250078244628382,0.03135854708278203,0.25618432239230454,0.06313648408119417
J9s,250871220.0,1607554212.0,1234240908.0,257113356.0,503530272.0,502638372.0,162319860.0,9227844.0,12656160.0,4540152204.0,8130109052.0,0.5584368149260097,0.05525612550587522,0.3540749604349608,0.2718501170318915,0.05663099923687052,0.110906033404866,0.11070958624628524,0.03575207453551705,0.0020324966180362883,0.0027876069856974336,0.11369364039056344,0.11349719323198268,0.3216064040129699,0.05525612550587522
JJo,0.0,3080718684.0,3783158568.0,1318527360.0,182847852.0,207766104.0,1030971456.0,103897320.0,2150280.0,9710037624.0,12505770264.0,0.7764445867002695,0.0,0.3172715496369945,0.3896131729344986,0.13579013913818797,0.018830807776486942,0.021397044176890822,0.10617584564778407,0.010699991495728112,0.0002214491934289955,0.01905225696991594,0.02161849337031982,0.29333672662193583,0.0
JTo,752752440.0,5186552736.0,3824811408.0,788269320.0,2065519152.0,409006452.0,489042288.0,27684180.0,4835160.0,13548473136.0,24455161356.0,0.5540128293889144,0.055559946308624396,0.3828145565878325,0.28230571589923253,0.058181413660958525,0.1524540168671594,0.030188379745406023,0.03609574917342922,0.002043343166577173,0.0003568785907802681,0.15281089545793966,0.03054525833618629,0.2796766597950909,0.055559946308624396
JTs,230026320.0,1647816216.0,1244808132.0,258884100.0,642512496.0,498701436.0,162995616.0,9227868.0,16576560.0,4711548744.0,8159879464.0,0.5774042085776575,0.048821806267616535,0.34973982134822207,0.264203598357169,0.05494670947205635,0.13636970153778377,0.10584660439628893,0.03459491238577749,0.0019585636276715553,0.0035182826074143234,0.1398879841451981,0.10936488700370325,0.34075305663440675,0.048821806267616535
K2o,1063135800.0,5176379184.0,3896826036.0,853422744.0,320467680.0,369877008.0,476783928.0,29417148.0,2125464.0,12188434992.0,24120769596.0,0.5053087109634029,0.08722496372157702,0.4246959669061342,0.3197150445120904,0.07001905860433702,0.026292766890116913,0.03034655460219236,0.03911773154740062,0.002413529548240462,0.00017438366791102134,0.026467150558027935,0.03052093827010338,0.16853840852810942,0.08722496372157702
K2s,325498500.0,1638615720.0,1266148020.0,279724344.0,98826816.0,520924800.0,158927976.0,9805716.0,708488.0,4299180380.0,8059414144.0,0.533435843249303,0.07571175694656478,0.38114607324291894,0.29450916409327305,0.06506457493649057,0.02298736207016278,0.12116839814941656,0.03696704068043779,0.0022808338179101943,0.00016479606282535184,0.02315215813298813,0.12133319421224191,0.2487978017800686,0.07571175694656478
K3o,1077810120.0,5267986392.0,3928676484.0,851633880.0,402290064.0,377785572.0,478848240.0,29417004.0,2660040.0,12417107796.0,24116498652.0,0.5148802060853988,0.08680041582204849,0.4242522879359241,0.3163922346929749,0.06858552683857203,0.03239804877345046,0.030424602750223236,0.038563588870047044,0.002369070518134366,0.00021422379862538483,0.03261227257207585,0.03063882654884862,0.17276928534767788,0.08680041582204849
K3s,330018780.0,1667955192.0,1276522800.0,279131136.0,124063992.0,520834124.0,159616080.0,9805668.0,886680.0,4368834452.0,8057220368.0,0.5422260100209289,0.07553931915385838,0.381784938368729,0.2921884118121306,0.06389144268724055,0.028397503582037766,0.11921580680668008,0.03653516326921696,0.002244458586777323,0.00020295573332930675,0.028600459315367074,0.11941876254000938,0.2506902863986113,0.07553931915385838
K4o,1092301200.0,5356199556.0,3960753516.0,849845016.0,484478928.0,385007172.0,480910824.0,29416860.0,3194640.0,12642107712.0,24112525524.0,0.5242962915442801,0.08640182672729312,0.42367931661552355,0.3132985105197623,0.06722336459713277,0.03832263883815262,0.030454349920982542,0.03804039919257413,0.002326895219542961,0.00025269836903601283,0.038575337207188636,0.030707048290018555,0.17687304450645705,0.08640182672729312
K4s,334482840.0,1696203540.0,1286971668.0,278537928.0,149413608.0,520743444.0,160303608.0,9805620.0,1064880.0,4437527136.0,8055383964.0,0.5508771718184482,0.0753759537122524,0.38224071380642033,0.2900200108207293,0.0627687266947228,0.03367046632523398,0.1173499176546782,0.03612453582526103,0.0022097036704182985,0.0002399714902836371,0.03391043781551762,0.11758988914496184,0.2526032931508816,0.0753759537122524
K5o,1128875040.0,5455624020.0,3993604692.0,848491608.0,566667792.0,391675524.0,482971680.0,29416716.0,3729240.0,12901056312.0,24133801116.0,0.534563794985738,0.0875025279092821,0.42288196315563836,0.3095564111510251,0.06576915777127258,0.043924139101145565,0.030359957706384128,0.03743659963337737,0.002280178869744011,0.0002890647021307258,0.04421320380327629,0.030649022408514855,0.1803481624861851,0.0875025279092821
K5s,345670260.0,1727932404.0,1297672392.0,278085840.0,174763224.0,520652764.0,160990560.0,9805572.0,1243080.0,4516816096.0,8061547060.0,0.5602914753685008,0.07652962898049326,0.38255540346887745,0.2872980357002341,0.06156678378964048,0.03869168464812343,0.11526986109996364,0.03564248722514294,0.0021709035284132143,0.00027521155911148257,0.03896689620723491,0.11554507265907511,0.25389214340950667,0.07652962898049326
K6o,1173774600.0,5610413004.0,4046191008.0,850189296.0,566667792.0,398221212.0,485036640.0,29416788.0,3729240.0,13163639580.0,24201207156.0,0.5439249164369245,0.08916793815772339,0.4262053036246986,0.3073763136258703,0.06458618764461796,0.04304795710609998,0.030251604017253107,0.036846697074336035,0.0022347001998363736,0.00028329854956420797,0.04333125565566419,0.030534902566817314,0.17753374314127188,0.08916793815772339
K6s,359343480.0,1777304460.0,1314811200.0,278637048.0,174763224.0,520683680.0,161678880.0,9805596.0,1243080.0,4598270648.0,8082187412.0,0.568938879241124,0.07814752708309917,0.3865158439016702,0.2859360182663176,0.06059605215303977,0.038006293534725406,0.11323467448060487,0.03516080117431139,0.0021324529917056767,0.0002703364145258985,0.0382766299492513,0.11350501089513076,0.2496709471634389,0.07814752708309917
K7o,1227313080.0,5775879372.0,4098470784.0,852512880.0,566667792.0,404515692.0,487099872.0,29416860.0,3729240.0,13445605572.0,24279808932.0,0.5537772397491616,0.09127986637923072,0.42957376230253735,0.30481860873079014,0.06340457299858089,0.042145204168421074,0.03008534571640192,0.036227440213951266,0.002187841956427725,0.0002773575336588789,0.042422561702079954,0.0303627032500608,0.17460512012110063,0.09127986637923072
K7s,375644340.0,1829915076.0,1331851548.0,279388152.0,174763224.0,520690392.0,162366624.0,9805620.0,1243080.0,4685668056.0,8106460100.0,0.5780165446074298,0.08016879034335078,0.3905345095149864,0.28423941518745943,0.05962610852090629,0.03729739749195755,0.11112404587287307,0.03465175553613736,0.0020926834514971454,0.000265294080831918,0.037562691572789464,0.111389339953705,0.2453225790350353,0.08016879034335078
K8o,1294368480.0,5959006884.0,4158466452.0,855648720.0,500425272.0,410691132.0,489161952.0,29416932.0,3729240.0,13700915064.0,24371170656.0,0.562177141893959,0.09447314095107655,0.43493495552407724,0.3035174243891656,0.062451939596959466,0.0365249525059022,0.029975452740314865,0.035702867269449996,0.002147077904109836,0.00027218911894423813,0.03679714162484644,0.030247641859259104,0.16734666825462485,0.09447314095107655
K8s,396095880.0,1887883380.0,1351415232.0,280395912.0,154313388.0,520843196.0,163054080.0,9805644.0,1073160.0,4764879872.0,8134899280.0,0.5857331121129751,0.08312819853604066,0.396207969710595,0.28362000056735115,0.05884637588613693,0.03238557784148897,0.10930877797374196,0.03421997707815455,0.0020578995196964328,0.0002252228867943221,0.03261080072828329,0.10953400086053627,0.2372690540728075,0.08312819853604066
K9o,1276805880.0,6114308700.0,4195297452.0,859698864.0,810980568.0,416850432.0,491205672.0,29417148.0,3729240.0,14198293956.0,24463929300.0,0.5803766754672562,0.08992671119197668,0.43063685812873165,0.2954789825454435,0.060549448170616534,0.0571181700078333,0.029359191554408186,0.034596105244913834,0.002071879064566678,0.00026265409150964055,0.05738082409934294,0.029621845645917827,0.1842201022253578,0.08992671119197668
K9s,390632100.0,1937328684.0,1363422660.0,281709468.0,251315508.0,517149568.0,163730700.0,9805668.0,4815360.0,4919909716.0,8163695388.0,0.6026571891979073,0.07939822528239256,0.3937732185815582,0.2771235121583682,0.05725907267847921,0.05108132516795965,0.10511362969084208,0.033279208247975096,0.001993058524653626,0.0009787496677713425,0.05206007483573099,0.10609237935861342,0.25068379364545235,0.07939822528239256
KJo,1225772280.0,6428857308.0,4304796612.0,873905688.0,1170679968.0,429904728.0,495309240.0,29417652.0,3231360.0,14961874836.0,24603289920.0,0.6081249655899678,0.08192638245112506,0.42968260184421714,0.2877177265005694,0.05840883562916072,0.07824420273742758,0.028733346102160908,0.03310475762089847,0.0019661741808732237,0.0002159729335674547,0.07846017567099503,0.028949319035728362,0.20088926213765582,0.08192638245112506
KJs,374863620.0,2037231300.0,1399094688.0,286291068.0,363817536.0,513305744.0,165093840.0,9805788.0,8557560.0,5158061144.0,8207249824.0,0.6284761953896628,0.07267529591735293,0.3949606728430825,0.27124430070540473,0.05550362045107234,0.07053377729405218,0.099515249949507,0.032006956759720026,0.0019010608300768913,0.001659065249731363,0.07219284254378354,0.10117431519923836,0.2627787957838912,0.07267529591735293
KKo,0.0,3421953180.0,4087643616.0,1353089268.0,94039236.0,221810016.0,1050288960.0,104917992.0,1081080.0,10334823348.0,12515372640.0,0.8257703262441572,0.0,0.33110901510108715,0.39552138225865685,0.13092524394834967,0.009099259158425627,0.021462390650627307,0.10162621310825332,0.01015189021303434,0.00010460556156571473,0.009203864719991342,0.02156699621219302,0.2734742082018217,0.0
KQo,1250610840.0,6631385760.0,4389383700.0,885097968.0,1088491104.0,436869324.0,497369664.0,29417940.0,2696760.0,15211323060.0,24655597320.0,0.6169521209555511,0.082215783273227,0.435950622693566,0.2885602838547563,0.058186783918058475,0.07155795059420689,0.028720008264685425,0.032697330931580386,0.0019339501162366345,0.00017728635368289915,0.07173523694788979,0.028897294618368322,0.1934505965321336,0.082215783273227
KQs,382386420.0,2101472856.0,1426653864.0,289892436.0,338467920.0,513407772.0,165780648.0,9805884.0,8379360.0,5236247160.0,8223829032.0,0.6367164418940464,0.07302680876507747,0.4013318683757472,0.27245731922249444,0.05536263418092739,0.06463940865617963,0.09804880409808615,0.031660202991640296,0.001872693114050789,0.0016002605957966278,0.06623966925197626,0.09964906469388278,0.2547842642324776,0.07302680876507747
KTo,1205008920.0,6226853772.0,4225203984.0,864099192.0,1252868832.0,423054396.0,493247088.0,29417364.0,3765960.0,14723519508.0,24544299912.0,0.5998753095744848,0.08184245073640582,0.4229188387067813,0.2869697005328273,0.05868835854976748,0.08509302625090799,0.028733238392500794,0.03350062379664013,0.001997984516135298,0.0002557785180339369,0.08534880476894192,0.02898901691053473,0.20852478854201958,0.08184245073640582
KTs,368588880.0,1973228748.0,1373156700.0,283126284.0,389167152.0,513214548.0,164406456.0,9805692.0,8735760.0,5083430220.0,8188672100.0,0.620788103116255,0.07250790589193924,0.3881687487784577,0.27012403840963906,0.0556959123558108,0.07655601339207524,0.10095831471844223,0.0323416372183427,0.0019289518249745936,0.0017184774103184207,0.07827449080239365,0.10267679212876064,0.2709177843302824,0.07250790589193924
Q2o,878034960.0,4691319096.0,3698426532.0,815506872.0,402656544.0,362797692.0,474698448.0,28461132.0,2660064.0,11354561340.0,24070646748.0,0.4717181660664534,0.07732883144563646,0.4131660357034982,0.3257216568086284,0.07182196190416634,0.03546209597560728,0.031951713600941276,0.041806850461736995,0.0025065813771014424,0.0002342727226836224,0.0356963686982909,0.0321859863236249,0.18401774876492058,0.07732883144563646
Q2s,268782960.0,1486884192.0,1202668728.0,267607392.0,124176432.0,517155404.0,158232816.0,9487044.0,886688.0,4035881656.0,8043398216.0,0.5017632532443549,0.06659832544901559,0.36841620214247434,0.2979940519841645,0.06630704634318445,0.030768105356952517,0.1281393876431346,0.03920650541493479,0.002350674476764192,0.00021970118937501373,0.03098780654632753,0.1283590888325096,0.26721112161372057,0.06659832544901559
Q3o,892891440.0,4783208112.0,3731445324.0,813718008.0,484478928.0,370706256.0,476762760.0,28460988.0,3194640.0,11584866456.0,24066099756.0,0.48137698145756824,0.07707395190020135,0.4128841821497817,0.3220965332809185,0.0702397400169047,0.04181998384185776,0.0319991825031358,0.041153927998287494,0.0024567385483550024,0.000275759760557744,0.042095743602415504,0.03227494226369354,0.18822109242965623,0.07707395190020135
Q3s,273357840.0,1516311288.0,1213433280.0,267014184.0,149413608.0,517071272.0,158920920.0,9486996.0,1064880.0,4106074268.0,8041113072.0,0.5106350614938847,0.06657401258675918,0.3692849152332965,0.2955215129586643,0.06502906829545929,0.036388432904010004,0.1259283778741432,0.038703859118799554,0.002310478423134065,0.00025934260573389124,0.03664777550974389,0.1261877204798771,0.26887890182701396,0.06657401258675918
Q4o,907564680.0,4871703084.0,3764563152.0,811929144.0,566667792.0,377927856.0,478825344.0,28460844.0,3729240.0,11811371136.0,24061881252.0,0.4908747995345647,0.0768382154408665,0.4124587254016162,0.3187236357789105,0.06874131162683668,0.047976461451867125,0.0319969503665929,0.0405393530087784,0.0024096138942966494,0.00031573303023504283,0.04829219448210217,0.03231268339682794,0.19229515640884184,0.0768382154408665
