hand1,hand2,hand1_equity,hand2_equity
AQo,42o,0.6566,0.34340000000000004
AQs,42o,0.6727,0.3273
ATo,42o,0.6585,0.34149999999999997
ATs,42o,0.6744,0.3256
42o,J2o,0.2905,0.7095
J2s,42o,0.7229000000000001,0.2771
42o,J3o,0.3804,0.6196
J3s,42o,0.6382,0.3618
42o,J4o,0.27649999999999997,0.7234999999999999
J4s,42o,0.7339,0.2661
42o,J5o,0.3421,0.6579
J5s,42o,0.6729999999999999,0.327
42o,J6o,0.3453,0.6547
J6s,42o,0.6707,0.3293
42o,J7o,0.342,0.6579999999999999
J7s,42o,0.6743000000000001,0.3257
J8o,42o,0.6597,0.3403
J8s,42o,0.6758,0.32420000000000004
J9o,42o,0.665,0.335
J9s,42o,0.6809000000000001,0.3191
JJo,42o,0.8525,0.1475
JTo,42o,0.6678000000000001,0.3322
JTs,42o,0.6834,0.3166
42o,K2o,0.2793,0.7206999999999999
K2s,42o,0.7337,0.2663
42o,K3o,0.3788,0.6212
K3s,42o,0.6396999999999999,0.3603
42o,K4o,0.2646,0.7354
K4s,42o,0.7454000000000001,0.2546
42o,K5o,0.3406,0.6594
K5s,42o,0.6745,0.32549999999999996
42o,K6o,0.3428,0.6572
K6s,42o,0.6731,0.32689999999999997
42o,K7o,0.3436,0.6564
K7s,42o,0.6729,0.3271
42o,K8o,0.34700000000000003,0.653
K8s,42o,0.6697,0.33030000000000004
K9o,42o,0.6583,0.3417
K9s,42o,0.6747,0.32530000000000003
KJo,42o,0.6594,0.3406
KJs,42o,0.6758,0.32420000000000004
KKo,42o,0.8525,0.1475
KQo,42o,0.6585,0.34149999999999997
KQs,42o,0.6748999999999999,0.3251
KTo,42o,0.6603,0.3397
KTs,42o,0.6766,0.3234
42o,Q2o,0.2842,0.7158
Q2s,42o,0.7289,0.2711
42o,Q3o,0.37929999999999997,0.6207
Q3s,42o,0.6393,0.3607
42o,Q4o,0.2699,0.7301000000000001
Q4s,42o,0.7403,0.2597
42o,Q5o,0.341,0.659
Q5s,42o,0.6740999999999999,0.3259
42o,Q6o,0.3432,0.6568
Q6s,42o,0.6727,0.3273
42o,Q7o,0.34490000000000004,0.6551
Q7s,42o,0.6716,0.3284
42o,Q8o,0.3433,0.6567000000000001
Q8s,42o,0.6731,0.32689999999999997
Q9o,42o,0.662,0.33799999999999997
Q9s,42o,0.6781,0.32189999999999996
QJo,42o,0.6631999999999999,0.3368
QJs,42o,0.6792,0.3208
QQo,42o,0.8526,0.1474
QTo,42o,0.6640999999999999,0.33590000000000003
QTs,42o,0.68,0.32
42o,T2o,0.2993,0.7006999999999999
T2s,42o,0.7143999999999999,0.28559999999999997
42o,T3o,0.38270000000000004,0.6173
T3s,42o,0.636,0.364
42o,T4o,0.2857,0.7143
T4s,42o,0.725,0.275
42o,T5o,0.3454,0.6546
T5s,42o,0.67,0.33
42o,T6o,0.3435,0.6565000000000001
T6s,42o,0.6724,0.3276
42o,T7o,0.34020000000000006,0.6598
T7s,42o,0.6759000000000001,0.32409999999999994
T8o,42o,0.6617000000000001,0.3383
T8s,42o,0.6776000000000001,0.3224
T9o,42o,0.6676000000000001,0.33240000000000003
T9s,42o,0.6831999999999999,0.31679999999999997
TTo,42o,0.8522,0.1478
42s,43o,0.4917,0.5083
43s,42s,0.5325,0.4675
44o,42s,0.8432,0.1568
42s,52o,0.43420000000000003,0.5658
42s,52s,0.4163,0.5837
42s,53o,0.47259999999999996,0.5274
53s,42s,0.5569,0.44310000000000005
42s,54o,0.4189,0.5811
54s,42s,0.598,0.402
55o,42s,0.8351000000000001,0.1649
42s,62o,0.4071,0.5929
42s,62s,0.3907,0.6093
42s,63o,0.4497,0.5503
63s,42s,0.5784,0.4216
42s,64o,0.3931,0.6069
64s,42s,0.6225,0.3775
42s,65o,0.39880000000000004,0.6012
65s,42s,0.6261,0.3739
66o,42s,0.8218000000000001,0.1782
42s,72o,0.38909999999999995,0.6109
42s,72s,0.37329999999999997,0.6267
42s,73o,0.4368,0.5632
42s,73s,0.4094,0.5906
42s,74o,0.3615,0.6385000000000001
74s,42s,0.6523,0.3477
42s,75o,0.3886,0.6114
75s,42s,0.6357,0.3643
42s,76o,0.3835,0.6164999999999999
76s,42s,0.6408,0.3592
77o,42s,0.8137000000000001,0.1863
42s,82o,0.366,0.634
42s,82s,0.35159999999999997,0.6484000000000001
42s,83o,0.4336,0.5664
42s,83s,0.4065,0.5935
42s,84o,0.3547,0.6453
42s,84s,0.3411,0.6589
42s,85o,0.386,0.614
85s,42s,0.6381,0.3619
42s,86o,0.3831,0.6169
86s,42s,0.6412,0.3588
42s,87o,0.37560000000000004,0.6244
87s,42s,0.6485,0.3515
88o,42s,0.8123999999999999,0.18760000000000002
42s,92o,0.3479,0.6520999999999999
42s,92s,0.3345,0.6655
42s,93o,0.42119999999999996,0.5788
42s,93s,0.3946,0.6053999999999999
42s,94o,0.3394,0.6606000000000001
42s,94s,0.3265,0.6735
42s,95o,0.384,0.616
42s,95s,0.3599,0.6401
42s,96o,0.3815,0.6185
96s,42s,0.6429,0.35710000000000003
42s,97o,0.3751,0.6249
97s,42s,0.6491,0.35090000000000005
42s,98o,0.37270000000000003,0.6273
98s,42s,0.6514,0.3486
99o,42s,0.8148000000000001,0.1852
42s,A2o,0.2986,0.7014
A2s,42s,0.7119,0.28809999999999997
42s,A3o,0.4033,0.5967
A3s,42s,0.6224000000000001,0.3776
42s,A4o,0.2865,0.7134999999999999
A4s,42s,0.7232999999999999,0.2767
42s,A5o,0.365,0.635
A5s,42s,0.6581999999999999,0.3418
42s,A6o,0.38130000000000003,0.6187
A6s,42s,0.6428,0.35719999999999996
42s,A7o,0.37920000000000004,0.6208
A7s,42s,0.6451,0.3549
42s,A8o,0.38159999999999994,0.6184000000000001
A8s,42s,0.6429,0.35710000000000003
42s,A9o,0.3814,0.6186
A9s,42s,0.6431,0.3569
AAo,42s,0.826,0.174
42s,AJo,0.38079999999999997,0.6192
AJs,42s,0.6437,0.3563
42s,AKo,0.3825,0.6175
AKs,42s,0.6420999999999999,0.3579
42s,AQo,0.38159999999999994,0.6184000000000001
AQs,42s,0.6429,0.35710000000000003
42s,ATo,0.3799,0.6201
ATs,42s,0.6445000000000001,0.3555
42s,J2o,0.33,0.67
42s,J2s,0.3173,0.6827
42s,J3o,0.4169,0.5831000000000001
42s,J3s,0.3906,0.6093999999999999
42s,J4o,0.3188,0.6812
42s,J4s,0.3068,0.6931999999999999
42s,J5o,0.38060000000000005,0.6194
42s,J5s,0.3567,0.6433
42s,J6o,0.3834,0.6165999999999999
42s,J6s,0.3589,0.6411
42s,J7o,0.3801,0.6199
42s,J7s,0.3556,0.6444
42s,J8o,0.3785,0.6214999999999999
J8s,42s,0.6459,0.35409999999999997
42s,J9o,0.3735,0.6265
J9s,42s,0.6507999999999999,0.3492
JJo,42s,0.8118000000000001,0.1882
42s,JTo,0.37070000000000003,0.6293
JTs,42s,0.6533,0.3467
42s,K2o,0.3193,0.6807
K2s,42s,0.6931,0.3069
42s,K3o,0.4155,0.5845
K3s,42s,0.6108,0.3892
42s,K4o,0.3073,0.6927
K4s,42s,0.7044,0.2956
42s,K5o,0.37920000000000004,0.6208
K5s,42s,0.6448,0.3552
42s,K6o,0.3811,0.6189
K6s,42s,0.6433,0.3567
42s,K7o,0.3818,0.6182
K7s,42s,0.643,0.35700000000000004
42s,K8o,0.385,0.615
K8s,42s,0.6399,0.3601
42s,K9o,0.3801,0.6199
K9s,42s,0.6446999999999999,0.3553
42s,KJo,0.3788,0.6212
KJs,42s,0.6457999999999999,0.3542
KKo,42s,0.8118000000000001,0.1882
42s,KQo,0.3797,0.6203
KQs,42s,0.645,0.355
42s,KTo,0.37799999999999995,0.622
KTs,42s,0.6466,0.35340000000000005
42s,Q2o,0.324,0.6759999999999999
42s,Q2s,0.3115,0.6884999999999999
42s,Q3o,0.41590000000000005,0.5841
42s,Q3s,0.3896,0.6103999999999999
42s,Q4o,0.3124,0.6876000000000001
42s,Q4s,0.3006,0.6994
42s,Q5o,0.3795,0.6204999999999999
42s,Q5s,0.3556,0.6444
42s,Q6o,0.3815,0.6185
42s,Q6s,0.35710000000000003,0.6429
42s,Q7o,0.3831,0.6169
42s,Q7s,0.3583,0.6417
42s,Q8o,0.3815,0.6185
Q8s,42s,0.6431999999999999,0.3568
42s,Q9o,0.3765,0.6235
Q9s,42s,0.648,0.35200000000000004
42s,QJo,0.37520000000000003,0.6248
QJs,42s,0.6492,0.3508
QQo,42s,0.8119,0.1881
42s,QTo,0.3743,0.6257
QTs,42s,0.65,0.35
42s,T2o,0.3385,0.6615000000000001
42s,T2s,0.32539999999999997,0.6746
42s,T3o,0.419,0.581
42s,T3s,0.3926,0.6074
42s,T4o,0.3276,0.6724
42s,T4s,0.3152,0.6848000000000001
42s,T5o,0.3836,0.6164000000000001
42s,T5s,0.35950000000000004,0.6405
42s,T6o,0.38159999999999994,0.6184000000000001
42s,T6s,0.35729999999999995,0.6426999999999999
42s,T7o,0.37829999999999997,0.6217
T7s,42s,0.6461,0.3539
42s,T8o,0.3765,0.6235
T8s,42s,0.6478,0.3522
42s,T9o,0.3709,0.6291
T9s,42s,0.6531,0.3469
TTo,42s,0.8115000000000001,0.1885
43s,43o,0.5251,0.47490000000000004
44o,43o,0.8755,0.1245
43o,52o,0.5079,0.4921
52s,43o,0.52,0.48
43o,53o,0.40380000000000005,0.5962
53s,43o,0.6147,0.38530000000000003
54o,43o,0.6103000000000001,0.3897
54s,43o,0.6257,0.3743
55o,43o,0.8722,0.1278
43o,62o,0.48,0.52
62s,43o,0.5457,0.4543
43o,63o,0.3741,0.6259
63s,43o,0.6429,0.35710000000000003
43o,64o,0.3638,0.6362
64s,43o,0.6504000000000001,0.3496
65o,43o,0.6251,0.3749
65s,43o,0.6424,0.3576
66o,43o,0.8575,0.1425
43o,72o,0.4633,0.5367000000000001
72s,43o,0.561,0.439
43o,73o,0.3543,0.6456999999999999
73s,43o,0.6618,0.3382
43o,74o,0.3417,0.6583
74s,43o,0.6716,0.3284
43o,75o,0.3653,0.6347
75s,43o,0.6511,0.3489
76o,43o,0.6396000000000001,0.3604
76s,43o,0.6562,0.34380000000000005
77o,43o,0.8461,0.1539
43o,82o,0.4424,0.5576
82s,43o,0.581,0.419
43o,83o,0.3406,0.6594
83s,43o,0.6753,0.3247
43o,84o,0.3154,0.6846
84s,43o,0.6967,0.30329999999999996
43o,85o,0.3583,0.6417
85s,43o,0.6575,0.3425
43o,86o,0.3555,0.6445000000000001
86s,43o,0.6607999999999999,0.3392
87o,43o,0.6524,0.34759999999999996
87s,43o,0.6686,0.33140000000000003
88o,43o,0.8401000000000001,0.15990000000000001
43o,92o,0.4355,0.5645
92s,43o,0.5874,0.41259999999999997
43o,93o,0.32299999999999995,0.677
93s,43o,0.6920000000000001,0.308
43o,94o,0.3153,0.6847
94s,43o,0.6970999999999999,0.3029
43o,95o,0.3608,0.6392
95s,43o,0.6552,0.3448
43o,96o,0.3583,0.6417
96s,43o,0.6581,0.3419
43o,97o,0.35200000000000004,0.648
97s,43o,0.6644,0.3356
98o,43o,0.6652,0.3348
98s,43o,0.6809000000000001,0.3191
99o,43o,0.8381000000000001,0.16190000000000002
A2o,43o,0.5811,0.4189
A2s,43o,0.603,0.397
A3o,43o,0.7284,0.2716
A3s,43o,0.7404000000000001,0.2596
A4o,43o,0.7399,0.2601
A4s,43o,0.7490000000000001,0.251
A5o,43o,0.6593000000000001,0.3407
A5s,43o,0.6740999999999999,0.3259
A6o,43o,0.6420999999999999,0.3579
A6s,43o,0.6579,0.3421
A7o,43o,0.6441,0.35590000000000005
A7s,43o,0.6604000000000001,0.3396
A8o,43o,0.6463,0.35369999999999996
A8s,43o,0.6629,0.3371
A9o,43o,0.6429,0.35710000000000003
A9s,43o,0.6598,0.34020000000000006
AAo,43o,0.8501000000000001,0.1499
AJo,43o,0.6434000000000001,0.3566
AJs,43o,0.6602,0.3398
AKo,43o,0.6415000000000001,0.35850000000000004
AKs,43o,0.6586,0.3414
AQo,43o,0.6425,0.3575
AQs,43o,0.6594,0.3406
ATo,43o,0.6443000000000001,0.3557
ATs,43o,0.6611,0.3389
43o,J2o,0.43090000000000006,0.5690999999999999
J2s,43o,0.5917,0.4083
43o,J3o,0.3043,0.6957
J3s,43o,0.7099,0.2901
43o,J4o,0.2938,0.7062
J4s,43o,0.7176,0.2824
43o,J5o,0.35700000000000004,0.643
J5s,43o,0.6587000000000001,0.34130000000000005
43o,J6o,0.3601,0.6399
J6s,43o,0.6564,0.3436
43o,J7o,0.35719999999999996,0.6428
J7s,43o,0.6596,0.3404
J8o,43o,0.6492,0.3508
J8s,43o,0.6659999999999999,0.33399999999999996
J9o,43o,0.6509,0.34909999999999997
J9s,43o,0.6675,0.3325
JJo,43o,0.8349,0.16510000000000002
JTo,43o,0.6536,0.3464
JTs,43o,0.67,0.33
43o,K2o,0.4294,0.5706
K2s,43o,0.5932,0.4068
43o,K3o,0.2932,0.7068000000000001
K3s,43o,0.7206,0.27940000000000004
43o,K4o,0.282,0.718
K4s,43o,0.7291,0.2709
43o,K5o,0.3554,0.6446
K5s,43o,0.6602,0.3398
43o,K6o,0.3577,0.6423000000000001
K6s,43o,0.6587999999999999,0.34119999999999995
43o,K7o,0.3588,0.6412
K7s,43o,0.6581999999999999,0.3418
43o,K8o,0.3575,0.6425
K8s,43o,0.6598999999999999,0.34009999999999996
K9o,43o,0.6441,0.35590000000000005
K9s,43o,0.6614,0.3386
KJo,43o,0.6452,0.35479999999999995
KJs,43o,0.6624,0.33759999999999996
KKo,43o,0.8349,0.16510000000000002
KQo,43o,0.6443000000000001,0.3557
KQs,43o,0.6616,0.33840000000000003
KTo,43o,0.6462,0.3538
KTs,43o,0.6631999999999999,0.3368
43o,Q2o,0.42979999999999996,0.5702
Q2s,43o,0.5928,0.4072
43o,Q3o,0.2981,0.7019
Q3s,43o,0.7159,0.2841
43o,Q4o,0.2872,0.7128
Q4s,43o,0.7240000000000001,0.276
43o,Q5o,0.35590000000000005,0.6441
Q5s,43o,0.6597,0.3403
43o,Q6o,0.35810000000000003,0.6419
Q6s,43o,0.6583,0.3417
43o,Q7o,0.3601,0.6399
Q7s,43o,0.6568999999999999,0.3431
43o,Q8o,0.3538,0.6462
Q8s,43o,0.6633,0.3367
Q9o,43o,0.6478,0.3522
Q9s,43o,0.6648000000000001,0.33520000000000005
QJo,43o,0.649,0.35100000000000003
QJs,43o,0.6658,0.3342
QQo,43o,0.835,0.165
QTo,43o,0.6498999999999999,0.35009999999999997
QTs,43o,0.6667000000000001,0.3333
43o,T2o,0.43320000000000003,0.5668
T2s,43o,0.5895,0.4105
43o,T3o,0.3132,0.6868000000000001
T3s,43o,0.7014,0.2986
43o,T4o,0.303,0.6970000000000001
T4s,43o,0.7088,0.2912
43o,T5o,0.3602,0.6397999999999999
T5s,43o,0.6557,0.3443
43o,T6o,0.3583,0.6417
T6s,43o,0.6579999999999999,0.342
43o,T7o,0.3553,0.6446999999999999
T7s,43o,0.6613,0.3387
T8o,43o,0.6512,0.3488
T8s,43o,0.6678000000000001,0.3322
T9o,43o,0.6534,0.34659999999999996
T9s,43o,0.6698000000000001,0.33020000000000005
TTo,43o,0.8345999999999999,0.1654
44o,43s,0.8262,0.17379999999999998
43s,52o,0.5338,0.46619999999999995
43s,52s,0.5023,0.49770000000000003
43s,53o,0.4349,0.5650999999999999
53s,43s,0.5826,0.4174
43s,54o,0.42369999999999997,0.5763
54s,43s,0.593,0.40700000000000003
55o,43s,0.8301000000000001,0.1699
43s,62o,0.5085000000000001,0.4915
43s,62s,0.47850000000000004,0.5215
43s,63o,0.4078,0.5922
63s,43s,0.6082,0.3918
43s,64o,0.40020000000000006,0.5998
64s,43s,0.6154,0.3846
43s,65o,0.4096,0.5904
65s,43s,0.6156,0.38439999999999996
66o,43s,0.8164,0.18359999999999999
43s,72o,0.4935,0.5065
43s,72s,0.4643,0.5357
43s,73o,0.3898,0.6102000000000001
43s,73s,0.37450000000000006,0.6255
43s,74o,0.38,0.62
74s,43s,0.6347,0.3653
43s,75o,0.40130000000000005,0.5987
75s,43s,0.6234000000000001,0.3766
43s,76o,0.39649999999999996,0.6035
76s,43s,0.6282,0.3718
77o,43s,0.8058,0.1942
43s,82o,0.47409999999999997,0.5259
43s,82s,0.4456,0.5544
43s,83o,0.37729999999999997,0.6227
43s,83s,0.36210000000000003,0.6379
43s,84o,0.3558,0.6442
43s,84s,0.3421,0.6579
43s,85o,0.39520000000000005,0.6048
85s,43s,0.6292,0.37079999999999996
43s,86o,0.3923,0.6077
86s,43s,0.6322,0.3678
43s,87o,0.3848,0.6152000000000001
87s,43s,0.6396000000000001,0.3604
88o,43s,0.8003,0.1997
43s,92o,0.4677,0.5323
43s,92s,0.4395,0.5605
43s,93o,0.36060000000000003,0.6394
43s,93s,0.3464,0.6536
43s,94o,0.3554,0.6446
43s,94s,0.3414,0.6586
43s,95o,0.3979,0.6021
43s,95s,0.3734,0.6265999999999999
43s,96o,0.3954,0.6046
96s,43s,0.6294,0.37060000000000004
43s,97o,0.38939999999999997,0.6106
97s,43s,0.6353,0.36469999999999997
43s,98o,0.37329999999999997,0.6267
98s,43s,0.6509,0.34909999999999997
99o,43s,0.7983,0.20170000000000002
43s,A2o,0.45189999999999997,0.5481
A2s,43s,0.5754,0.42460000000000003
43s,A3o,0.3114,0.6886
A3s,43s,0.7,0.3
43s,A4o,0.3025,0.6975
A4s,43s,0.7084,0.2916
43s,A5o,0.3789,0.6211
A5s,43s,0.6446999999999999,0.3553
43s,A6o,0.39549999999999996,0.6045
A6s,43s,0.629,0.371
43s,A7o,0.3934,0.6065999999999999
A7s,43s,0.6313,0.36869999999999997
43s,A8o,0.39130000000000004,0.6087
A8s,43s,0.6335999999999999,0.3664
43s,A9o,0.3946,0.6053999999999999
A9s,43s,0.6305,0.36950000000000005
AAo,43s,0.8096,0.19039999999999999
43s,AJo,0.39390000000000003,0.6061
AJs,43s,0.6311,0.3689
43s,AKo,0.3957,0.6043
AKs,43s,0.6295000000000001,0.3705
43s,AQo,0.3948,0.6052000000000001
AQs,43s,0.6303,0.3697
43s,ATo,0.39299999999999996,0.607
ATs,43s,0.6319,0.36810000000000004
43s,J2o,0.46340000000000003,0.5366
43s,J2s,0.4355,0.5645
43s,J3o,0.3428,0.6572
43s,J3s,0.3292,0.6708
43s,J4o,0.3348,0.6652
43s,J4s,0.32170000000000004,0.6783
43s,J5o,0.3945,0.6054999999999999
43s,J5s,0.37020000000000003,0.6297999999999999
43s,J6o,0.3973,0.6027
43s,J6s,0.3725,0.6275
43s,J7o,0.3944,0.6056
43s,J7s,0.36939999999999995,0.6306
43s,J8o,0.3883,0.6117
J8s,43s,0.6365999999999999,0.36340000000000006
43s,J9o,0.38659999999999994,0.6134000000000001
J9s,43s,0.6381,0.3619
JJo,43s,0.7953,0.2047
43s,JTo,0.38380000000000003,0.6162
JTs,43s,0.6406999999999999,0.3593
43s,K2o,0.462,0.5379999999999999
43s,K2s,0.4341,0.5659000000000001
43s,K3o,0.332,0.6679999999999999
43s,K3s,0.3188,0.6812
43s,K4o,0.3235,0.6765000000000001
43s,K4s,0.3106,0.6894
43s,K5o,0.39299999999999996,0.607
43s,K5s,0.3688,0.6312
43s,K6o,0.395,0.605
43s,K6s,0.37020000000000003,0.6297999999999999
43s,K7o,0.396,0.604
K7s,43s,0.6291,0.3709
43s,K8o,0.3948,0.6052000000000001
K8s,43s,0.6306,0.36939999999999995
43s,K9o,0.3932,0.6068
K9s,43s,0.632,0.368
43s,KJo,0.392,0.608
KJs,43s,0.6331,0.3669
KKo,43s,0.7954000000000001,0.2046
43s,KQo,0.39289999999999997,0.6071
KQs,43s,0.6323,0.3677
43s,KTo,0.3911,0.6089
KTs,43s,0.634,0.366
43s,Q2o,0.46240000000000003,0.5376
43s,Q2s,0.43450000000000005,0.5655
43s,Q3o,0.3368,0.6631999999999999
43s,Q3s,0.3234,0.6766
43s,Q4o,0.3285,0.6715000000000001
43s,Q4s,0.3155,0.6845
43s,Q5o,0.3934,0.6065999999999999
43s,Q5s,0.36920000000000003,0.6308
43s,Q6o,0.3954,0.6046
43s,Q6s,0.37060000000000004,0.6294
43s,Q7o,0.3973,0.6027
43s,Q7s,0.3721,0.6279
43s,Q8o,0.3912,0.6088
Q8s,43s,0.6339,0.3661
43s,Q9o,0.3896,0.6103999999999999
Q9s,43s,0.6354,0.36460000000000004
43s,QJo,0.3883,0.6117
QJs,43s,0.6365,0.3635
QQo,43s,0.7954000000000001,0.2046
43s,QTo,0.3874,0.6126
QTs,43s,0.6374,0.3626
43s,T2o,0.46549999999999997,0.5345
43s,T2s,0.4375,0.5625
43s,T3o,0.35119999999999996,0.6487999999999999
43s,T3s,0.3373,0.6627
43s,T4o,0.3436,0.6564
43s,T4s,0.3301,0.6698999999999999
43s,T5o,0.3975,0.6025
43s,T5s,0.373,0.627
43s,T6o,0.39549999999999996,0.6045
43s,T6s,0.37079999999999996,0.6292
43s,T7o,0.3925,0.6075
T7s,43s,0.6323,0.3677
43s,T8o,0.3862,0.6138
T8s,43s,0.6384000000000001,0.3616
43s,T9o,0.38409999999999994,0.6159
T9s,43s,0.6404000000000001,0.35960000000000003
TTo,43s,0.795,0.205
44o,52o,0.7051999999999999,0.2948
44o,52s,0.6696,0.33039999999999997
44o,53o,0.6970999999999999,0.3029
44o,53s,0.6618999999999999,0.3381
44o,54o,0.6349,0.3651
44o,54s,0.6,0.4
55o,44o,0.8148000000000001,0.1852
44o,62o,0.7066,0.2934
44o,62s,0.6709,0.32909999999999995
44o,63o,0.6984,0.3016
44o,63s,0.6631999999999999,0.3368
44o,64o,0.6472,0.3528
44o,64s,0.6111,0.3889
44o,65o,0.5288,0.47119999999999995
44o,65s,0.5034000000000001,0.4966
66o,44o,0.8140000000000001,0.18600000000000003
44o,72o,0.7062999999999999,0.2937
44o,72s,0.6706,0.32939999999999997
44o,73o,0.6981,0.3019
44o,73s,0.6629999999999999,0.337
44o,74o,0.6574,0.34259999999999996
44o,74s,0.6204999999999999,0.3795
44o,75o,0.5323,0.4677
44o,75s,0.5068,0.4932
44o,76o,0.5192,0.4808
44o,76s,0.4946,0.5054
77o,44o,0.8128,0.18719999999999998
44o,82o,0.6978,0.30219999999999997
44o,82s,0.6627,0.3373
44o,83o,0.6978,0.30219999999999997
44o,83s,0.6628000000000001,0.3372
44o,84o,0.6676000000000001,0.33240000000000003
44o,84s,0.6297999999999999,0.37020000000000003
44o,85o,0.5354,0.4646
44o,85s,0.5099,0.4901
44o,86o,0.5223,0.4777
44o,86s,0.49770000000000003,0.5023
44o,87o,0.5095000000000001,0.4905
44o,87s,0.4857,0.5143
88o,44o,0.8114,0.1886
44o,92o,0.6912999999999999,0.30870000000000003
44o,92s,0.6566,0.34340000000000004
44o,93o,0.6894,0.3106
44o,93s,0.6548,0.3452
44o,94o,0.6777,0.3223
44o,94s,0.6389,0.3611
44o,95o,0.5357999999999999,0.4642
44o,95s,0.5103,0.48969999999999997
44o,96o,0.5228,0.4772
44o,96s,0.4982,0.5018
44o,97o,0.5099,0.4901
44o,97s,0.4863,0.5136999999999999
44o,98o,0.49670000000000003,0.5033
44o,98s,0.4739,0.5261
99o,44o,0.8131,0.1869
44o,A2o,0.6958,0.3042
44o,A2s,0.6605,0.3395
44o,A3o,0.6938,0.3062
44o,A3s,0.6587000000000001,0.34130000000000005
44o,A4o,0.6692,0.3308
44o,A4s,0.631,0.369
44o,A5o,0.5466,0.4534
44o,A5s,0.52,0.48
44o,A6o,0.5534,0.44659999999999994
44o,A6s,0.5265,0.47350000000000003
44o,A7o,0.5467,0.4533
44o,A7s,0.5202,0.47979999999999995
44o,A8o,0.5424,0.4576
44o,A8s,0.5163,0.48369999999999996
44o,A9o,0.5413,0.4587
44o,A9s,0.5151,0.4849
AAo,44o,0.8133,0.1867
44o,AJo,0.5333,0.4667
44o,AJs,0.5077,0.49229999999999996
44o,AKo,0.5403,0.4597
44o,AKs,0.5141,0.48590000000000005
44o,AQo,0.5367999999999999,0.4632
44o,AQs,0.5109,0.4891
44o,ATo,0.5297999999999999,0.4702
44o,ATs,0.5045000000000001,0.4955
44o,J2o,0.6927,0.3073
44o,J2s,0.6578,0.3422
44o,J3o,0.6907,0.3093
44o,J3s,0.6559999999999999,0.344
44o,J4o,0.6767,0.3233
44o,J4s,0.638,0.36200000000000004
44o,J5o,0.547,0.45299999999999996
44o,J5s,0.5207,0.4793
44o,J6o,0.546,0.45399999999999996
44o,J6s,0.5196999999999999,0.4803
44o,J7o,0.5332,0.4668
44o,J7s,0.5078,0.49219999999999997
44o,J8o,0.5205,0.47950000000000004
44o,J8s,0.4959,0.5041
44o,J9o,0.5072,0.4928
44o,J9s,0.4836,0.5164
JJo,44o,0.8098000000000001,0.1902
44o,JTo,0.49560000000000004,0.5044
44o,JTs,0.4729,0.5271
44o,K2o,0.6981,0.3019
44o,K2s,0.6627,0.3373
44o,K3o,0.6960999999999999,0.3039
44o,K3s,0.6609,0.33909999999999996
44o,K4o,0.6820999999999999,0.3179
44o,K4s,0.6428,0.35719999999999996
44o,K5o,0.5521,0.44789999999999996
44o,K5s,0.5254,0.4746
44o,K6o,0.5476,0.4524
44o,K6s,0.5211,0.4789
44o,K7o,0.5433,0.4567
44o,K7s,0.5171,0.4829
44o,K8o,0.5426,0.45740000000000003
44o,K8s,0.5163,0.48369999999999996
44o,K9o,0.5295000000000001,0.4705
44o,K9s,0.5041,0.4959
44o,KJo,0.5214,0.47859999999999997
44o,KJs,0.49670000000000003,0.5033
KKo,44o,0.8092,0.19079999999999997
44o,KQo,0.5249,0.47509999999999997
44o,KQs,0.4999,0.5001
44o,KTo,0.5179,0.48210000000000003
44o,KTs,0.4935,0.5065
44o,Q2o,0.6954,0.3046
44o,Q2s,0.6602,0.3398
44o,Q3o,0.6934,0.3066
44o,Q3s,0.6584,0.34159999999999996
44o,Q4o,0.6794,0.3206
44o,Q4s,0.6404000000000001,0.35960000000000003
44o,Q5o,0.5495,0.45049999999999996
44o,Q5s,0.523,0.47700000000000004
44o,Q6o,0.545,0.455
44o,Q6s,0.5188,0.48119999999999996
44o,Q7o,0.5443,0.4557
44o,Q7s,0.518,0.48200000000000004
44o,Q8o,0.5315,0.4685
44o,Q8s,0.5061,0.4939
44o,Q9o,0.5183,0.4817
44o,Q9s,0.4938,0.5062
44o,QJo,0.5103,0.48969999999999997
44o,QJs,0.4864,0.5136
QQo,44o,0.8096,0.19039999999999999
44o,QTo,0.5068,0.4932
44o,QTs,0.4832,0.5168
44o,T2o,0.69,0.31
44o,T2s,0.6554000000000001,0.3446
44o,T3o,0.6881,0.3119
44o,T3s,0.6536,0.3464
44o,T4o,0.6740999999999999,0.3259
44o,T4s,0.6356,0.3644
44o,T5o,0.5479999999999999,0.452
44o,T5s,0.5216,0.47840000000000005
44o,T6o,0.535,0.465
44o,T6s,0.5095000000000001,0.4905
44o,T7o,0.5222,0.4778
44o,T7s,0.4976,0.5024000000000001
44o,T8o,0.5094,0.49060000000000004
44o,T8s,0.4857,0.5143
44o,T9o,0.4961,0.5039
44o,T9s,0.4733,0.5267000000000001
TTo,44o,0.8098000000000001,0.1902
52s,52o,0.5251,0.47490000000000004
52o,53o,0.4633,0.5367000000000001
53s,52o,0.5606,0.43939999999999996
54o,52o,0.5475,0.4525
54s,52o,0.5704,0.4296
55o,52o,0.8956000000000001,0.10439999999999999
62o,52o,0.626,0.374
62s,52o,0.6434000000000001,0.3566
63o,52o,0.5818,0.4182
63s,52o,0.6031,0.3969
64o,52o,0.5945,0.40549999999999997
64s,52o,0.6149,0.3851
65o,52o,0.6503,0.3497
65s,52o,0.6639,0.3361
66o,52o,0.8618000000000001,0.1382
