hand,position,EV,players,card1,card2,suited,card1_rank_id,card2_rank_id,EV_deviation,hand_type_id,position_id,players_id,pos_play
Q7s,pos9,-0.06,10,Q,7,s,10,5,0.007407407407407418,1,8,8,pos910
Q6o,pos9,-0.04,10,Q,6,o,10,4,0.08444444444444443,0,8,8,pos910
Q6s,pos9,-0.03,10,Q,6,s,10,4,0.042777777777777776,1,8,8,pos910
Q5o,pos9,-0.04,10,Q,5,o,10,3,0.08351851851851852,0,8,8,pos910
Q5s,pos9,-0.06,10,Q,5,s,10,3,0.025555555555555554,1,8,8,pos910
Q4o,pos9,-0.03,10,Q,4,o,10,2,0.09759259259259259,0,8,8,pos910
Q4s,pos9,-0.05,10,Q,4,s,10,2,0.052222222222222225,1,8,8,pos910
Q3o,pos9,-0.04,10,Q,3,o,10,1,0.08518518518518517,0,8,8,pos910
Q3s,pos9,-0.13,10,Q,3,s,10,1,-0.027962962962962967,1,8,8,pos910
Q2o,pos9,-0.04,10,Q,2,o,10,0,0.08925925925925926,0,8,8,pos910
Q2s,pos9,-0.1,10,Q,2,s,10,0,0.016481481481481472,1,8,8,pos910
JTo,pos9,-0.03,10,J,T,o,9,8,0.0020370370370370386,0,8,8,pos910
JTs,pos9,0.2,10,J,T,s,9,8,0.05296296296296296,1,8,8,pos910
J9o,pos9,-0.07,10,J,9,o,9,7,0.01759259259259259,0,8,8,pos910
J9s,pos9,0.07,10,J,9,s,9,7,0.03796296296296297,1,8,8,pos910
J8o,pos9,-0.06,10,J,8,o,9,6,0.044074074074074085,0,8,8,pos910
J8s,pos9,-0.01,10,J,8,s,9,6,0.024814814814814817,1,8,8,pos910
J7o,pos9,-0.05,10,J,7,o,9,5,0.06962962962962962,0,8,8,pos910
J7s,pos9,-0.02,10,J,7,s,9,5,0.048333333333333325,1,8,8,pos910
J6o,pos9,-0.04,10,J,6,o,9,4,0.08277777777777778,0,8,8,pos910
J6s,pos9,-0.06,10,J,6,s,9,4,0.053333333333333344,1,8,8,pos910
J5o,pos9,-0.05,10,J,5,o,9,3,0.07814814814814815,0,8,8,pos910
J5s,pos9,-0.08,10,J,5,s,9,3,0.023703703703703713,1,8,8,pos910
J4o,pos9,-0.03,10,J,4,o,9,2,0.0887037037037037,0,8,8,pos910
J4s,pos9,0.05,10,J,4,s,9,2,0.1685185185185185,1,8,8,pos910
J3o,pos9,-0.03,10,J,3,o,9,1,0.09574074074074074,0,8,8,pos910
J3s,pos9,-0.1,10,J,3,s,9,1,0.031111111111111117,1,8,8,pos910
J2o,pos9,-0.02,10,J,2,o,9,0,0.10629629629629629,0,8,8,pos910
J2s,pos9,-0.1,10,J,2,s,9,0,0.03944444444444445,1,8,8,pos910
T9o,pos9,-0.05,10,T,9,o,8,7,0.022962962962962963,0,8,8,pos910
T9s,pos9,0.06,10,T,9,s,8,7,0.01296296296296296,1,8,8,pos910
T8o,pos9,-0.04,10,T,8,o,8,6,0.053888888888888896,0,8,8,pos910
T8s,pos9,0.06,10,T,8,s,8,6,0.06962962962962962,1,8,8,pos910
T7o,pos9,-0.03,10,T,7,o,8,5,0.07370370370370372,0,8,8,pos910
T7s,pos9,0.06,10,T,7,s,8,5,0.10981481481481481,1,8,8,pos910
T6o,pos9,-0.02,10,T,6,o,8,4,0.09074074074074073,0,8,8,pos910
T6s,pos9,-0.07,10,T,6,s,8,4,0.039629629629629626,1,8,8,pos910
T5o,pos9,-0.02,10,T,5,o,8,3,0.0987037037037037,0,8,8,pos910
T5s,pos9,-0.04,10,T,5,s,8,3,0.07425925925925925,1,8,8,pos910
T4o,pos9,-0.01,10,T,4,o,8,2,0.10703703703703704,0,8,8,pos910
T4s,pos9,-0.05,10,T,4,s,8,2,0.07129629629629629,1,8,8,pos910
T3o,pos9,-0.02,10,T,3,o,8,1,0.09962962962962962,0,8,8,pos910
T3s,pos9,-0.04,10,T,3,s,8,1,0.08777777777777779,1,8,8,pos910
T2o,pos9,-0.01,10,T,2,o,8,0,0.10685185185185185,0,8,8,pos910
T2s,pos9,-0.06,10,T,2,s,8,0,0.07185185185185186,1,8,8,pos910
98o,pos9,-0.04,10,9,8,o,7,6,0.05777777777777778,0,8,8,pos910
98s,pos9,0.05,10,9,8,s,7,6,0.05148148148148148,1,8,8,pos910
97o,pos9,-0.04,10,9,7,o,7,5,0.06074074074074074,0,8,8,pos910
97s,pos9,-0.13,10,9,7,s,7,5,-0.08592592592592593,1,8,8,pos910
96o,pos9,-0.02,10,9,6,o,7,4,0.0937037037037037,0,8,8,pos910
96s,pos9,-0.09,10,9,6,s,7,4,-0.0009259259259259134,1,8,8,pos910
95o,pos9,-0.02,10,9,5,o,7,3,0.09074074074074075,0,8,8,pos910
95s,pos9,-0.08,10,9,5,s,7,3,0.0362962962962963,1,8,8,pos910
94o,pos9,0.01,10,9,4,o,7,2,0.12611111111111112,0,8,8,pos910
94s,pos9,-0.11,10,9,4,s,7,2,0.03499999999999999,1,8,8,pos910
93o,pos9,-0.02,10,9,3,o,7,1,0.09685185185185186,0,8,8,pos910
93s,pos9,-0.09,10,9,3,s,7,1,0.04185185185185186,1,8,8,pos910
92o,pos9,-0.02,10,9,2,o,7,0,0.0987037037037037,0,8,8,pos910
92s,pos9,-0.08,10,9,2,s,7,0,0.060370370370370366,1,8,8,pos910
87o,pos9,-0.09,10,8,7,o,6,5,0.02648148148148148,0,8,8,pos910
87s,pos9,0.0,10,8,7,s,6,5,0.030740740740740742,1,8,8,pos910
86o,pos9,-0.03,10,8,6,o,6,4,0.07944444444444444,0,8,8,pos910
86s,pos9,-0.02,10,8,6,s,6,4,0.05814814814814814,1,8,8,pos910
85o,pos9,-0.02,10,8,5,o,6,3,0.08944444444444444,0,8,8,pos910
85s,pos9,-0.11,10,8,5,s,6,3,0.008518518518518522,1,8,8,pos910
84o,pos9,-0.01,10,8,4,o,6,2,0.10796296296296297,0,8,8,pos910
84s,pos9,-0.14,10,8,4,s,6,2,-0.026851851851851863,1,8,8,pos910
83o,pos9,-0.01,10,8,3,o,6,1,0.10500000000000001,0,8,8,pos910
83s,pos9,-0.08,10,8,3,s,6,1,0.07111111111111111,1,8,8,pos910
82o,pos9,-0.01,10,8,2,o,6,0,0.10370370370370371,0,8,8,pos910
82s,pos9,0.05,10,8,2,s,6,0,0.19166666666666665,1,8,8,pos910
76o,pos9,-0.02,10,7,6,o,5,4,0.09259259259259259,0,8,8,pos910
76s,pos9,0.0,10,7,6,s,5,4,0.037592592592592594,1,8,8,pos910
75o,pos9,-0.02,10,7,5,o,5,3,0.08833333333333333,0,8,8,pos910
75s,pos9,-0.08,10,7,5,s,5,3,0.013888888888888895,1,8,8,pos910
74o,pos9,-0.02,10,7,4,o,5,2,0.09240740740740741,0,8,8,pos910
74s,pos9,0.03,10,7,4,s,5,2,0.14277777777777778,1,8,8,pos910
73o,pos9,0.0,10,7,3,o,5,1,0.11611111111111112,0,8,8,pos910
73s,pos9,-0.1,10,7,3,s,5,1,0.0362962962962963,1,8,8,pos910
72o,pos9,-0.02,10,7,2,o,5,0,0.09796296296296296,0,8,8,pos910
72s,pos9,-0.08,10,7,2,s,5,0,0.061481481481481484,1,8,8,pos910
65o,pos9,-0.05,10,6,5,o,4,3,0.0724074074074074,0,8,8,pos910
65s,pos9,0.07,10,6,5,s,4,3,0.14074074074074075,1,8,8,pos910
64o,pos9,-0.02,10,6,4,o,4,2,0.09425925925925925,0,8,8,pos910
64s,pos9,-0.02,10,6,4,s,4,2,0.07018518518518518,1,8,8,pos910
63o,pos9,-0.02,10,6,3,o,4,1,0.0974074074074074,0,8,8,pos910
63s,pos9,-0.01,10,6,3,s,4,1,0.09962962962962964,1,8,8,pos910
62o,pos9,-0.01,10,6,2,o,4,0,0.10648148148148148,0,8,8,pos910
62s,pos9,-0.08,10,6,2,s,4,0,0.0625925925925926,1,8,8,pos910
54o,pos9,0.03,10,5,4,o,3,2,0.15166666666666667,0,8,8,pos910
54s,pos9,0.0,10,5,4,s,3,2,0.06833333333333333,1,8,8,pos910
53o,pos9,-0.03,10,5,3,o,3,1,0.08074074074074075,0,8,8,pos910
53s,pos9,-0.08,10,5,3,s,3,1,0.022222222222222227,1,8,8,pos910
52o,pos9,-0.01,10,5,2,o,3,0,0.10851851851851853,0,8,8,pos910
52s,pos9,-0.07,10,5,2,s,3,0,0.07296296296296295,1,8,8,pos910
43o,pos9,-0.03,10,4,3,o,2,1,0.09740740740740741,0,8,8,pos910
43s,pos9,-0.06,10,4,3,s,2,1,0.0698148148148148,1,8,8,pos910
42o,pos9,-0.02,10,4,2,o,2,0,0.09851851851851852,0,8,8,pos910
42s,pos9,-0.06,10,4,2,s,2,0,0.08611111111111111,1,8,8,pos910
32o,pos9,-0.03,10,3,2,o,1,0,0.10648148148148148,0,8,8,pos910
32s,pos9,-0.08,10,3,2,s,1,0,0.07296296296296297,1,8,8,pos910
AAo,D,2.96,10,A,A,o,12,12,0.5946296296296296,2,9,8,D10
KKo,D,2.09,10,K,K,o,11,11,0.40870370370370335,2,9,8,D10
QQo,D,1.36,10,Q,Q,o,10,10,0.14722222222222237,2,9,8,D10
JJo,D,0.89,10,J,J,o,9,9,0.04481481481481486,2,9,8,D10
TTo,D,0.56,10,T,T,o,8,8,0.0018518518518518823,2,9,8,D10
99o,D,0.23,10,9,9,o,7,7,-0.12407407407407409,2,9,8,D10
88o,D,0.26,10,8,8,o,6,6,0.03,2,9,8,D10
77o,D,0.15,10,7,7,o,5,5,0.0174074074074074,2,9,8,D10
66o,D,0.13,10,6,6,o,4,4,0.07277777777777777,2,9,8,D10
55o,D,0.08,10,5,5,o,3,3,0.07537037037037037,2,9,8,D10
44o,D,-0.03,10,4,4,o,2,2,-0.0001851851851851806,2,9,8,D10
33o,D,0.03,10,3,3,o,1,1,0.1012962962962963,2,9,8,D10
22o,D,-0.12,10,2,2,o,0,0,-0.03888888888888889,2,9,8,D10
AKo,D,0.61,10,A,K,o,12,11,0.09851851851851845,0,9,8,D10
AKs,D,0.99,10,A,K,s,12,11,0.2062962962962963,1,9,8,D10
AQo,D,0.37,10,A,Q,o,12,10,0.06277777777777777,0,9,8,D10
AQs,D,0.64,10,A,Q,s,12,10,0.041296296296296386,1,9,8,D10
AJo,D,0.15,10,A,J,o,12,9,-0.02574074074074076,0,9,8,D10
AJs,D,0.49,10,A,J,s,12,9,0.06129629629629629,1,9,8,D10
ATo,D,0.06,10,A,T,o,12,8,-0.007407407407407418,0,9,8,D10
ATs,D,0.46,10,A,T,s,12,8,0.14555555555555555,1,9,8,D10
A9o,D,-0.03,10,A,9,o,12,7,0.01351851851851852,0,9,8,D10
A9s,D,0.19,10,A,9,s,12,7,0.020925925925925903,1,9,8,D10
A8o,D,-0.09,10,A,8,o,12,6,-0.013148148148148145,0,9,8,D10
A8s,D,0.14,10,A,8,s,12,6,0.052407407407407416,1,9,8,D10
A7o,D,-0.06,10,A,7,o,12,5,0.04185185185185185,0,9,8,D10
A7s,D,0.08,10,A,7,s,12,5,-0.0007407407407407501,1,9,8,D10
A6o,D,-0.09,10,A,6,o,12,4,0.03370370370370371,0,9,8,D10
A6s,D,-0.01,10,A,6,s,12,4,-0.03111111111111111,1,9,8,D10
A5o,D,-0.13,10,A,5,o,12,3,-0.005370370370370373,0,9,8,D10
A5s,D,0.16,10,A,5,s,12,3,0.08314814814814815,1,9,8,D10
A4o,D,-0.1,10,A,4,o,12,2,0.02518518518518517,0,9,8,D10
A4s,D,0.08,10,A,4,s,12,2,0.024629629629629626,1,9,8,D10
A3o,D,-0.1,10,A,3,o,12,1,0.03462962962962962,0,9,8,D10
A3s,D,0.05,10,A,3,s,12,1,0.03703703703703704,1,9,8,D10
A2o,D,-0.14,10,A,2,o,12,0,0.011296296296296277,0,9,8,D10
A2s,D,0.11,10,A,2,s,12,0,0.11574074074074074,1,9,8,D10
KQo,D,0.17,10,K,Q,o,11,10,0.014444444444444454,0,9,8,D10
KQs,D,0.42,10,K,Q,s,11,10,0.03907407407407404,1,9,8,D10
KJo,D,0.06,10,K,J,o,11,9,-0.010740740740740745,0,9,8,D10
KJs,D,0.4,10,K,J,s,11,9,0.11055555555555557,1,9,8,D10
KTo,D,0.07,10,K,T,o,11,8,0.06870370370370371,0,9,8,D10
KTs,D,0.31,10,K,T,s,11,8,0.11962962962962964,1,9,8,D10
K9o,D,-0.05,10,K,9,o,11,7,0.033888888888888885,0,9,8,D10
K9s,D,0.02,10,K,9,s,11,7,-0.055925925925925934,1,9,8,D10
K8o,D,-0.08,10,K,8,o,11,6,0.03611111111111112,0,9,8,D10
K8s,D,0.01,10,K,8,s,11,6,0.003518518518518519,1,9,8,D10
K7o,D,-0.04,10,K,7,o,11,5,0.07870370370370369,0,9,8,D10
K7s,D,0.0,10,K,7,s,11,5,0.0011111111111111122,1,9,8,D10
K6o,D,-0.06,10,K,6,o,11,4,0.05722222222222223,0,9,8,D10
K6s,D,-0.03,10,K,6,s,11,4,0.013333333333333329,1,9,8,D10
K5o,D,-0.03,10,K,5,o,11,3,0.1,0,9,8,D10
K5s,D,0.01,10,K,5,s,11,3,0.054814814814814816,1,9,8,D10
K4o,D,0.01,10,K,4,o,11,2,0.1398148148148148,0,9,8,D10
K4s,D,-0.09,10,K,4,s,11,2,-0.039629629629629626,1,9,8,D10
K3o,D,-0.05,10,K,3,o,11,1,0.08203703703703703,0,9,8,D10
K3s,D,-0.05,10,K,3,s,11,1,0.03722222222222221,1,9,8,D10
K2o,D,-0.06,10,K,2,o,11,0,0.07685185185185187,0,9,8,D10
K2s,D,-0.12,10,K,2,s,11,0,-0.026296296296296276,1,9,8,D10
QJo,D,0.02,10,Q,J,o,10,9,0.0009259259259259273,0,9,8,D10
QJs,D,0.23,10,Q,J,s,10,9,-0.003148148148148122,1,9,8,D10
QTo,D,0.01,10,Q,T,o,10,8,0.04,0,9,8,D10
QTs,D,0.07,10,Q,T,s,10,8,-0.09314814814814815,1,9,8,D10
Q9o,D,-0.07,10,Q,9,o,10,7,0.01759259259259259,0,9,8,D10
Q9s,D,0.0,10,Q,9,s,10,7,-0.05759259259259259,1,9,8,D10
Q8o,D,-0.07,10,Q,8,o,10,6,0.043888888888888894,0,9,8,D10
Q8s,D,0.02,10,Q,8,s,10,6,0.03648148148148148,1,9,8,D10
Q7o,D,-0.05,10,Q,7,o,10,5,0.07018518518518518,0,9,8,D10
Q7s,D,0.04,10,Q,7,s,10,5,0.10740740740740742,1,9,8,D10
Q6o,D,-0.06,10,Q,6,o,10,4,0.06444444444444444,0,9,8,D10
Q6s,D,-0.03,10,Q,6,s,10,4,0.042777777777777776,1,9,8,D10
Q5o,D,-0.05,10,Q,5,o,10,3,0.07351851851851851,0,9,8,D10
Q5s,D,-0.09,10,Q,5,s,10,3,-0.004444444444444445,1,9,8,D10
Q4o,D,-0.05,10,Q,4,o,10,2,0.07759259259259259,0,9,8,D10
Q4s,D,-0.06,10,Q,4,s,10,2,0.04222222222222223,1,9,8,D10
Q3o,D,-0.04,10,Q,3,o,10,1,0.08518518518518517,0,9,8,D10
Q3s,D,0.01,10,Q,3,s,10,1,0.11203703703703703,1,9,8,D10
Q2o,D,-0.04,10,Q,2,o,10,0,0.08925925925925926,0,9,8,D10
Q2s,D,-0.08,10,Q,2,s,10,0,0.036481481481481476,1,9,8,D10
JTo,D,-0.01,10,J,T,o,9,8,0.022037037037037036,0,9,8,D10
JTs,D,0.15,10,J,T,s,9,8,0.002962962962962945,1,9,8,D10
J9o,D,-0.05,10,J,9,o,9,7,0.037592592592592594,0,9,8,D10
J9s,D,0.18,10,J,9,s,9,7,0.14796296296296296,1,9,8,D10
J8o,D,-0.06,10,J,8,o,9,6,0.044074074074074085,0,9,8,D10
J8s,D,-0.02,10,J,8,s,9,6,0.014814814814814819,1,9,8,D10
J7o,D,-0.05,10,J,7,o,9,5,0.06962962962962962,0,9,8,D10
J7s,D,-0.08,10,J,7,s,9,5,-0.011666666666666672,1,9,8,D10
J6o,D,-0.05,10,J,6,o,9,4,0.07277777777777777,0,9,8,D10
J6s,D,0.01,10,J,6,s,9,4,0.12333333333333334,1,9,8,D10
J5o,D,-0.03,10,J,5,o,9,3,0.09814814814814815,0,9,8,D10
J5s,D,-0.11,10,J,5,s,9,3,-0.006296296296296286,1,9,8,D10
J4o,D,-0.04,10,J,4,o,9,2,0.07870370370370369,0,9,8,D10
J4s,D,-0.09,10,J,4,s,9,2,0.028518518518518526,1,9,8,D10
J3o,D,-0.03,10,J,3,o,9,1,0.09574074074074074,0,9,8,D10
J3s,D,-0.04,10,J,3,s,9,1,0.09111111111111111,1,9,8,D10
J2o,D,-0.04,10,J,2,o,9,0,0.08629629629629629,0,9,8,D10
J2s,D,-0.11,10,J,2,s,9,0,0.029444444444444454,1,9,8,D10
T9o,D,-0.07,10,T,9,o,8,7,0.002962962962962959,0,9,8,D10
T9s,D,0.11,10,T,9,s,8,7,0.06296296296296297,1,9,8,D10
T8o,D,-0.04,10,T,8,o,8,6,0.053888888888888896,0,9,8,D10
T8s,D,0.08,10,T,8,s,8,6,0.08962962962962963,1,9,8,D10
T7o,D,-0.03,10,T,7,o,8,5,0.07370370370370372,0,9,8,D10
T7s,D,-0.09,10,T,7,s,8,5,-0.040185185185185185,1,9,8,D10
T6o,D,-0.03,10,T,6,o,8,4,0.08074074074074074,0,9,8,D10
T6s,D,-0.05,10,T,6,s,8,4,0.05962962962962963,1,9,8,D10
T5o,D,-0.02,10,T,5,o,8,3,0.0987037037037037,0,9,8,D10
T5s,D,-0.08,10,T,5,s,8,3,0.03425925925925925,1,9,8,D10
T4o,D,-0.01,10,T,4,o,8,2,0.10703703703703704,0,9,8,D10
T4s,D,-0.06,10,T,4,s,8,2,0.06129629629629629,1,9,8,D10
T3o,D,-0.02,10,T,3,o,8,1,0.09962962962962962,0,9,8,D10
T3s,D,-0.11,10,T,3,s,8,1,0.017777777777777795,1,9,8,D10
T2o,D,-0.01,10,T,2,o,8,0,0.10685185185185185,0,9,8,D10
T2s,D,-0.1,10,T,2,s,8,0,0.03185185185185185,1,9,8,D10
98o,D,-0.09,10,9,8,o,7,6,0.007777777777777786,0,9,8,D10
98s,D,0.09,10,9,8,s,7,6,0.09148148148148148,1,9,8,D10
97o,D,-0.06,10,9,7,o,7,5,0.040740740740740744,0,9,8,D10
97s,D,0.04,10,9,7,s,7,5,0.08407407407407408,1,9,8,D10
96o,D,-0.03,10,9,6,o,7,4,0.08370370370370371,0,9,8,D10
96s,D,-0.03,10,9,6,s,7,4,0.059074074074074084,1,9,8,D10
95o,D,-0.02,10,9,5,o,7,3,0.09074074074074075,0,9,8,D10
95s,D,-0.08,10,9,5,s,7,3,0.0362962962962963,1,9,8,D10
94o,D,-0.02,10,9,4,o,7,2,0.09611111111111112,0,9,8,D10
94s,D,-0.08,10,9,4,s,7,2,0.06499999999999999,1,9,8,D10
93o,D,-0.02,10,9,3,o,7,1,0.09685185185185186,0,9,8,D10
93s,D,-0.09,10,9,3,s,7,1,0.04185185185185186,1,9,8,D10
92o,D,-0.01,10,9,2,o,7,0,0.1087037037037037,0,9,8,D10
92s,D,-0.09,10,9,2,s,7,0,0.05037037037037037,1,9,8,D10
87o,D,-0.08,10,8,7,o,6,5,0.036481481481481476,0,9,8,D10
87s,D,0.02,10,8,7,s,6,5,0.05074074074074074,1,9,8,D10
86o,D,-0.02,10,8,6,o,6,4,0.08944444444444444,0,9,8,D10
86s,D,0.0,10,8,6,s,6,4,0.07814814814814815,1,9,8,D10
85o,D,-0.02,10,8,5,o,6,3,0.08944444444444444,0,9,8,D10
85s,D,-0.03,10,8,5,s,6,3,0.08851851851851852,1,9,8,D10
84o,D,-0.02,10,8,4,o,6,2,0.09796296296296296,0,9,8,D10
84s,D,-0.14,10,8,4,s,6,2,-0.026851851851851863,1,9,8,D10
83o,D,-0.01,10,8,3,o,6,1,0.10500000000000001,0,9,8,D10
83s,D,-0.12,10,8,3,s,6,1,0.031111111111111117,1,9,8,D10
82o,D,-0.01,10,8,2,o,6,0,0.10370370370370371,0,9,8,D10
82s,D,-0.03,10,8,2,s,6,0,0.11166666666666666,1,9,8,D10
76o,D,-0.05,10,7,6,o,5,4,0.06259259259259259,0,9,8,D10
76s,D,0.12,10,7,6,s,5,4,0.1575925925925926,1,9,8,D10
75o,D,-0.03,10,7,5,o,5,3,0.07833333333333334,0,9,8,D10
75s,D,0.07,10,7,5,s,5,3,0.16388888888888892,1,9,8,D10
74o,D,-0.02,10,7,4,o,5,2,0.09240740740740741,0,9,8,D10
74s,D,-0.07,10,7,4,s,5,2,0.04277777777777776,1,9,8,D10
73o,D,-0.01,10,7,3,o,5,1,0.10611111111111113,0,9,8,D10
73s,D,-0.08,10,7,3,s,5,1,0.0562962962962963,1,9,8,D10
72o,D,-0.01,10,7,2,o,5,0,0.10796296296296297,0,9,8,D10
72s,D,-0.07,10,7,2,s,5,0,0.07148148148148148,1,9,8,D10
65o,D,-0.03,10,6,5,o,4,3,0.09240740740740741,0,9,8,D10
65s,D,-0.04,10,6,5,s,4,3,0.030740740740740742,1,9,8,D10
64o,D,-0.03,10,6,4,o,4,2,0.08425925925925926,0,9,8,D10
64s,D,-0.03,10,6,4,s,4,2,0.06018518518518519,1,9,8,D10
63o,D,-0.03,10,6,3,o,4,1,0.0874074074074074,0,9,8,D10
63s,D,0.05,10,6,3,s,4,1,0.15962962962962962,1,9,8,D10
62o,D,-0.01,10,6,2,o,4,0,0.10648148148148148,0,9,8,D10
62s,D,-0.1,10,6,2,s,4,0,0.0425925925925926,1,9,8,D10
54o,D,-0.06,10,5,4,o,3,2,0.061666666666666675,0,9,8,D10
54s,D,0.0,10,5,4,s,3,2,0.06833333333333333,1,9,8,D10
53o,D,-0.04,10,5,3,o,3,1,0.07074074074074074,0,9,8,D10
53s,D,-0.03,10,5,3,s,3,1,0.07222222222222223,1,9,8,D10
52o,D,-0.02,10,5,2,o,3,0,0.09851851851851852,0,9,8,D10
52s,D,-0.02,10,5,2,s,3,0,0.12296296296296295,1,9,8,D10
43o,D,-0.04,10,4,3,o,2,1,0.0874074074074074,0,9,8,D10
43s,D,-0.11,10,4,3,s,2,1,0.0198148148148148,1,9,8,D10
42o,D,-0.02,10,4,2,o,2,0,0.09851851851851852,0,9,8,D10
42s,D,-0.03,10,4,2,s,2,0,0.11611111111111111,1,9,8,D10
32o,D,-0.04,10,3,2,o,1,0,0.09648148148148147,0,9,8,D10
32s,D,-0.1,10,3,2,s,1,0,0.05296296296296296,1,9,8,D10
AAo,SB,1.16,2,A,A,o,12,12,-1.2053703703703704,2,0,0,SB2
KKo,SB,0.98,2,K,K,o,11,11,-0.7012962962962965,2,0,0,SB2
QQo,SB,0.88,2,Q,Q,o,10,10,-0.33277777777777773,2,0,0,SB2
JJo,SB,0.68,2,J,J,o,9,9,-0.1651851851851851,2,0,0,SB2
TTo,SB,0.63,2,T,T,o,8,8,0.07185185185185183,2,0,0,SB2
99o,SB,0.53,2,9,9,o,7,7,0.17592592592592593,2,0,0,SB2
88o,SB,0.36,2,8,8,o,6,6,0.12999999999999998,2,0,0,SB2
77o,SB,0.3,2,7,7,o,5,5,0.1674074074074074,2,0,0,SB2
66o,SB,0.21,2,6,6,o,4,4,0.15277777777777776,2,0,0,SB2
55o,SB,0.08,2,5,5,o,3,3,0.07537037037037037,2,0,0,SB2
44o,SB,0.04,2,4,4,o,2,2,0.06981481481481482,2,0,0,SB2
33o,SB,-0.02,2,3,3,o,1,1,0.0512962962962963,2,0,0,SB2
22o,SB,-0.12,2,2,2,o,0,0,-0.03888888888888889,2,0,0,SB2
AKo,SB,0.34,2,A,K,o,12,11,-0.1714814814814815,0,0,0,SB2
AKs,SB,0.46,2,A,K,s,12,11,-0.32370370370370366,1,0,0,SB2
AQo,SB,0.28,2,A,Q,o,12,10,-0.027222222222222203,0,0,0,SB2
AQs,SB,0.4,2,A,Q,s,12,10,-0.1987037037037036,1,0,0,SB2
AJo,SB,0.24,2,A,J,o,12,9,0.06425925925925924,0,0,0,SB2
AJs,SB,0.34,2,A,J,s,12,9,-0.08870370370370367,1,0,0,SB2
ATo,SB,0.19,2,A,T,o,12,8,0.12259259259259259,0,0,0,SB2
ATs,SB,0.29,2,A,T,s,12,8,-0.02444444444444449,1,0,0,SB2
A9o,SB,0.1,2,A,9,o,12,7,0.14351851851851852,0,0,0,SB2
A9s,SB,0.25,2,A,9,s,12,7,0.0809259259259259,1,0,0,SB2
A8o,SB,0.11,2,A,8,o,12,6,0.18685185185185185,0,0,0,SB2
A8s,SB,0.17,2,A,8,s,12,6,0.08240740740740742,1,0,0,SB2
A7o,SB,0.01,2,A,7,o,12,5,0.11185185185185184,0,0,0,SB2
A7s,SB,0.18,2,A,7,s,12,5,0.09925925925925924,1,0,0,SB2
A6o,SB,-0.02,2,A,6,o,12,4,0.1037037037037037,0,0,0,SB2
A6s,SB,0.13,2,A,6,s,12,4,0.1088888888888889,1,0,0,SB2
A5o,SB,-0.02,2,A,5,o,12,3,0.10462962962962963,0,0,0,SB2
A5s,SB,0.13,2,A,5,s,12,3,0.05314814814814815,1,0,0,SB2
A4o,SB,-0.02,2,A,4,o,12,2,0.10518518518518517,0,0,0,SB2
A4s,SB,0.13,2,A,4,s,12,2,0.07462962962962963,1,0,0,SB2
A3o,SB,-0.05,2,A,3,o,12,1,0.08462962962962962,0,0,0,SB2
A3s,SB,0.12,2,A,3,s,12,1,0.10703703703703703,1,0,0,SB2
A2o,SB,-0.09,2,A,2,o,12,0,0.06129629629629629,0,0,0,SB2
A2s,SB,0.07,2,A,2,s,12,0,0.07574074074074075,1,0,0,SB2
KQo,SB,0.17,2,K,Q,o,11,10,0.014444444444444454,0,0,0,SB2
KQs,SB,0.3,2,K,Q,s,11,10,-0.08092592592592596,1,0,0,SB2
KJo,SB,0.15,2,K,J,o,11,9,0.07925925925925925,0,0,0,SB2
KJs,SB,0.25,2,K,J,s,11,9,-0.03944444444444445,1,0,0,SB2
KTo,SB,0.1,2,K,T,o,11,8,0.09870370370370371,0,0,0,SB2
KTs,SB,0.25,2,K,T,s,11,8,0.059629629629629644,1,0,0,SB2
K9o,SB,0.03,2,K,9,o,11,7,0.11388888888888889,0,0,0,SB2
K9s,SB,0.13,2,K,9,s,11,7,0.054074074074074066,1,0,0,SB2
K8o,SB,-0.07,2,K,8,o,11,6,0.04611111111111112,0,0,0,SB2
K8s,SB,0.09,2,K,8,s,11,6,0.08351851851851852,1,0,0,SB2
K7o,SB,-0.1,2,K,7,o,11,5,0.018703703703703695,0,0,0,SB2
K7s,SB,0.06,2,K,7,s,11,5,0.06111111111111111,1,0,0,SB2
K6o,SB,-0.11,2,K,6,o,11,4,0.007222222222222227,0,0,0,SB2
K6s,SB,0.05,2,K,6,s,11,4,0.09333333333333332,1,0,0,SB2
K5o,SB,-0.13,2,K,5,o,11,3,0.0,0,0,0,SB2
K5s,SB,0.02,2,K,5,s,11,3,0.06481481481481481,1,0,0,SB2
K4o,SB,-0.18,2,K,4,o,11,2,-0.050185185185185194,0,0,0,SB2
K4s,SB,-0.01,2,K,4,s,11,2,0.04037037037037037,1,0,0,SB2
K3o,SB,-0.16,2,K,3,o,11,1,-0.027962962962962967,0,0,0,SB2
K3s,SB,-0.05,2,K,3,s,11,1,0.03722222222222221,1,0,0,SB2
K2o,SB,-0.19,2,K,2,o,11,0,-0.05314814814814814,0,0,0,SB2
K2s,SB,-0.05,2,K,2,s,11,0,0.04370370370370372,1,0,0,SB2
QJo,SB,0.16,2,Q,J,o,10,9,0.14092592592592593,0,0,0,SB2
QJs,SB,0.16,2,Q,J,s,10,9,-0.07314814814814813,1,0,0,SB2
QTo,SB,0.07,2,Q,T,o,10,8,0.1,0,0,0,SB2
QTs,SB,0.19,2,Q,T,s,10,8,0.02685185185185185,1,0,0,SB2
