train_loss,epochs
0.610346369119768,1
0.5993523957875189,2
0.5992673847187175,3
0.5989916650915562,4
0.5988231233964103,5
0.5988565454545539,6
0.5988904932390587,7
0.5987948773803187,8
0.5987993720988656,9
0.5988316633802526,10
