,hand,22o,32o,32s,33o,42o,42s,43o,43s,44o,52o,52s,53o,53s,54o,54s,55o,62o,62s,63o,63s,64o,64s,65o,65s,66o,72o,72s,73o,73s,74o,74s,75o,75s,76o,76s,77o,82o,82s,83o,83s,84o,84s,85o,85s,86o,86s,87o,87s,88o,92o,92s,93o,93s,94o,94s,95o,95s,96o,96s,97o,97s,98o,98s,99o,A2o,A2s,A3o,A3s,A4o,A4s,A5o,A5s,A6o,A6s,A7o,A7s,A8o,A8s,A9o,A9s,AAo,AJo,AJs,AKo,AKs,AQo,AQs,ATo,ATs,J2o,J2s,J3o,J3s,J4o,J4s,J5o,J5s,J6o,J6s,J7o,J7s,J8o,J8s,J9o,J9s,JJo,JTo,JTs,K2o,K2s,K3o,K3s,K4o,K4s,K5o,K5s,K6o,K6s,K7o,K7s,K8o,K8s,K9o,K9s,KJo,KJs,KKo,KQo,KQs,KTo,KTs,Q2o,Q2s,Q3o,Q3s,Q4o,Q4s,Q5o,Q5s,Q6o,Q6s,Q7o,Q7s,Q8o,Q8s,Q9o,Q9s,QJo,QJs,QQo,QTo,QTs,T2o,T2s,T3o,T3s,T4o,T4s,T5o,T5s,T6o,T6s,T7o,T7s,T8o,T8s,T9o,T9s,TTo
61,98o,0.4917606,0.6265592,0.5955954,0.5721925,0.777132,0.7338948,0.7069109,0.67677706,0.65769297,0.9167797,0.8992794,0.856858,0.82887065,0.78635484,0.7923297,0.7415536,0.9648611,0.958032,0.96066916,0.9581263,0.91105574,0.8987483,0.8598667,0.8547783,0.8288679,0.9482191,0.9534782,0.97350985,0.9732054,0.9831304,0.9809884,0.96376824,0.955139,0.9266683,0.92428046,0.9449374,0.8983174,0.91022575,0.932052,0.942263,0.9703568,0.9706408,0.98679066,0.9870571,0.99331546,0.99288875,0.9797536,0.97683746,0.9808106,0.8403076,0.8523547,0.8768223,0.8895881,0.9169817,0.92650753,0.9481546,0.9543835,0.9714815,0.97497153,0.99347353,0.9966256,1.0000001,0.99891293,0.97906506,-0.7337949,-0.74286664,-0.7420116,-0.75166494,-0.7391118,-0.74196357,-0.731892,-0.7444637,-0.7313422,-0.7356855,-0.72983235,-0.74197596,-0.7341682,-0.74465626,-0.7509447,-0.76189953,-0.7898405,-0.7795508,-0.7795985,-0.85081863,-0.8444761,-0.84265345,-0.8376063,-0.76291037,-0.76966184,0.70521414,0.7039418,0.74175453,0.73391557,0.7670601,0.7593919,0.799315,0.78153926,0.8216368,0.81041497,0.84958524,0.8328016,0.8656538,0.8552976,0.90179396,0.87990034,0.8057375,0.9170394,0.89028025,-0.464622,-0.4621811,-0.48289785,-0.4809632,-0.5084423,-0.5119458,-0.5298445,-0.5329797,-0.5588118,-0.557435,-0.58505327,-0.59142417,-0.6094029,-0.61502635,-0.6423036,-0.6473761,-0.6832881,-0.6853522,-0.76301223,-0.82517457,-0.8227269,-0.6603769,-0.6565871,-0.2576729,-0.25082365,-0.2749701,-0.26721287,-0.2991181,-0.29736036,-0.32416055,-0.32071647,-0.35148373,-0.35125664,-0.38682917,-0.38358182,-0.40985754,-0.4152098,-0.46558875,-0.45542285,-0.48583347,-0.47537094,-0.66732395,-0.48695123,-0.49720392,0.76086146,0.75626343,0.8002856,0.7947216,0.83467585,0.8192255,0.86001164,0.8447088,0.89318156,0.8762866,0.91308177,0.8952968,0.9465526,0.9322758,0.9723616,0.96272814,0.91136944
62,98s,0.50348735,0.6360994,0.60569215,0.58362997,0.783142,0.74094427,0.71570235,0.68644565,0.6688586,0.91656005,0.89963156,0.86102736,0.8348476,0.79395217,0.80092126,0.75214803,0.95909053,0.95254743,0.9581861,0.9559553,0.9136881,0.9030238,0.86568713,0.86186624,0.83855855,0.93751967,0.9433363,0.9658701,0.9660661,0.9794601,0.97795194,0.96414614,0.9568244,0.93064797,0.9301486,0.95222116,0.88463473,0.8968678,0.92029685,0.93087107,0.9618368,0.96228826,0.98076713,0.98124355,0.99115515,0.9920123,0.9811001,0.98035014,0.9869312,0.8245999,0.83670205,0.86261624,0.8757472,0.90494823,0.9144783,0.9381199,0.9447265,0.9636317,0.9677644,0.98888844,0.9938678,0.99891293,1.0000001,0.98487437,-0.74495995,-0.751933,-0.7526305,-0.7600802,-0.750016,-0.75071913,-0.7429864,-0.75263226,-0.7422885,-0.74485064,-0.740555,-0.74996436,-0.74415433,-0.75217813,-0.7592547,-0.766814,-0.7754972,-0.782074,-0.7789366,-0.8462986,-0.8376315,-0.8409848,-0.8330977,-0.76843697,-0.7717478,0.6867288,0.6854843,0.72426,0.71639895,0.7505066,0.7429203,0.7836502,0.76597136,0.80723447,0.7960271,0.83645797,0.8202967,0.85410863,0.84464383,0.8924662,0.8727843,0.81604445,0.91078603,0.8865549,-0.48418674,-0.4812781,-0.5018827,-0.49944595,-0.5267303,-0.5293719,-0.5475524,-0.54961824,-0.57515216,-0.5728276,-0.6003493,-0.6049562,-0.6234511,-0.62711775,-0.6543833,-0.6567272,-0.68893427,-0.68609744,-0.7489073,-0.8253869,-0.81983805,-0.6695466,-0.66266626,-0.2793312,-0.2722685,-0.2961108,-0.2880944,-0.31959745,-0.31743166,-0.34397152,-0.3398975,-0.37009075,-0.3690554,-0.40427154,-0.4001144,-0.42570323,-0.42919475,-0.47892,-0.46587935,-0.49310905,-0.47628066,-0.65330434,-0.49702978,-0.5017952,0.74363256,0.7390139,0.78429836,0.77880216,0.820069,0.80428284,0.8463851,0.8309616,0.88139945,0.86420107,0.90287817,0.8854308,0.93902063,0.9262246,0.9678916,0.96047693,0.917569
63,99o,0.46211237,0.5889718,0.5572475,0.5444273,0.7344053,0.6905984,0.67092294,0.64071155,0.6343312,0.8645943,0.84485996,0.815367,0.7915498,0.7517835,0.7605827,0.72151196,0.9070207,0.8960126,0.91008234,0.9068788,0.8707468,0.8627886,0.8258324,0.82426965,0.8145794,0.8898101,0.89145637,0.9190636,0.91553885,0.93781,0.935162,0.9256419,0.919124,0.89520437,0.8997479,0.938505,0.84351563,0.85127133,0.8798583,0.8851194,0.9224698,0.92206,0.9456363,0.94300276,0.95845574,0.9618851,0.9513321,0.95605385,0.9869146,0.7886481,0.7970545,0.8272451,0.83724785,0.87117827,0.8755722,0.90539193,0.9093612,0.9343763,0.9386977,0.9634993,0.9735745,0.97906506,0.98487437,0.99999994,-0.69554996,-0.69594085,-0.70136964,-0.7021557,-0.6989454,-0.6918157,-0.69192266,-0.6919775,-0.6902529,-0.6866906,-0.6868186,-0.687349,-0.6878141,-0.68800426,-0.69846195,-0.69556284,-0.6736907,-0.7050251,-0.69330186,-0.76367074,-0.7503253,-0.76207787,-0.74814886,-0.6990987,-0.6927298,0.6616168,0.65957516,0.69918036,0.6911456,0.727019,0.7197939,0.7600051,0.7448015,0.7868069,0.7760674,0.8183674,0.80670834,0.84326786,0.838468,0.88552594,0.8794235,0.8921538,0.9142186,0.90338016,-0.45447224,-0.44994608,-0.46975386,-0.46573332,-0.49198315,-0.49150172,-0.51068133,-0.5088572,-0.5335241,-0.52768403,-0.5551212,-0.5534555,-0.5742906,-0.57097936,-0.5994535,-0.59212136,-0.6134178,-0.59630626,-0.6403691,-0.7492475,-0.7365011,-0.6044105,-0.58658016,-0.25261837,-0.24565622,-0.2664326,-0.25805113,-0.28614902,-0.2831438,-0.30704924,-0.30108958,-0.327792,-0.32429606,-0.35714963,-0.35029075,-0.37208188,-0.36932534,-0.41679013,-0.39326915,-0.40980476,-0.374129,-0.53309023,-0.42370567,-0.41191202,0.7155813,0.71039164,0.75648606,0.7508119,0.7934731,0.777737,0.8204896,0.80605584,0.8583045,0.84205467,0.8848016,0.8724214,0.9262993,0.92296,0.95869255,0.9610156,0.96175325
64,A2o,-0.87590146,-0.9320737,-0.92244536,-0.9041974,-0.9563747,-0.9510874,-0.94839716,-0.9430428,-0.92471063,-0.91136587,-0.9226761,-0.94388264,-0.9470345,-0.9526417,-0.95420814,-0.9354671,-0.8021665,-0.82213736,-0.85793877,-0.8621763,-0.92144334,-0.9269947,-0.94083446,-0.94433635,-0.929399,-0.64544106,-0.6777965,-0.7277217,-0.7509556,-0.801848,-0.81335235,-0.87005186,-0.88137764,-0.90790683,-0.91124475,-0.87564456,-0.5007074,-0.535517,-0.5626765,-0.60383576,-0.65781415,-0.6591886,-0.7064146,-0.7223331,-0.78880185,-0.79608196,-0.84017915,-0.8480899,-0.7897554,-0.38278306,-0.4097456,-0.4379744,-0.46744445,-0.5059556,-0.5364029,-0.5655695,-0.58741367,-0.6145359,-0.6251819,-0.68311363,-0.69278324,-0.7337949,-0.74495995,-0.69554996,1.0000001,0.9984375,0.9997654,0.99713975,0.9996944,0.9975212,0.9996146,0.99614024,0.99933654,0.99776715,0.99889684,0.9948278,0.99814916,0.9932846,0.99450845,0.98182464,0.7029715,0.9633322,0.93842393,0.8736232,0.842307,0.91070825,0.8787569,0.9834982,0.9636999,-0.16357616,-0.16169088,-0.2085753,-0.19660203,-0.23689589,-0.22505158,-0.27838275,-0.24805918,-0.30242574,-0.28391156,-0.33746958,-0.30677703,-0.35014647,-0.33020282,-0.4050235,-0.3572172,-0.35207576,-0.42826697,-0.37992013,0.9113276,0.91218704,0.92311263,0.92411155,0.93704,0.9409297,0.9486815,0.9522408,0.96268016,0.9642082,0.9733859,0.97677875,0.9816871,0.9836289,0.9894024,0.9871641,0.97801125,0.9511682,0.73771036,0.9355061,0.90520054,0.9880021,0.9781134,0.8080106,0.80439043,0.82345366,0.81981194,0.8430091,0.8428631,0.8620728,0.8614726,0.8815061,0.88261896,0.9025885,0.9015559,0.91558444,0.9174764,0.93749326,0.9279956,0.9227934,0.8840335,0.7388919,0.93693495,0.9199701,-0.24614215,-0.23762825,-0.29844612,-0.28919584,-0.34518602,-0.3182984,-0.37914217,-0.35051075,-0.42750224,-0.39387202,-0.45241052,-0.41283908,-0.50857913,-0.4692682,-0.5733905,-0.5492664,-0.49429905
65,A2s,-0.8610345,-0.92221117,-0.9116131,-0.89060885,-0.953245,-0.9459526,-0.9404011,-0.93379897,-0.91227955,-0.91923845,-0.9295659,-0.9438772,-0.94418156,-0.9470405,-0.94806314,-0.9248521,-0.8187685,-0.83829886,-0.8691818,-0.8729461,-0.9241289,-0.9273592,-0.93831974,-0.94068104,-0.9210166,-0.6693515,-0.70104265,-0.74697983,-0.76960963,-0.81501496,-0.82570374,-0.87659967,-0.8859862,-0.90867037,-0.9102625,-0.8728476,-0.5288504,-0.563336,-0.5880168,-0.62876135,-0.67836595,-0.6796951,-0.72316355,-0.7388746,-0.7992508,-0.8048007,-0.8453295,-0.851129,-0.7892944,-0.41360193,-0.44056457,-0.4666938,-0.4957957,-0.53160834,-0.56208247,-0.58822286,-0.6097016,-0.633771,-0.6436955,-0.69723547,-0.704484,-0.74286664,-0.751933,-0.69594085,0.9984375,1.0,0.99906105,0.99965936,0.9984852,0.9995172,0.9982399,0.99904144,0.99811316,0.9990923,0.9980816,0.998162,0.9985478,0.9974315,0.9978079,0.9901445,0.73796904,0.97561383,0.9551324,0.89566684,0.8673928,0.9290913,0.90093374,0.99109304,0.9762369,-0.19733948,-0.19553876,-0.24111135,-0.2292104,-0.26808465,-0.25625342,-0.30826485,-0.2778901,-0.33043066,-0.3120443,-0.36347243,-0.3322729,-0.37354365,-0.3527028,-0.4248803,-0.3743073,-0.3443605,-0.44387943,-0.39289775,0.8928536,0.8942998,0.905977,0.9075959,0.9215296,0.92663926,0.93469256,0.9397417,0.95127577,0.9541076,0.96417737,0.97011155,0.9748547,0.9796743,0.9863255,0.9879611,0.985138,0.9649287,0.771983,0.95125836,0.9252102,0.9895189,0.9838083,0.7853245,0.7817477,0.80213124,0.7987137,0.8235153,0.8238087,0.84446377,0.84463376,0.86655384,0.86872286,0.8904025,0.89043695,0.90661836,0.9112177,0.93345106,0.92792255,0.92876613,0.8982347,0.77399063,0.93821317,0.92854893,-0.27874434,-0.2703138,-0.32940483,-0.3202465,-0.37427256,-0.34786063,-0.40670642,-0.37836993,-0.45238853,-0.41927505,-0.47477093,-0.4349277,-0.526676,-0.48563093,-0.5872602,-0.5609919,-0.49386442
66,A3o,-0.87109315,-0.9297975,-0.9196604,-0.9003957,-0.9573277,-0.9511877,-0.9473807,-0.9414507,-0.92198485,-0.9171764,-0.9280323,-0.94662064,-0.9487321,-0.9530853,-0.9546615,-0.9340951,-0.8116734,-0.8313502,-0.8654296,-0.86958617,-0.9255956,-0.93042207,-0.94297695,-0.9461643,-0.92960715,-0.6578251,-0.68988544,-0.7384654,-0.7614374,-0.81046236,-0.8217074,-0.87617606,-0.8868508,-0.9118619,-0.91474,-0.87905735,-0.51473254,-0.54938424,-0.5757933,-0.6167051,-0.66934377,-0.6707458,-0.7167077,-0.7325069,-0.79689866,-0.8036669,-0.84640145,-0.8537217,-0.79480183,-0.39772955,-0.42465276,-0.45225766,-0.48163843,-0.51935047,-0.54974544,-0.5780779,-0.5997877,-0.62598497,-0.6364425,-0.69289976,-0.70188785,-0.7420116,-0.7526305,-0.70136964,0.9997654,0.99906105,1.0000001,0.9982999,0.9998596,0.99856377,0.9997144,0.99753004,0.99955535,0.9987031,0.9992993,0.9964801,0.9989683,0.99522436,0.9963697,0.98523384,0.7161286,0.96831584,0.9447747,0.882694,0.85233146,0.9184712,0.88770336,0.98681426,0.96854305,-0.17928353,-0.17745315,-0.2239548,-0.21202183,-0.2519669,-0.24016537,-0.29314065,-0.26283914,-0.31675074,-0.2983193,-0.35128367,-0.3205257,-0.36322847,-0.34313133,-0.4170792,-0.36873138,-0.35596478,-0.439195,-0.39035472,0.90444976,0.90538603,0.91675603,0.917827,0.93134266,0.93553746,0.9435903,0.94754434,0.95854163,0.96035475,0.9701296,0.9742009,0.9793059,0.98202586,0.988397,0.9872416,0.98050064,0.95558566,0.7501616,0.94215477,0.9131283,0.9885791,0.9798153,0.798453,0.7947289,0.8144223,0.81072974,0.8346259,0.8345171,0.85441124,0.8539131,0.8747839,0.87610084,0.8969579,0.8961044,0.9110073,0.9135807,0.93478066,0.92625195,0.9233997,0.88688314,0.7506019,0.93605024,0.92115873,-0.26161736,-0.25316352,-0.3134374,-0.30427235,-0.35971814,-0.333033,-0.39326614,-0.364801,-0.44094104,-0.40754485,-0.46507716,-0.42555523,-0.5200465,-0.48044917,-0.58357227,-0.55903375,-0.5004152
67,A3s,-0.8556922,-0.91954786,-0.90839905,-0.8863427,-0.9541572,-0.945931,-0.9390952,-0.93183976,-0.90917134,-0.9254835,-0.9354051,-0.9467388,-0.94589937,-0.9472966,-0.94829524,-0.92320144,-0.82910943,-0.84830815,-0.8772344,-0.88098097,-0.9284899,-0.9308754,-0.9404452,-0.94244117,-0.9211186,-0.68291926,-0.7142705,-0.7586363,-0.7809795,-0.8242813,-0.83474296,-0.8831442,-0.8917477,-0.9127799,-0.9138292,-0.8763911,-0.5442545,-0.5785346,-0.6023156,-0.6427815,-0.6908405,-0.6921754,-0.73427266,-0.7498949,-0.80792385,-0.8128487,-0.8519267,-0.85703564,-0.79462934,-0.43004215,-0.45694217,-0.4823072,-0.51128376,-0.5461806,-0.5765815,-0.60179365,-0.6230895,-0.64614844,-0.6558847,-0.7077651,-0.71418965,-0.75166494,-0.7600802,-0.7021557,0.99713975,0.99965936,0.9982999,1.0,0.9976719,0.9996976,0.99734956,0.99964374,0.99737495,0.99918556,0.9975325,0.99903405,0.9984626,0.9986286,0.99890965,0.9930213,0.7519985,0.98025,0.961346,0.90497416,0.8777894,0.9368957,0.91015434,0.9938362,0.98073226,-0.21470433,-0.21292935,-0.25802797,-0.24613255,-0.2846306,-0.27281308,-0.32444206,-0.2940683,-0.34612,-0.32778445,-0.37860417,-0.34730595,-0.38787097,-0.36686543,-0.43806112,-0.38687795,-0.34852588,-0.45585635,-0.4043713,0.88420767,0.8857688,0.89790064,0.8996298,0.9141642,0.9196694,0.92798537,0.93352985,0.94562995,0.9488234,0.9594907,0.96621054,0.9711213,0.9768413,0.9841484,0.9870408,0.98689705,0.96892464,0.7851017,0.95780504,0.9332156,0.9891243,0.9847101,0.7738207,0.77016324,0.7912193,0.7877691,0.8132837,0.8136477,0.8350197,0.835324,0.85813403,0.8605679,0.8831736,0.8834569,0.9004985,0.90588576,0.929413,0.9250098,0.92840445,0.9004073,0.7864149,0.93620884,0.9289669,-0.29580775,-0.2874049,-0.34585178,-0.33674648,-0.39017695,-0.36396426,-0.42212626,-0.39394277,-0.46703187,-0.43416864,-0.48856065,-0.44880098,-0.53917605,-0.49775445,-0.59827507,-0.5715191,-0.50043714
68,A4o,-0.8754047,-0.93292445,-0.9231985,-0.9042107,-0.95851314,-0.95308006,-0.9498714,-0.94438267,-0.92520714,-0.91526985,-0.9266293,-0.94686794,-0.94964653,-0.95482665,-0.9564589,-0.93662935,-0.8076139,-0.82762086,-0.8625847,-0.866971,-0.9250025,-0.9302653,-0.94377697,-0.94712794,-0.9312126,-0.65177226,-0.68419224,-0.7336092,-0.75697196,-0.80688995,-0.8184415,-0.87440807,-0.88553774,-0.9115634,-0.9146397,-0.8785807,-0.5074964,-0.54239255,-0.5692516,-0.6104732,-0.6639241,-0.6653686,-0.71206397,-0.7280909,-0.7939359,-0.8009685,-0.84480584,-0.85236526,-0.79319113,-0.38976496,-0.41682348,-0.4447789,-0.47437102,-0.5125219,-0.54315424,-0.5720401,-0.59394383,-0.620625,-0.6312775,-0.6888158,-0.6981214,-0.7391118,-0.750016,-0.6989454,0.9996944,0.9984852,0.9998596,0.9976719,1.0,0.99826527,0.999887,0.9971327,0.99981165,0.99863195,0.9995741,0.9961368,0.99906325,0.99475515,0.99590045,0.984037,0.7102362,0.9663798,0.94221324,0.87871426,0.847877,0.9151792,0.8838332,0.9856695,0.96668416,-0.17049168,-0.16869345,-0.21543244,-0.2035105,-0.24367364,-0.2318756,-0.28523415,-0.25485745,-0.30919954,-0.29072875,-0.3441914,-0.31335634,-0.35648286,-0.3363928,-0.41114253,-0.36286893,-0.35304314,-0.43395358,-0.3851707,0.9086552,0.909519,0.9206334,0.92161244,0.93485403,0.93890756,0.94667304,0.95045817,0.96109796,0.96275353,0.97216934,0.97589314,0.9808117,0.98312736,0.9890829,0.98747367,0.9795031,0.9537375,0.7445756,0.9391915,0.9094895,0.9885837,0.9793838,0.8040153,0.80025375,0.8196687,0.81592387,0.8394668,0.8392636,0.85876787,0.85815656,0.87856543,0.8797134,0.90006727,0.89907694,0.9133998,0.91555196,0.9361461,0.9271458,0.92307514,0.88550884,0.7454139,0.93647367,0.9206436,-0.25309557,-0.24468568,-0.30527943,-0.29611862,-0.351938,-0.32519037,-0.38589615,-0.35736513,-0.43411854,-0.40061283,-0.4586575,-0.41903156,-0.51465815,-0.47506958,-0.5791398,-0.5546805,-0.49702716
69,A4s,-0.863385,-0.9246095,-0.9143618,-0.8925632,-0.9551367,-0.94842565,-0.942366,-0.9360985,-0.9135518,-0.92071104,-0.9316225,-0.94534314,-0.94569534,-0.9485652,-0.9496008,-0.92562735,-0.82021594,-0.8402903,-0.8701905,-0.8742871,-0.9251084,-0.9282467,-0.93944055,-0.941712,-0.9209472,-0.6703651,-0.7025705,-0.7478837,-0.7710468,-0.8153485,-0.8263107,-0.8770485,-0.88649607,-0.9091542,-0.9104049,-0.8714331,-0.5294737,-0.56442523,-0.5884659,-0.62974524,-0.67860395,-0.6801056,-0.7229662,-0.7390903,-0.799181,-0.80451334,-0.84529394,-0.8506619,-0.7866249,-0.41402912,-0.4413384,-0.46687734,-0.496349,-0.5315452,-0.56258667,-0.58812207,-0.60989773,-0.6332732,-0.6432586,-0.6965328,-0.70330024,-0.74196357,-0.75071913,-0.6918157,0.9975212,0.9995172,0.99856377,0.9996976,0.99826527,1.0000001,0.99810266,0.99982,0.9982601,0.9998003,0.9985437,0.99941397,0.99926573,0.9988341,0.9989278,0.9922796,0.74407184,0.97847027,0.9588832,0.8991641,0.871399,0.93220013,0.9047215,0.9931214,0.97922057,-0.19719407,-0.19557089,-0.24077654,-0.22897255,-0.26752305,-0.2557569,-0.30770347,-0.277223,-0.32958588,-0.31127456,-0.36243254,-0.3309095,-0.37173516,-0.3505532,-0.42271504,-0.3711187,-0.33461076,-0.44088763,-0.38903907,0.89189553,0.89341897,0.9051365,0.9068031,0.9208254,0.92620903,0.9340392,0.9394709,0.9509541,0.95406115,0.9641027,0.97055405,0.97497874,0.98038065,0.98684734,0.9894231,0.98769194,0.9688913,0.77857107,0.9538297,0.92847294,0.99113107,0.98653597,0.78482187,0.78111404,0.8018355,0.79836935,0.82339424,0.82365906,0.8445123,0.84476435,0.86693954,0.8692329,0.8910833,0.8912799,0.9076129,0.9126445,0.9350514,0.93050253,0.93245286,0.90362626,0.7818053,0.940858,0.9326894,-0.27871525,-0.2704582,-0.32912606,-0.32012725,-0.3738203,-0.34759378,-0.4061708,-0.37791476,-0.45159924,-0.41857964,-0.47334945,-0.4331892,-0.52500296,-0.4832248,-0.5853107,-0.55832607,-0.48700324
70,A5o,-0.8777588,-0.93377405,-0.924294,-0.90562767,-0.9573095,-0.9523883,-0.9496591,-0.9444804,-0.9255243,-0.9115743,-0.92322487,-0.9442789,-0.94745034,-0.95344096,-0.9549592,-0.9357724,-0.8018803,-0.82213765,-0.8574783,-0.8618622,-0.9213188,-0.9267909,-0.94110376,-0.9445488,-0.9289297,-0.64454126,-0.6771934,-0.7268005,-0.75031316,-0.80079454,-0.81235373,-0.8692961,-0.88060653,-0.9074271,-0.91060895,-0.8739572,-0.49946606,-0.5345195,-0.56129104,-0.6027954,-0.65642685,-0.65784115,-0.7048639,-0.7209295,-0.7874723,-0.7945336,-0.83909136,-0.846835,-0.7871363,-0.38134986,-0.40848383,-0.43631363,-0.46603295,-0.5042242,-0.5349863,-0.56385803,-0.58587384,-0.612643,-0.6232632,-0.68110335,-0.69044805,-0.731892,-0.7429864,-0.69192266,0.9996146,0.9982399,0.9997144,0.99734956,0.999887,0.99810266,1.0,0.99697864,0.9999501,0.99867666,0.9997661,0.99607897,0.999198,0.99465114,0.9957732,0.98355365,0.7057729,0.9654604,0.94100654,0.8754891,0.84435314,0.9125377,0.88090855,0.9852745,0.96593595,-0.16159,-0.15973637,-0.2063807,-0.19435027,-0.23454186,-0.22267054,-0.2759871,-0.24548286,-0.2998558,-0.28127113,-0.33474156,-0.3037771,-0.34691343,-0.32670406,-0.40146312,-0.35309428,-0.3449193,-0.42431706,-0.37547976,0.9117913,0.9127269,0.92369914,0.9247329,0.9377449,0.9418005,0.94946706,0.9532976,0.9636644,0.96538514,0.9745377,0.978253,0.9829554,0.9852339,0.9909,0.98917204,0.98066026,0.95445573,0.7410846,0.9372894,0.90725356,0.9901718,0.98088354,0.8091283,0.80545163,0.8248067,0.82119316,0.84451026,0.8443817,0.86378264,0.8632613,0.8834917,0.8846928,0.9048496,0.9039261,0.918068,0.92019576,0.9402662,0.9313488,0.92698,0.88900626,0.743495,0.94045836,0.9241979,-0.24432394,-0.23578122,-0.29636034,-0.28713927,-0.34303275,-0.3161474,-0.37689525,-0.34817347,-0.4251653,-0.39143372,-0.44961098,-0.40969598,-0.5055932,-0.46575636,-0.57040155,-0.54585034,-0.48868102
71,A5s,-0.85826975,-0.921047,-0.91041595,-0.8878252,-0.9537389,-0.9463274,-0.93940085,-0.9326712,-0.9091976,-0.9228268,-0.93344796,-0.944929,-0.9443377,-0.9463494,-0.94720274,-0.9218664,-0.8251323,-0.84500843,-0.8732876,-0.87729746,-0.9254961,-0.92784965,-0.93818253,-0.9401216,-0.9179497,-0.67767227,-0.7096198,-0.75358176,-0.7765099,-0.8190746,-0.8297733,-0.8786775,-0.8874203,-0.90889645,-0.9096344,-0.8703016,-0.53825074,-0.57303894,-0.59621775,-0.63733155,-0.68475354,-0.68621165,-0.72789437,-0.7439282,-0.80207556,-0.8067694,-0.8464688,-0.8512399,-0.78641057,-0.4237377,-0.45100778,-0.47577897,-0.50513625,-0.5394275,-0.5704372,-0.59501743,-0.6166519,-0.6390448,-0.64881796,-0.7006202,-0.7065737,-0.7444637,-0.75263226,-0.6919775,0.99614024,0.99904144,0.99753004,0.99964374,0.9971327,0.99982,0.99697864,1.0000001,0.9972308,0.99954057,0.9976827,0.99981546,0.9988064,0.99951035,0.9994252,0.9943036,0.75443995,0.981839,0.9636061,0.90565896,0.87880385,0.93753767,0.91126233,0.9950013,0.9826219,-0.20790058,-0.20627855,-0.25097823,-0.2391676,-0.27726793,-0.26549974,-0.3169753,-0.2864822,-0.3382712,-0.31997275,-0.37045297,-0.33879977,-0.37891087,-0.3575027,-0.4287024,-0.37636107,-0.33265927,-0.44559672,-0.39310813,0.88525116,0.8869435,0.89895475,0.90079314,0.91518813,0.92094606,0.9289254,0.9348278,0.94667464,0.950187,0.9605723,0.9677822,0.97221357,0.97848296,0.98532027,0.98906094,0.9894398,0.9726485,0.78866744,0.95837027,0.9343003,0.99110323,0.9877392,0.7768437,0.77314544,0.79436606,0.7909631,0.8165118,0.816902,0.83829814,0.8387615,0.8616007,0.86420673,0.886715,0.88721734,0.90425706,0.910069,0.93327516,0.92989755,0.93395174,0.9075264,0.79221696,0.9408223,0.93485296,-0.28904527,-0.28076774,-0.33880484,-0.32982734,-0.38288617,-0.35680658,-0.41468322,-0.38649982,-0.45927304,-0.42640015,-0.48013136,-0.43995187,-0.53044593,-0.48814344,-0.5893541,-0.5617899,-0.4870607
72,A6o,-0.8788956,-0.93473107,-0.9254178,-0.90658045,-0.95798737,-0.9532996,-0.9504334,-0.9453951,-0.92620355,-0.9119092,-0.9237914,-0.9447655,-0.947989,-0.95402575,-0.95550865,-0.93620944,-0.802029,-0.82251036,-0.8576154,-0.8621416,-0.92160356,-0.92705715,-0.94149303,-0.9449028,-0.9290049,-0.6444193,-0.67727506,-0.72673476,-0.75045455,-0.8006571,-0.8123256,-0.86932296,-0.8806738,-0.9075284,-0.910554,-0.87337834,-0.49915868,-0.5343901,-0.5609719,-0.6026906,-0.65611494,-0.6575857,-0.70449275,-0.7207155,-0.78725517,-0.7942471,-0.83892095,-0.8464868,-0.7860478,-0.38094044,-0.40822044,-0.43586123,-0.46572047,-0.50372136,-0.53470755,-0.5634035,-0.5855362,-0.6121403,-0.62279445,-0.6805965,-0.6897837,-0.7313422,-0.7422885,-0.6902529,0.99933654,0.99811316,0.99955535,0.99737495,0.99981165,0.9982601,0.9999501,0.9972308,1.0000001,0.9989174,0.9999092,0.99647206,0.9994197,0.99508893,0.996101,0.98419464,0.707444,0.9662725,0.94209397,0.87639356,0.8454133,0.9133307,0.88191426,0.98586446,0.96682376,-0.16096927,-0.1591817,-0.20571005,-0.19372639,-0.23380741,-0.22196415,-0.2752867,-0.24474284,-0.29907238,-0.28051162,-0.3339274,-0.30282527,-0.34590346,-0.3255569,-0.4003969,-0.35160556,-0.34122112,-0.42295593,-0.3737206,0.9117303,0.91270065,0.92365503,0.92471623,0.93771726,0.9418667,0.9494144,0.9533761,0.9637021,0.9655269,0.9746204,0.9785152,0.9830746,0.98555726,0.99110734,0.9897043,0.98147154,0.9557441,0.7429651,0.9379534,0.9081328,0.9907064,0.98179054,0.8092959,0.80559087,0.8250201,0.8214014,0.8447518,0.84462285,0.8640317,0.86355317,0.88382053,0.88508,0.90522873,0.904382,0.9185176,0.9207964,0.9408412,0.93227285,0.9281623,0.8907986,0.74584126,0.9413459,0.92562085,-0.24373412,-0.23526034,-0.2957125,-0.2865486,-0.34233898,-0.3155231,-0.37621048,-0.34750843,-0.42442682,-0.39071524,-0.44871053,-0.40868235,-0.50467384,-0.46454406,-0.56940484,-0.5445474,-0.4859609
