train_loss,train_accuracy,epochs
0.3339926486497066,0.912956946761495,176
0.2794655487251262,0.9243714695466386,177
0.2661395019630029,0.9321860274533907,178
0.26632886723353344,0.9318152993629331,179
0.4249023045916823,0.910465914153683,180
0.2489200976464941,0.9324234235113154,181
0.19453321346476946,0.9474931951883396,182
0.21362712760510144,0.9447940345297444,183
0.2530038778618995,0.933746987834265,184
0.14858846347345142,0.955262225083983,185
0.14697097822056832,0.9580979697759047,186
0.18907942394175864,0.9514638881571887,187
0.17442485353848997,0.9554736051355597,188
0.12254405967246573,0.9684686003063385,189
0.10466589310133641,0.9691937964832863,190
0.12494840673147739,0.9654247275636335,191
0.10163364090341548,0.9691190004650361,192
0.11241044187856321,0.970943372910183,193
0.10982620508678122,0.9685206323190343,194
0.1195517975903626,0.968471852307132,195
0.1365155912463099,0.9659710636969395,196
0.10113153402955456,0.9714344250299997,197
0.08727390076941849,0.9706962208498778,198
0.09655659191679215,0.974920569880619,199
0.099667706276552,0.9689694084285356,200
0.07696055477684961,0.9769303063709948,201
0.08756093622166694,0.9754148740012293,202
0.09887132110281811,0.9737498495949632,203
0.05734670767173196,0.9793075189510346,204
0.11476378423780104,0.9705336208102034,205
0.07907792921960602,0.9773563184749418,206
0.0838799181742169,0.9774961545090617,207
0.049657452183453285,0.9841139761238101,208
0.08258957071299548,0.9746343938107921,209
0.052297818310405385,0.9825172437342075,210
0.07715073891546571,0.9797985710708513,211
0.04499281874816003,0.9881594651109095,212
0.059333678463569996,0.9819286315905861,213
0.07919652143260077,0.9815448954969545,214
0.05035127961726087,0.985678188505478,215
0.04902199938751528,0.9865952527292416,216
0.05302390197935838,0.9848001482912362,217
0.07849230555551724,0.9812847354334755,218
0.07424815860421966,0.9832521959135359,219
0.0500465417914201,0.9877041849998212,220
0.04427169036885689,0.9875676009664947,221
0.0425390290165554,0.9896261174687727,222
0.04859330243130405,0.9870180128323951,223
0.02979911596736268,0.9903903376552424,224
0.09413492915196539,0.9776555025479426,225
0.034265221931143335,0.989535061446555,226
0.056540984623922506,0.98649118870385,227
0.03106104194687543,0.9923708061384767,228
0.030851003268583307,0.9897171734909903,229
0.04268006910492485,0.9879968650712351,230
0.05311001314614634,0.9855220924673905,231
0.062347385448329275,0.9866635447459049,232
0.035028411070533415,0.9906667577226889,233
0.04401481525136465,0.9886245012243783,234
0.04430324277018674,0.9907090337330042,235
0.03934372565902757,0.9917496739869205,236
0.05140668858898751,0.9862668006490993,237
0.043891771122373135,0.9897692055036862,238
0.028011071675952164,0.993938270520938,239
0.02942336943186897,0.9929659222836851,240
0.05649919225538914,0.9857107085134129,241
0.03378713865374709,0.9914732539194739,242
0.027661783420232847,0.991873250017073,243
0.058267782856214374,0.9875448369609402,244
0.04164814153556772,0.9892261213711736,245
0.0367870802163788,0.992273246114672,246
0.06168077254498194,0.9906309857139605,247
0.03109203571160812,0.9926862502154451,248
0.03516144571280976,0.9928878742646413,249
0.037616179718774664,0.9895545734513159,250
0.023220693296055542,0.9952715908462682,251
0.05420568071265268,0.9879708490648872,252
0.051517200920155146,0.9906179777107865,253
0.03448145869337162,0.9927155182225864,254
0.024735050913930086,0.9946472066939185,255
0.04678564721964142,0.9911220378337773,256
0.04334074238107188,0.990494401680634,257
0.05549544301046719,0.9898765215298713,258
0.0300356641391152,0.9934114463923929,259
0.028845924821829683,0.9923350341297483,260
0.05468829415283188,0.988442389179943,261
0.017134367005617518,0.9967772672136532,262
0.042934869556734645,0.9891968533640322,263
0.024147834442381572,0.9948195627359733,264
0.059561914028492355,0.9888586452815095,265
0.021644785812021172,0.9962406870827276,266
0.028849896755904932,0.9928195822479781,267
0.026801996587383595,0.9944455826447222,268
0.016960231979417664,0.9970894592898281,269
0.034244186809657316,0.9934537224027082,270
0.0414186216961126,0.9953463868645184,271
0.03955960004169051,0.990793585753635,272
0.035294914434383276,0.9921204020773781,273
0.030128448238711962,0.99545045088991,274
0.02541220976133132,0.9952845988494421,275
