train_loss,train_accuracy,epochs
2.2564224917162674,0.0043023970497848806,1
2.0668727476862623,0.06646114021651821,2
1.8473547659380463,0.16450571213939377,3
1.707315815665361,0.2970117364708637,4
1.6434534292252805,0.3653167611372897,5
1.6012299082640205,0.38690029040367085,6
1.5972165539736756,0.4022529861497286,7
1.5614144401423349,0.41125127234531045,8
1.5389547009833044,0.4202430545393053,9
1.514748895128634,0.43108197318400143,10
1.5285771518896105,0.44043147546528,11
1.4887924095160157,0.45306224654718813,12
1.4387640466110876,0.46445725732757076,13
1.4163041824905727,0.4680669782083427,14
1.3981764551109561,0.48089286933786013,15
1.3431068098485568,0.491263499868294,16
1.3198296506075613,0.49832034159016336,17
1.280546524560392,0.5124763010442175,18
1.2626042893147111,0.5192697307018143,19
1.204291169734644,0.5220566953818336,20
1.1783109542335726,0.5357118467136905,21
1.1325662170293525,0.5415914641483173,22
1.115635504490524,0.5431784405355395,23
1.0848117186106778,0.5535002910540711,24
1.0538603027727758,0.5624205292306091,25
1.0381845399464624,0.5713602794119081,26
1.0050486520106305,0.5815878219074285,27
0.9876628422399923,0.5917568283886662,28
0.9651491572575244,0.6007453585818675,29
0.9444426295662085,0.6088135725505117,30
0.9268271551403944,0.6184297388968563,31
0.9021632259776707,0.6249337404838327,32
0.8671581782834502,0.6352360789976033,33
0.8650664851788474,0.6403449722441732,34
0.8308203750957863,0.658322032630576,35
0.804564927312578,0.664656930176291,36
0.8021879835354905,0.6801494619564687,37
0.7659579502564302,0.6852843712093866,38
0.7534460793814921,0.6972582381310101,39
0.7362042077121242,0.7074304966130411,40
0.7106656190410827,0.7203832157735046,41
0.7039497954377318,0.7325912267522593,42
0.6798248014811074,0.7417033329756132,43
0.6665626311312103,0.7558625444304609,44
0.6606120266355017,0.7601519334770718,45
0.6227975713209979,0.7671502391846584,46
0.6049320306288025,0.7858492437472154,47
0.6002031882075026,0.7954198820824512,48
0.5788956201959172,0.8019759156821235,49
0.5579920946411205,0.8201480961161355,50
0.5597711660203442,0.814489614735466,51
0.5535469375513556,0.8296211744275666,52
0.49640534070635,0.843279577760217,53
0.5019019755121079,0.841328377284124,54
0.536103855626357,0.8418194294039407,55
0.4648798422983998,0.8525282680168974,56
0.47803388760361615,0.8562388009222675,57
0.4687753519827435,0.8625802024695695,58
0.45530860401231316,0.8631395466060494,59
0.4454035858395889,0.8590062535975259,60
0.4315998844194928,0.8690744480541653,61
0.414594907220608,0.8821995232566837,62
0.427183713212287,0.8781735462743453,63
0.40949764996519106,0.8789475224631955,64
0.40473432132289333,0.8821767592511293,65
0.40711563761143044,0.8870059804294592,66
0.3906685397549596,0.8866547643437624,67
0.372284835356345,0.883366991541546,68
0.4161354667459074,0.8830515474645776,69
0.37015094208885946,0.8965440987567601,70
0.3725444771684148,0.8932920979632719,71
0.36014522853835845,0.8976107550170243,72
0.3618867446276392,0.8947327343147872,73
0.37905484477612816,0.8978611590781228,74
0.36782705352429346,0.8983522111979395,75
0.3432553337945815,0.9019651840795049,76
0.3479376776072626,0.9018903880612547,77
0.3230400136648716,0.9023814401810714,78
0.354260163155451,0.9043326406571643,79
0.29266375993159965,0.9085147136775902,80
0.30405365755028413,0.9078025255038162,81
0.29957908395671606,0.9150805032796429,82
0.2973415075418556,0.9112854183536421,83
0.2807742149976645,0.91697967174304,84
0.28771925396510645,0.9147780672058484,85
0.2790247331157996,0.9154089553597851,86
0.28241734269281193,0.9164105716041795,87
0.25106077654265524,0.9194284283405365,88
0.26914737607273403,0.918885344208024,89
0.2881492964129976,0.9165016276263971,90
0.26294140417916007,0.9181568960302826,91
0.26906603785501343,0.9199194804603532,92
0.25639724229987765,0.9253828417934133,93
0.26859859879223164,0.9270901422099947,94
0.24021949544672958,0.925626741852925,95
0.230617515643603,0.926612098093352,96
0.2812907237578152,0.9231877412578089,97
0.24955408312318328,0.9277893223805946,98
0.24043413485941198,0.932260823471641,99
0.22544642386589192,0.9320396874176837,100
