train_loss,val_loss,train_accuracy,val_accuracy,epochs
0.253107256034448,0.2067589373214864,0.932254319470054,0.9380563534571789,101
0.23607042839071912,0.26096298278557845,0.932368139497826,0.9314543272748559,102
0.20838948952254163,0.21149217696081896,0.9321730194502168,0.9392883971863689,103
0.2244833108787727,0.21791982935866427,0.9324819595255981,0.9481064296236831,104
0.23471571155475102,0.24243939882370188,0.934579500037398,0.9377706419588938,105
0.22192137665463962,0.23406875481066453,0.9315128632891386,0.9110517388680529,106
0.2191132106965473,0.20166383165010543,0.9366640325460239,0.9432493341528375,107
0.19860727355479202,0.23159547315939688,0.9343648679850278,0.8937710712229985,108
0.20257046252191563,0.2085953466461363,0.9367746005730025,0.9324856760979335,109
0.19641778146392494,0.18737088937508992,0.9403452974442525,0.939999191645517,110
0.18608401700879096,0.194380411304289,0.9402867614299698,0.9513621469895067,111
0.20135189100678472,0.19051842479973224,0.9409794375989827,0.9340034313254086,112
0.18744614029833165,0.21489288472436294,0.9413371576862665,0.9337260821148783,113
0.1963122042729682,0.1988262894554077,0.9408330975632758,0.9552715165148215,114
0.19335651353385902,0.29306280030769305,0.9422412139068562,0.9351685767525613,115
0.19948457304493658,0.18907212265122805,0.9410900056259613,0.938767147916327,116
0.20292481297500023,0.2139003608699957,0.9405306614894814,0.9262334722866815,117
0.19217403449378473,0.17742354691044537,0.9444460704448412,0.9525175364142788,118
0.18773637300422308,0.17292752704940492,0.9432135621441091,0.947820718125398,119
0.1752787033427575,0.21068560372448172,0.945350126665431,0.9532882606023356,120
0.17616765922595579,0.2084030366187833,0.9433761621837836,0.9631390355773533,121
0.1740239766517812,0.18073200825973815,0.946836291028055,0.9530596914037076,122
0.1897579771458805,0.1725473784431071,0.9463810109169667,0.9524325198221063,123
0.20503570970625132,0.1567006282609344,0.9463029628979229,0.9494332459474263,124
0.16980396202469428,0.1990554795232462,0.9485728594517777,0.9245345341578549,125
0.1683148603402884,0.22382505255061788,0.9485858674549517,0.9507907239929366,126
0.1755530235176277,0.19700522626220074,0.9464590589360103,0.9464827520846486,127
0.16980841018866977,0.17309110598922967,0.9481533513494177,0.942109275588949,128
0.18639614409805833,0.30485856907439557,0.9461110948511071,0.8864916997325462,129
0.17034114414389043,0.17553140634083628,0.9460590628384113,0.9533272846118575,130
0.20218715368895582,0.16570021836791246,0.9447485065186356,0.9447029785075267,131
0.1670871060372589,0.16472665512251447,0.9498443917620316,0.9564798670953732,132
0.15083342152469467,0.17481440914457347,0.951499660165917,0.9467336207172892,133
0.14870949354822346,0.18904764550377995,0.9510899080659375,0.9498750534837987,134
0.15688280557621637,0.18443348817128724,0.9467875110161527,0.9581188754952913,135
0.16131514268067237,0.1599780492346399,0.9513045401183078,0.9576338628055197,136
0.18191510525697877,0.17151597687461748,0.946683446990761,0.9425678077008308,137
0.18006720698241782,0.1670685367693277,0.9480135153152978,0.9620895684641404,138
0.17153227274397545,0.1779326496980606,0.9510508840564157,0.959773214756093,139
0.1546678263632063,0.16712607869535642,0.9510476320556223,0.948907815533507,140
0.19872756857431173,0.15676357157624057,0.9481728633541786,0.9584059807082022,141
0.14765405464613696,0.16205761918582862,0.9518411202492333,0.9482806439519057,142
0.1443170001590857,0.21662826688904396,0.9549305210030471,0.9083785942158056,143
0.16786899193873422,0.16164869083073016,0.9501305678318586,0.953851321311151,144
0.158538880018818,0.15338850948832047,0.9510931600667311,0.9587976145180465,145
0.15955885525749447,0.16237293961544264,0.9541142688038816,0.973980741651301,146
0.1291491778446563,0.1501874152236165,0.9560166892680722,0.9616812100787867,147
0.19983013994843016,0.14899206346302118,0.9510183640484808,0.9528046416271897,148
0.16827550560186388,0.15385873987606477,0.9535126486570863,0.9623878233940575,149
0.15243157673434984,0.14966424048138244,0.9523419283714305,0.9475461563441193,150
0.16703508579840082,0.15297484405460993,0.9475744952081768,0.9358960957872188,151
0.1417837554895739,0.1446612541538566,0.954130528807849,0.9629508841028729,152
0.1564273363670424,0.15531335576715083,0.9520134762912882,0.9446277179177346,153
0.14775682720177483,0.1543496301923792,0.9526346084428444,0.9619724964355748,154
0.1432442185430231,0.16164740776050618,0.9565012373863019,0.9437287719841061,155
0.1404896397701466,0.15981903195264252,0.9564947333847149,0.9595613701329743,156
0.14110296715466233,0.1649033328273816,0.9542996328491105,0.9620547255984959,157
0.16006638464547335,0.18221585153895675,0.9518736402571683,0.954753054674031,158
0.17009875273483863,0.16226887978485835,0.9546996289467095,0.9626498417437043,159
0.15264902844368022,0.1464459349809164,0.9553305171006462,0.9700086549678261,160
0.1583118379494166,0.14874398661843805,0.9550443410308193,0.9679013584536458,161
0.16944893381361556,0.16227868579184576,0.9550443410308193,0.9690414170175343,162
0.16040644654306813,0.12814323484536244,0.9547256449530573,0.9610707630726948,163
0.12448852534364048,0.16615638266132876,0.9577630136941754,0.9575223656354572,164
0.1396504542829094,0.22992235170770303,0.9576589496687837,0.9095172590650683,165
