,flop,suitedness,pairness,connectedness,high_low_texture,high_card,straightness
338,"('2s', '4s', '6c')",1.0,0.0,0.0,0.0,4.0,1.0
339,"('2s', '4s', '6d')",1.0,0.0,0.0,0.0,4.0,1.0
340,"('2s', '4s', '7s')",2.0,0.0,0.0,0.0,5.0,0.0
341,"('2s', '4s', '7h')",1.0,0.0,0.0,0.0,5.0,0.0
342,"('2s', '4s', '7c')",1.0,0.0,0.0,0.0,5.0,0.0
343,"('2s', '4s', '7d')",1.0,0.0,0.0,0.0,5.0,0.0
344,"('2s', '4s', '8s')",2.0,0.0,0.0,0.0,6.0,0.0
345,"('2s', '4s', '8h')",1.0,0.0,0.0,0.0,6.0,0.0
346,"('2s', '4s', '8c')",1.0,0.0,0.0,0.0,6.0,0.0
347,"('2s', '4s', '8d')",1.0,0.0,0.0,0.0,6.0,0.0
348,"('2s', '4s', '9s')",2.0,0.0,0.0,0.0,7.0,0.0
349,"('2s', '4s', '9h')",1.0,0.0,0.0,0.0,7.0,0.0
350,"('2s', '4s', '9c')",1.0,0.0,0.0,0.0,7.0,0.0
351,"('2s', '4s', '9d')",1.0,0.0,0.0,0.0,7.0,0.0
352,"('2s', '4s', 'Ts')",2.0,0.0,0.0,0.0,8.0,0.0
353,"('2s', '4s', 'Th')",1.0,0.0,0.0,0.0,8.0,0.0
354,"('2s', '4s', 'Tc')",1.0,0.0,0.0,0.0,8.0,0.0
355,"('2s', '4s', 'Td')",1.0,0.0,0.0,0.0,8.0,0.0
356,"('2s', '4s', 'Js')",2.0,0.0,0.0,0.0,9.0,0.0
357,"('2s', '4s', 'Jh')",1.0,0.0,0.0,0.0,9.0,0.0
358,"('2s', '4s', 'Jc')",1.0,0.0,0.0,0.0,9.0,0.0
359,"('2s', '4s', 'Jd')",1.0,0.0,0.0,0.0,9.0,0.0
360,"('2s', '4s', 'Qs')",2.0,0.0,0.0,0.0,10.0,0.0
361,"('2s', '4s', 'Qh')",1.0,0.0,0.0,0.0,10.0,0.0
362,"('2s', '4s', 'Qc')",1.0,0.0,0.0,0.0,10.0,0.0
363,"('2s', '4s', 'Qd')",1.0,0.0,0.0,0.0,10.0,0.0
364,"('2s', '4s', 'Ks')",2.0,0.0,0.0,0.0,11.0,0.0
365,"('2s', '4s', 'Kh')",1.0,0.0,0.0,0.0,11.0,0.0
366,"('2s', '4s', 'Kc')",1.0,0.0,0.0,0.0,11.0,0.0
367,"('2s', '4s', 'Kd')",1.0,0.0,0.0,0.0,11.0,0.0
368,"('2s', '4s', 'As')",2.0,0.0,1.0,0.0,12.0,1.0
369,"('2s', '4s', 'Ah')",1.0,0.0,1.0,0.0,12.0,1.0
370,"('2s', '4s', 'Ac')",1.0,0.0,1.0,0.0,12.0,1.0
371,"('2s', '4s', 'Ad')",1.0,0.0,1.0,0.0,12.0,1.0
372,"('2s', '4h', '4c')",0.0,1.0,0.0,0.0,2.0,0.0
373,"('2s', '4h', '4d')",0.0,1.0,0.0,0.0,2.0,0.0
374,"('2s', '4h', '5s')",1.0,0.0,1.0,0.0,3.0,2.0
375,"('2s', '4h', '5h')",1.0,0.0,1.0,0.0,3.0,2.0
376,"('2s', '4h', '5c')",0.0,0.0,1.0,0.0,3.0,2.0
377,"('2s', '4h', '5d')",0.0,0.0,1.0,0.0,3.0,2.0
378,"('2s', '4h', '6s')",1.0,0.0,0.0,0.0,4.0,1.0
379,"('2s', '4h', '6h')",1.0,0.0,0.0,0.0,4.0,1.0
380,"('2s', '4h', '6c')",0.0,0.0,0.0,0.0,4.0,1.0
381,"('2s', '4h', '6d')",0.0,0.0,0.0,0.0,4.0,1.0
382,"('2s', '4h', '7s')",1.0,0.0,0.0,0.0,5.0,0.0
383,"('2s', '4h', '7h')",1.0,0.0,0.0,0.0,5.0,0.0
384,"('2s', '4h', '7c')",0.0,0.0,0.0,0.0,5.0,0.0
385,"('2s', '4h', '7d')",0.0,0.0,0.0,0.0,5.0,0.0
386,"('2s', '4h', '8s')",1.0,0.0,0.0,0.0,6.0,0.0
387,"('2s', '4h', '8h')",1.0,0.0,0.0,0.0,6.0,0.0
388,"('2s', '4h', '8c')",0.0,0.0,0.0,0.0,6.0,0.0
389,"('2s', '4h', '8d')",0.0,0.0,0.0,0.0,6.0,0.0
390,"('2s', '4h', '9s')",1.0,0.0,0.0,0.0,7.0,0.0
391,"('2s', '4h', '9h')",1.0,0.0,0.0,0.0,7.0,0.0
392,"('2s', '4h', '9c')",0.0,0.0,0.0,0.0,7.0,0.0
393,"('2s', '4h', '9d')",0.0,0.0,0.0,0.0,7.0,0.0
394,"('2s', '4h', 'Ts')",1.0,0.0,0.0,0.0,8.0,0.0
395,"('2s', '4h', 'Th')",1.0,0.0,0.0,0.0,8.0,0.0
396,"('2s', '4h', 'Tc')",0.0,0.0,0.0,0.0,8.0,0.0
397,"('2s', '4h', 'Td')",0.0,0.0,0.0,0.0,8.0,0.0
398,"('2s', '4h', 'Js')",1.0,0.0,0.0,0.0,9.0,0.0
399,"('2s', '4h', 'Jh')",1.0,0.0,0.0,0.0,9.0,0.0
400,"('2s', '4h', 'Jc')",0.0,0.0,0.0,0.0,9.0,0.0
401,"('2s', '4h', 'Jd')",0.0,0.0,0.0,0.0,9.0,0.0
402,"('2s', '4h', 'Qs')",1.0,0.0,0.0,0.0,10.0,0.0
403,"('2s', '4h', 'Qh')",1.0,0.0,0.0,0.0,10.0,0.0
404,"('2s', '4h', 'Qc')",0.0,0.0,0.0,0.0,10.0,0.0
405,"('2s', '4h', 'Qd')",0.0,0.0,0.0,0.0,10.0,0.0
406,"('2s', '4h', 'Ks')",1.0,0.0,0.0,0.0,11.0,0.0
407,"('2s', '4h', 'Kh')",1.0,0.0,0.0,0.0,11.0,0.0
408,"('2s', '4h', 'Kc')",0.0,0.0,0.0,0.0,11.0,0.0
409,"('2s', '4h', 'Kd')",0.0,0.0,0.0,0.0,11.0,0.0
410,"('2s', '4h', 'As')",1.0,0.0,1.0,0.0,12.0,1.0
411,"('2s', '4h', 'Ah')",1.0,0.0,1.0,0.0,12.0,1.0
412,"('2s', '4h', 'Ac')",0.0,0.0,1.0,0.0,12.0,1.0
413,"('2s', '4h', 'Ad')",0.0,0.0,1.0,0.0,12.0,1.0
414,"('2s', '4c', '4d')",0.0,1.0,0.0,0.0,2.0,0.0
415,"('2s', '4c', '5s')",1.0,0.0,1.0,0.0,3.0,2.0
416,"('2s', '4c', '5h')",0.0,0.0,1.0,0.0,3.0,2.0
417,"('2s', '4c', '5c')",1.0,0.0,1.0,0.0,3.0,2.0
418,"('2s', '4c', '5d')",0.0,0.0,1.0,0.0,3.0,2.0
419,"('2s', '4c', '6s')",1.0,0.0,0.0,0.0,4.0,1.0
420,"('2s', '4c', '6h')",0.0,0.0,0.0,0.0,4.0,1.0
421,"('2s', '4c', '6c')",1.0,0.0,0.0,0.0,4.0,1.0
422,"('2s', '4c', '6d')",0.0,0.0,0.0,0.0,4.0,1.0
423,"('2s', '4c', '7s')",1.0,0.0,0.0,0.0,5.0,0.0
424,"('2s', '4c', '7h')",0.0,0.0,0.0,0.0,5.0,0.0
425,"('2s', '4c', '7c')",1.0,0.0,0.0,0.0,5.0,0.0
426,"('2s', '4c', '7d')",0.0,0.0,0.0,0.0,5.0,0.0
427,"('2s', '4c', '8s')",1.0,0.0,0.0,0.0,6.0,0.0
428,"('2s', '4c', '8h')",0.0,0.0,0.0,0.0,6.0,0.0
429,"('2s', '4c', '8c')",1.0,0.0,0.0,0.0,6.0,0.0
430,"('2s', '4c', '8d')",0.0,0.0,0.0,0.0,6.0,0.0
431,"('2s', '4c', '9s')",1.0,0.0,0.0,0.0,7.0,0.0
432,"('2s', '4c', '9h')",0.0,0.0,0.0,0.0,7.0,0.0
433,"('2s', '4c', '9c')",1.0,0.0,0.0,0.0,7.0,0.0
434,"('2s', '4c', '9d')",0.0,0.0,0.0,0.0,7.0,0.0
435,"('2s', '4c', 'Ts')",1.0,0.0,0.0,0.0,8.0,0.0
436,"('2s', '4c', 'Th')",0.0,0.0,0.0,0.0,8.0,0.0
437,"('2s', '4c', 'Tc')",1.0,0.0,0.0,0.0,8.0,0.0
438,"('2s', '4c', 'Td')",0.0,0.0,0.0,0.0,8.0,0.0
439,"('2s', '4c', 'Js')",1.0,0.0,0.0,0.0,9.0,0.0
440,"('2s', '4c', 'Jh')",0.0,0.0,0.0,0.0,9.0,0.0
441,"('2s', '4c', 'Jc')",1.0,0.0,0.0,0.0,9.0,0.0
442,"('2s', '4c', 'Jd')",0.0,0.0,0.0,0.0,9.0,0.0
443,"('2s', '4c', 'Qs')",1.0,0.0,0.0,0.0,10.0,0.0
444,"('2s', '4c', 'Qh')",0.0,0.0,0.0,0.0,10.0,0.0
445,"('2s', '4c', 'Qc')",1.0,0.0,0.0,0.0,10.0,0.0
446,"('2s', '4c', 'Qd')",0.0,0.0,0.0,0.0,10.0,0.0
447,"('2s', '4c', 'Ks')",1.0,0.0,0.0,0.0,11.0,0.0
448,"('2s', '4c', 'Kh')",0.0,0.0,0.0,0.0,11.0,0.0
449,"('2s', '4c', 'Kc')",1.0,0.0,0.0,0.0,11.0,0.0
450,"('2s', '4c', 'Kd')",0.0,0.0,0.0,0.0,11.0,0.0
451,"('2s', '4c', 'As')",1.0,0.0,1.0,0.0,12.0,1.0
452,"('2s', '4c', 'Ah')",0.0,0.0,1.0,0.0,12.0,1.0
453,"('2s', '4c', 'Ac')",1.0,0.0,1.0,0.0,12.0,1.0
454,"('2s', '4c', 'Ad')",0.0,0.0,1.0,0.0,12.0,1.0
455,"('2s', '4d', '5s')",1.0,0.0,1.0,0.0,3.0,2.0
456,"('2s', '4d', '5h')",0.0,0.0,1.0,0.0,3.0,2.0
457,"('2s', '4d', '5c')",0.0,0.0,1.0,0.0,3.0,2.0
458,"('2s', '4d', '5d')",1.0,0.0,1.0,0.0,3.0,2.0
459,"('2s', '4d', '6s')",1.0,0.0,0.0,0.0,4.0,1.0
460,"('2s', '4d', '6h')",0.0,0.0,0.0,0.0,4.0,1.0
461,"('2s', '4d', '6c')",0.0,0.0,0.0,0.0,4.0,1.0
462,"('2s', '4d', '6d')",1.0,0.0,0.0,0.0,4.0,1.0
463,"('2s', '4d', '7s')",1.0,0.0,0.0,0.0,5.0,0.0
464,"('2s', '4d', '7h')",0.0,0.0,0.0,0.0,5.0,0.0
465,"('2s', '4d', '7c')",0.0,0.0,0.0,0.0,5.0,0.0
466,"('2s', '4d', '7d')",1.0,0.0,0.0,0.0,5.0,0.0
467,"('2s', '4d', '8s')",1.0,0.0,0.0,0.0,6.0,0.0
468,"('2s', '4d', '8h')",0.0,0.0,0.0,0.0,6.0,0.0
469,"('2s', '4d', '8c')",0.0,0.0,0.0,0.0,6.0,0.0
470,"('2s', '4d', '8d')",1.0,0.0,0.0,0.0,6.0,0.0
471,"('2s', '4d', '9s')",1.0,0.0,0.0,0.0,7.0,0.0
472,"('2s', '4d', '9h')",0.0,0.0,0.0,0.0,7.0,0.0
473,"('2s', '4d', '9c')",0.0,0.0,0.0,0.0,7.0,0.0
474,"('2s', '4d', '9d')",1.0,0.0,0.0,0.0,7.0,0.0
475,"('2s', '4d', 'Ts')",1.0,0.0,0.0,0.0,8.0,0.0
476,"('2s', '4d', 'Th')",0.0,0.0,0.0,0.0,8.0,0.0
477,"('2s', '4d', 'Tc')",0.0,0.0,0.0,0.0,8.0,0.0
478,"('2s', '4d', 'Td')",1.0,0.0,0.0,0.0,8.0,0.0
479,"('2s', '4d', 'Js')",1.0,0.0,0.0,0.0,9.0,0.0
480,"('2s', '4d', 'Jh')",0.0,0.0,0.0,0.0,9.0,0.0
481,"('2s', '4d', 'Jc')",0.0,0.0,0.0,0.0,9.0,0.0
482,"('2s', '4d', 'Jd')",1.0,0.0,0.0,0.0,9.0,0.0
483,"('2s', '4d', 'Qs')",1.0,0.0,0.0,0.0,10.0,0.0
484,"('2s', '4d', 'Qh')",0.0,0.0,0.0,0.0,10.0,0.0
485,"('2s', '4d', 'Qc')",0.0,0.0,0.0,0.0,10.0,0.0
486,"('2s', '4d', 'Qd')",1.0,0.0,0.0,0.0,10.0,0.0
487,"('2s', '4d', 'Ks')",1.0,0.0,0.0,0.0,11.0,0.0
488,"('2s', '4d', 'Kh')",0.0,0.0,0.0,0.0,11.0,0.0
489,"('2s', '4d', 'Kc')",0.0,0.0,0.0,0.0,11.0,0.0
490,"('2s', '4d', 'Kd')",1.0,0.0,0.0,0.0,11.0,0.0
491,"('2s', '4d', 'As')",1.0,0.0,1.0,0.0,12.0,1.0
492,"('2s', '4d', 'Ah')",0.0,0.0,1.0,0.0,12.0,1.0
493,"('2s', '4d', 'Ac')",0.0,0.0,1.0,0.0,12.0,1.0
494,"('2s', '4d', 'Ad')",1.0,0.0,1.0,0.0,12.0,1.0
495,"('2s', '5s', '5h')",1.0,1.0,0.0,0.0,3.0,0.0
496,"('2s', '5s', '5c')",1.0,1.0,0.0,0.0,3.0,0.0
497,"('2s', '5s', '5d')",1.0,1.0,0.0,0.0,3.0,0.0
498,"('2s', '5s', '6s')",2.0,0.0,1.0,0.0,4.0,1.0
499,"('2s', '5s', '6h')",1.0,0.0,1.0,0.0,4.0,1.0
500,"('2s', '5s', '6c')",1.0,0.0,1.0,0.0,4.0,1.0
501,"('2s', '5s', '6d')",1.0,0.0,1.0,0.0,4.0,1.0
502,"('2s', '5s', '7s')",2.0,0.0,0.0,0.0,5.0,0.0
503,"('2s', '5s', '7h')",1.0,0.0,0.0,0.0,5.0,0.0
504,"('2s', '5s', '7c')",1.0,0.0,0.0,0.0,5.0,0.0
505,"('2s', '5s', '7d')",1.0,0.0,0.0,0.0,5.0,0.0
506,"('2s', '5s', '8s')",2.0,0.0,0.0,0.0,6.0,0.0
507,"('2s', '5s', '8h')",1.0,0.0,0.0,0.0,6.0,0.0
508,"('2s', '5s', '8c')",1.0,0.0,0.0,0.0,6.0,0.0
509,"('2s', '5s', '8d')",1.0,0.0,0.0,0.0,6.0,0.0
510,"('2s', '5s', '9s')",2.0,0.0,0.0,0.0,7.0,0.0
511,"('2s', '5s', '9h')",1.0,0.0,0.0,0.0,7.0,0.0
512,"('2s', '5s', '9c')",1.0,0.0,0.0,0.0,7.0,0.0
513,"('2s', '5s', '9d')",1.0,0.0,0.0,0.0,7.0,0.0
514,"('2s', '5s', 'Ts')",2.0,0.0,0.0,0.0,8.0,0.0
515,"('2s', '5s', 'Th')",1.0,0.0,0.0,0.0,8.0,0.0
516,"('2s', '5s', 'Tc')",1.0,0.0,0.0,0.0,8.0,0.0
517,"('2s', '5s', 'Td')",1.0,0.0,0.0,0.0,8.0,0.0
518,"('2s', '5s', 'Js')",2.0,0.0,0.0,0.0,9.0,0.0
519,"('2s', '5s', 'Jh')",1.0,0.0,0.0,0.0,9.0,0.0
520,"('2s', '5s', 'Jc')",1.0,0.0,0.0,0.0,9.0,0.0
521,"('2s', '5s', 'Jd')",1.0,0.0,0.0,0.0,9.0,0.0
522,"('2s', '5s', 'Qs')",2.0,0.0,0.0,0.0,10.0,0.0
523,"('2s', '5s', 'Qh')",1.0,0.0,0.0,0.0,10.0,0.0
524,"('2s', '5s', 'Qc')",1.0,0.0,0.0,0.0,10.0,0.0
525,"('2s', '5s', 'Qd')",1.0,0.0,0.0,0.0,10.0,0.0
526,"('2s', '5s', 'Ks')",2.0,0.0,0.0,0.0,11.0,0.0
527,"('2s', '5s', 'Kh')",1.0,0.0,0.0,0.0,11.0,0.0
528,"('2s', '5s', 'Kc')",1.0,0.0,0.0,0.0,11.0,0.0
529,"('2s', '5s', 'Kd')",1.0,0.0,0.0,0.0,11.0,0.0
530,"('2s', '5s', 'As')",2.0,0.0,1.0,0.0,12.0,1.0
531,"('2s', '5s', 'Ah')",1.0,0.0,1.0,0.0,12.0,1.0
532,"('2s', '5s', 'Ac')",1.0,0.0,1.0,0.0,12.0,1.0
533,"('2s', '5s', 'Ad')",1.0,0.0,1.0,0.0,12.0,1.0
534,"('2s', '5h', '5c')",0.0,1.0,0.0,0.0,3.0,0.0
535,"('2s', '5h', '5d')",0.0,1.0,0.0,0.0,3.0,0.0
536,"('2s', '5h', '6s')",1.0,0.0,1.0,0.0,4.0,1.0
537,"('2s', '5h', '6h')",1.0,0.0,1.0,0.0,4.0,1.0
538,"('2s', '5h', '6c')",0.0,0.0,1.0,0.0,4.0,1.0
539,"('2s', '5h', '6d')",0.0,0.0,1.0,0.0,4.0,1.0
540,"('2s', '5h', '7s')",1.0,0.0,0.0,0.0,5.0,0.0
541,"('2s', '5h', '7h')",1.0,0.0,0.0,0.0,5.0,0.0
542,"('2s', '5h', '7c')",0.0,0.0,0.0,0.0,5.0,0.0
543,"('2s', '5h', '7d')",0.0,0.0,0.0,0.0,5.0,0.0
544,"('2s', '5h', '8s')",1.0,0.0,0.0,0.0,6.0,0.0
545,"('2s', '5h', '8h')",1.0,0.0,0.0,0.0,6.0,0.0
546,"('2s', '5h', '8c')",0.0,0.0,0.0,0.0,6.0,0.0
547,"('2s', '5h', '8d')",0.0,0.0,0.0,0.0,6.0,0.0
548,"('2s', '5h', '9s')",1.0,0.0,0.0,0.0,7.0,0.0
549,"('2s', '5h', '9h')",1.0,0.0,0.0,0.0,7.0,0.0
550,"('2s', '5h', '9c')",0.0,0.0,0.0,0.0,7.0,0.0
551,"('2s', '5h', '9d')",0.0,0.0,0.0,0.0,7.0,0.0
552,"('2s', '5h', 'Ts')",1.0,0.0,0.0,0.0,8.0,0.0
553,"('2s', '5h', 'Th')",1.0,0.0,0.0,0.0,8.0,0.0
554,"('2s', '5h', 'Tc')",0.0,0.0,0.0,0.0,8.0,0.0
555,"('2s', '5h', 'Td')",0.0,0.0,0.0,0.0,8.0,0.0
556,"('2s', '5h', 'Js')",1.0,0.0,0.0,0.0,9.0,0.0
557,"('2s', '5h', 'Jh')",1.0,0.0,0.0,0.0,9.0,0.0
558,"('2s', '5h', 'Jc')",0.0,0.0,0.0,0.0,9.0,0.0
559,"('2s', '5h', 'Jd')",0.0,0.0,0.0,0.0,9.0,0.0
560,"('2s', '5h', 'Qs')",1.0,0.0,0.0,0.0,10.0,0.0
561,"('2s', '5h', 'Qh')",1.0,0.0,0.0,0.0,10.0,0.0
562,"('2s', '5h', 'Qc')",0.0,0.0,0.0,0.0,10.0,0.0
563,"('2s', '5h', 'Qd')",0.0,0.0,0.0,0.0,10.0,0.0
564,"('2s', '5h', 'Ks')",1.0,0.0,0.0,0.0,11.0,0.0
565,"('2s', '5h', 'Kh')",1.0,0.0,0.0,0.0,11.0,0.0
566,"('2s', '5h', 'Kc')",0.0,0.0,0.0,0.0,11.0,0.0
567,"('2s', '5h', 'Kd')",0.0,0.0,0.0,0.0,11.0,0.0
568,"('2s', '5h', 'As')",1.0,0.0,1.0,0.0,12.0,1.0
569,"('2s', '5h', 'Ah')",1.0,0.0,1.0,0.0,12.0,1.0
570,"('2s', '5h', 'Ac')",0.0,0.0,1.0,0.0,12.0,1.0
571,"('2s', '5h', 'Ad')",0.0,0.0,1.0,0.0,12.0,1.0
572,"('2s', '5c', '5d')",0.0,1.0,0.0,0.0,3.0,0.0
573,"('2s', '5c', '6s')",1.0,0.0,1.0,0.0,4.0,1.0
574,"('2s', '5c', '6h')",0.0,0.0,1.0,0.0,4.0,1.0
575,"('2s', '5c', '6c')",1.0,0.0,1.0,0.0,4.0,1.0
576,"('2s', '5c', '6d')",0.0,0.0,1.0,0.0,4.0,1.0
577,"('2s', '5c', '7s')",1.0,0.0,0.0,0.0,5.0,0.0
578,"('2s', '5c', '7h')",0.0,0.0,0.0,0.0,5.0,0.0
579,"('2s', '5c', '7c')",1.0,0.0,0.0,0.0,5.0,0.0
580,"('2s', '5c', '7d')",0.0,0.0,0.0,0.0,5.0,0.0
581,"('2s', '5c', '8s')",1.0,0.0,0.0,0.0,6.0,0.0
582,"('2s', '5c', '8h')",0.0,0.0,0.0,0.0,6.0,0.0
583,"('2s', '5c', '8c')",1.0,0.0,0.0,0.0,6.0,0.0
584,"('2s', '5c', '8d')",0.0,0.0,0.0,0.0,6.0,0.0
585,"('2s', '5c', '9s')",1.0,0.0,0.0,0.0,7.0,0.0
586,"('2s', '5c', '9h')",0.0,0.0,0.0,0.0,7.0,0.0
587,"('2s', '5c', '9c')",1.0,0.0,0.0,0.0,7.0,0.0
588,"('2s', '5c', '9d')",0.0,0.0,0.0,0.0,7.0,0.0
589,"('2s', '5c', 'Ts')",1.0,0.0,0.0,0.0,8.0,0.0
590,"('2s', '5c', 'Th')",0.0,0.0,0.0,0.0,8.0,0.0
591,"('2s', '5c', 'Tc')",1.0,0.0,0.0,0.0,8.0,0.0
592,"('2s', '5c', 'Td')",0.0,0.0,0.0,0.0,8.0,0.0
593,"('2s', '5c', 'Js')",1.0,0.0,0.0,0.0,9.0,0.0
594,"('2s', '5c', 'Jh')",0.0,0.0,0.0,0.0,9.0,0.0
595,"('2s', '5c', 'Jc')",1.0,0.0,0.0,0.0,9.0,0.0
596,"('2s', '5c', 'Jd')",0.0,0.0,0.0,0.0,9.0,0.0
597,"('2s', '5c', 'Qs')",1.0,0.0,0.0,0.0,10.0,0.0
598,"('2s', '5c', 'Qh')",0.0,0.0,0.0,0.0,10.0,0.0
599,"('2s', '5c', 'Qc')",1.0,0.0,0.0,0.0,10.0,0.0
600,"('2s', '5c', 'Qd')",0.0,0.0,0.0,0.0,10.0,0.0
601,"('2s', '5c', 'Ks')",1.0,0.0,0.0,0.0,11.0,0.0
602,"('2s', '5c', 'Kh')",0.0,0.0,0.0,0.0,11.0,0.0
603,"('2s', '5c', 'Kc')",1.0,0.0,0.0,0.0,11.0,0.0
604,"('2s', '5c', 'Kd')",0.0,0.0,0.0,0.0,11.0,0.0
605,"('2s', '5c', 'As')",1.0,0.0,1.0,0.0,12.0,1.0
606,"('2s', '5c', 'Ah')",0.0,0.0,1.0,0.0,12.0,1.0
607,"('2s', '5c', 'Ac')",1.0,0.0,1.0,0.0,12.0,1.0
608,"('2s', '5c', 'Ad')",0.0,0.0,1.0,0.0,12.0,1.0
609,"('2s', '5d', '6s')",1.0,0.0,1.0,0.0,4.0,1.0
610,"('2s', '5d', '6h')",0.0,0.0,1.0,0.0,4.0,1.0
611,"('2s', '5d', '6c')",0.0,0.0,1.0,0.0,4.0,1.0
612,"('2s', '5d', '6d')",1.0,0.0,1.0,0.0,4.0,1.0
613,"('2s', '5d', '7s')",1.0,0.0,0.0,0.0,5.0,0.0
614,"('2s', '5d', '7h')",0.0,0.0,0.0,0.0,5.0,0.0
615,"('2s', '5d', '7c')",0.0,0.0,0.0,0.0,5.0,0.0
616,"('2s', '5d', '7d')",1.0,0.0,0.0,0.0,5.0,0.0
617,"('2s', '5d', '8s')",1.0,0.0,0.0,0.0,6.0,0.0
618,"('2s', '5d', '8h')",0.0,0.0,0.0,0.0,6.0,0.0
619,"('2s', '5d', '8c')",0.0,0.0,0.0,0.0,6.0,0.0
620,"('2s', '5d', '8d')",1.0,0.0,0.0,0.0,6.0,0.0
621,"('2s', '5d', '9s')",1.0,0.0,0.0,0.0,7.0,0.0
622,"('2s', '5d', '9h')",0.0,0.0,0.0,0.0,7.0,0.0
623,"('2s', '5d', '9c')",0.0,0.0,0.0,0.0,7.0,0.0
624,"('2s', '5d', '9d')",1.0,0.0,0.0,0.0,7.0,0.0
625,"('2s', '5d', 'Ts')",1.0,0.0,0.0,0.0,8.0,0.0
626,"('2s', '5d', 'Th')",0.0,0.0,0.0,0.0,8.0,0.0
627,"('2s', '5d', 'Tc')",0.0,0.0,0.0,0.0,8.0,0.0
628,"('2s', '5d', 'Td')",1.0,0.0,0.0,0.0,8.0,0.0
629,"('2s', '5d', 'Js')",1.0,0.0,0.0,0.0,9.0,0.0
630,"('2s', '5d', 'Jh')",0.0,0.0,0.0,0.0,9.0,0.0
631,"('2s', '5d', 'Jc')",0.0,0.0,0.0,0.0,9.0,0.0
632,"('2s', '5d', 'Jd')",1.0,0.0,0.0,0.0,9.0,0.0
633,"('2s', '5d', 'Qs')",1.0,0.0,0.0,0.0,10.0,0.0
634,"('2s', '5d', 'Qh')",0.0,0.0,0.0,0.0,10.0,0.0
635,"('2s', '5d', 'Qc')",0.0,0.0,0.0,0.0,10.0,0.0
636,"('2s', '5d', 'Qd')",1.0,0.0,0.0,0.0,10.0,0.0
637,"('2s', '5d', 'Ks')",1.0,0.0,0.0,0.0,11.0,0.0
638,"('2s', '5d', 'Kh')",0.0,0.0,0.0,0.0,11.0,0.0
639,"('2s', '5d', 'Kc')",0.0,0.0,0.0,0.0,11.0,0.0
640,"('2s', '5d', 'Kd')",1.0,0.0,0.0,0.0,11.0,0.0
641,"('2s', '5d', 'As')",1.0,0.0,1.0,0.0,12.0,1.0
642,"('2s', '5d', 'Ah')",0.0,0.0,1.0,0.0,12.0,1.0
643,"('2s', '5d', 'Ac')",0.0,0.0,1.0,0.0,12.0,1.0
644,"('2s', '5d', 'Ad')",1.0,0.0,1.0,0.0,12.0,1.0
645,"('2s', '6s', '6h')",1.0,1.0,0.0,0.0,4.0,0.0
646,"('2s', '6s', '6c')",1.0,1.0,0.0,0.0,4.0,0.0
647,"('2s', '6s', '6d')",1.0,1.0,0.0,0.0,4.0,0.0
648,"('2s', '6s', '7s')",2.0,0.0,1.0,0.0,5.0,0.0
649,"('2s', '6s', '7h')",1.0,0.0,1.0,0.0,5.0,0.0
650,"('2s', '6s', '7c')",1.0,0.0,1.0,0.0,5.0,0.0
651,"('2s', '6s', '7d')",1.0,0.0,1.0,0.0,5.0,0.0
652,"('2s', '6s', '8s')",2.0,0.0,0.0,0.0,6.0,0.0
653,"('2s', '6s', '8h')",1.0,0.0,0.0,0.0,6.0,0.0
654,"('2s', '6s', '8c')",1.0,0.0,0.0,0.0,6.0,0.0
655,"('2s', '6s', '8d')",1.0,0.0,0.0,0.0,6.0,0.0
656,"('2s', '6s', '9s')",2.0,0.0,0.0,0.0,7.0,0.0
657,"('2s', '6s', '9h')",1.0,0.0,0.0,0.0,7.0,0.0
658,"('2s', '6s', '9c')",1.0,0.0,0.0,0.0,7.0,0.0
659,"('2s', '6s', '9d')",1.0,0.0,0.0,0.0,7.0,0.0
660,"('2s', '6s', 'Ts')",2.0,0.0,0.0,0.0,8.0,0.0
661,"('2s', '6s', 'Th')",1.0,0.0,0.0,0.0,8.0,0.0
662,"('2s', '6s', 'Tc')",1.0,0.0,0.0,0.0,8.0,0.0
663,"('2s', '6s', 'Td')",1.0,0.0,0.0,0.0,8.0,0.0
664,"('2s', '6s', 'Js')",2.0,0.0,0.0,0.0,9.0,0.0
665,"('2s', '6s', 'Jh')",1.0,0.0,0.0,0.0,9.0,0.0
666,"('2s', '6s', 'Jc')",1.0,0.0,0.0,0.0,9.0,0.0
667,"('2s', '6s', 'Jd')",1.0,0.0,0.0,0.0,9.0,0.0
668,"('2s', '6s', 'Qs')",2.0,0.0,0.0,0.0,10.0,0.0
669,"('2s', '6s', 'Qh')",1.0,0.0,0.0,0.0,10.0,0.0
670,"('2s', '6s', 'Qc')",1.0,0.0,0.0,0.0,10.0,0.0
671,"('2s', '6s', 'Qd')",1.0,0.0,0.0,0.0,10.0,0.0
672,"('2s', '6s', 'Ks')",2.0,0.0,0.0,0.0,11.0,0.0
673,"('2s', '6s', 'Kh')",1.0,0.0,0.0,0.0,11.0,0.0
674,"('2s', '6s', 'Kc')",1.0,0.0,0.0,0.0,11.0,0.0
675,"('2s', '6s', 'Kd')",1.0,0.0,0.0,0.0,11.0,0.0
676,"('2s', '6s', 'As')",2.0,0.0,1.0,0.0,12.0,0.0
677,"('2s', '6s', 'Ah')",1.0,0.0,1.0,0.0,12.0,0.0
678,"('2s', '6s', 'Ac')",1.0,0.0,1.0,0.0,12.0,0.0
